Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022<R>,2023<P>
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,52687.333,54592.63300000001,54765.029,54948.89999999998,53899.049999999996,52157.632,49201.179,50841.384999999995,51721.663,55625.30700000002,52722.205,51839.49299999999,55495.11799999999,54923.29400000001,53331.339,55539.63300000001,56142.60199999999,52556.16700000001,56858.111999999994,56474.20399999999,51147.914000000004
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Aguascalientes<C1>,601.581,593.49,666.687,785.646,907.511,841.326,662.769,686.343,724.873,791.46,849.486,783.449,869.751,860.418,804.213,929.093,908.793,913.582,921.572,950.845,869.755
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California<C1>,7655.192,7612.084,7508.059,7320.18,6787.175,6950.804,6208.977,5837.022,5368.635,7071.924,7760.521,7708.063,8169.201,8534.867,8962.861,9032.26,9368.635,9183.688,10256.078,10997.422,10005.568
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California Sur<C1>,80.622,72.25,68.655,78.975,64.146,64.983,54.515,59.449,83.144,90.307,99.726,101.223,165.907,163.331,196.071,188.498,203.558,172.924,171.821,174.252,190.205
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Campeche<C1>,41.027,41.038,41.32,41.94,42.926,41.683,43.383,46.406,47.908,45.112,41.837,34.404,35.324,34.672,31.8,33.054,32.372,31.635,31.477,30.205,27.842
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,1594.929,1544.886,1669.649,1756.146,1732.906,1594.825,1317.394,1503.643,1620.46,1834.825,2020.137,2028.419,2120.536,2092.881,2020.581,2230.289,2329.492,2294.662,2556.909,2537.386,2354.535
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Colima<C1>,51.886,55.954,66.633,65.331,59.651,65.45,64.644,67.573,67.375,65.404,62.234,60.363,61.472,53.376,53.079,55.618,56.543,62.464,68.536,70.184,63.491
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chiapas<C1>,464.988,467.079,472.398,466.025,446.88,434.65,473.178,506.378,506.432,495.235,444.484,439.153,482.318,488.154,456.038,461.782,449.686,420.591,444.378,462.324,409.539
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chihuahua<C1>,2024.188,2262.552,2146.584,2070.454,1943.368,2126.643,2231.825,2439.27,2598.71,3225.727,2874.112,2816.832,3288.549,3473.864,3431.789,3544.231,3524.342,3254.821,3640.331,3469.128,2888.592
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Ciudad de México<C1>,6584.959,6663.03,6725.554,6924.326,7172.813,6057.098,5869.87,5814.049,4701.49,5147.784,4308.726,3818.22,3751.338,3338.115,3232.927,3525.517,3717.303,3208.704,3439.963,3266.797,3059.599
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Durango<C1>,1021.752,988.156,961.271,949.988,996.981,1106.173,969.754,1018.749,1226.563,1222.898,1185.193,1101.942,1217.507,1351.764,1326.721,1515.969,1544.334,1600.027,1710.404,792.789,692.46
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guanajuato<C1>,1246.058,1219.511,1201.021,1224.404,1204.142,1121.375,1144.088,1204.726,1306.498,1338.657,1292.341,1363.369,1488.949,1456.241,1417.078,1513.168,1482.228,1503.782,1540.23,2024.471,1679.959
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guerrero<C1>,189.771,198.394,210.321,200.299,196.751,192.146,167.255,176.273,177.889,173.702,152.927,152.805,160.423,175.01,141.175,142.579,154.759,137.111,145.132,151.157,149.088
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Hidalgo<C1>,1229.249,1159.036,1190.817,1211.816,1192.901,1045.432,1114.619,1090.665,1045.494,1022.791,882.352,843.353,926.96,826.628,810.679,858.065,801.211,742.854,770.795,833.998,785.39
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Jalisco<C1>,5282.616,5736.801,5736.572,5677.838,5509.642,5459.956,5049.955,5516.581,5859.033,5717.25,5312.91,5197.806,5673.33,5710.047,5271.88,5107.505,4971.739,4775.389,5463.304,5493.984,4741.008
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|México<C1>,6143.168,6566.306,6743.214,7091.88,7062.35,6925.256,6420.643,7223.798,7829.936,7851.849,7499.342,7588.355,8042.93,8015.928,7082.167,7636.593,7492.172,6367.043,6993.632,6901.569,6627.972
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,2244.166,2077.376,1890.443,1817.267,1632.013,1479.566,1434.786,1475.368,1427.258,1566.233,1396.695,1408.587,1398.685,1209.608,1057.028,989.623,1005.007,1036.274,1092.031,979.153,993.826
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Morelos<C1>,286.604,279.154,306.85,289.652,305.758,292.811,274.809,298.469,322.546,326.953,317.277,298.943,321.788,304.167,283.219,285.331,274.78,257.009,271.483,261.736,234.078
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Nayarit<C1>,107.605,108.74,112.364,109.992,109.907,103.264,103.828,117.983,129.34,129.726,107.865,102.526,106.209,98.819,90.325,96.485,112.867,143.911,131.153,118.189,124.065
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Nuevo León<C1>,4830.751,5561.394,5550.645,5531.355,4967.096,4902.693,4619.629,4483.506,4697.905,4826.87,4802.326,4605.974,4855.56,4616.594,4485.474,4521.44,4482.126,4134.273,4375.941,4012.329,3922.214
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Oaxaca<C1>,877.096,825.074,881.726,828.984,816.365,817.215,838.617,819.702,834.781,786.608,745.342,668.21,665.78,666.4,497.521,587.293,592.098,576.628,628.061,625.796,545.626
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Puebla<C1>,2609.405,2898.124,2594.236,2471.519,2502.748,2446.051,2304.251,2598.101,2912.669,2919.622,2222.743,2051.395,2140.274,1998.101,2200.007,2274.131,2183.363,2005.69,2121.646,2396.505,1978.5
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Querétaro<C1>,737.863,711.009,745.234,653.464,671.407,626.091,594.977,670.735,747.907,719.578,570.139,583.775,662.553,654.376,652.283,720.565,692.43,641.54,701.95,690.366,629.708
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Quintana Roo<C1>,94.277,101.204,99.478,96.933,99.779,75.836,72.663,75.905,90.698,86.229,83.84,100.484,109.773,169.678,109.847,138.25,138.158,136.404,140.194,142.932,131.995
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,1008.822,947.27,952.998,853.365,852.133,822.323,756.329,804.987,904.398,980.658,852.373,843.949,860.799,822.042,797.51,826.83,858.283,790.891,804.939,798.472,739.36
