Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022<R>,2023<P>
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,116845.15799999998,125141.422,132482.97300000003,142353.128,146377.92399999997,143101.58000000002,131127.829,134187.87,141098.878,144944.68399999998,138539.728,144785.28000000003,154306.92599999998,158120.61000000002,157187.97699999998,157596.09700000007,153135.03800000003,149058.507,162994.569,162342.72799999997,159008.12899999996
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Aguascalientes<C1>,2129.072,2233.308,2625.652,2826.658,2659.614,3889.736,3974.145,4090.545,4697.928,5749.284,5665.504,6303.601,6916.23,6989.118,6906.831,7106.603,7146.448,7403.186,7473.077,7883.165,7283.778
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California<C1>,6468.736,8562.224,8820.229,9656.608,9773.369,8982.413,9068.097,8852.382,9076.686,7098.087,6991.642,7272.961,8155.232,8667.347,7455.454,7969.653,6596.739,6729.336,7190.147,6630.378,7246.247
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California Sur<C1>,579.387,648.408,721.368,855.995,1028.024,782.652,617.751,462.924,432.645,504.365,733.419,652.591,457.923,542.154,489.673,287.565,277.387,256.573,266.347,301.162,296.285
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Campeche<C1>,79.64,74.118,101.295,118.841,133.774,106.106,91.069,76.746,74.668,87.111,137.307,148.452,99.107,74.499,41.315,76.765,49.47,30.282,29.558,32.723,58.228
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,3390.57,3456.717,3671.901,4098.231,3806.118,3440.915,3249.324,3488.185,3589.175,3868.339,3769.535,3939.851,3988.825,3812.392,4466.955,4890.033,5267.673,5169.335,5772.111,6041.497,5683.7
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Colima<C1>,1727.131,1908.992,2857.582,2861.753,2896.072,3484.647,3173.962,3105.114,3277.505,2497.508,1972.579,1906.893,2903.401,2680.203,2742.35,2625.91,2425.688,2776.868,3010.078,3110.954,2913.991
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chiapas<C1>,402.805,365.23,410.154,464.116,445.569,408.748,483.87,532.138,489.763,466.581,355.848,402.342,422.926,411.773,418.076,371.483,345.401,340.349,349.724,339.844,394.998
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chihuahua<C1>,5729.787,6173.914,7976.947,8428.715,8670.415,8299.868,7413.277,7762.054,7933.583,8264.243,9099.487,8817.366,9058.547,9266.732,9411.962,9100.095,9139.186,8674.573,9575.34,10942.538,11285.879
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Ciudad de México<C1>,2879.113,2959.1,3239.067,3492.968,3602.134,3358.692,2950.405,3201.527,3466.381,3676.704,3526.608,4021.79,4387.916,4091.116,3857.324,3959.14,3881.716,3298.329,3738.893,4042.003,3961.88
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Durango<C1>,799.572,893.378,776.591,918.855,919.689,841.608,760.105,748.183,813.072,548.866,484.229,506.929,508.462,603.631,542.973,594.358,493.906,479.027,491.097,469.699,468.229
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guanajuato<C1>,2776.331,2835.963,3054.218,3279.254,3147.729,2904.639,2292.573,2542.804,3789.779,4090.272,4229.609,4203.3,4609.31,5075.545,5416.137,5035.169,5066.66,4915.731,5489.197,5587.9,5180.152
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guerrero<C1>,762.448,819.056,868.604,1061.158,1038.557,1022.664,968.419,946.19,1016.33,883.427,1011.163,1099.091,1134.694,823.103,969.801,998.629,1027.872,1152.126,1324.615,1287.19,1212.186
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Hidalgo<C1>,8550.078,8807.194,9236.506,9156.238,9217.615,9527.46,8973.194,8586.579,9284.65,9738.159,9849.646,10158.896,10486.348,10787.57,10726.048,11649.259,11131.512,10905.532,11235.876,11112.755,9980.848
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Jalisco<C1>,3832.92,4063.441,4330.893,4644.839,4405.763,4351.1,4220.992,4426.077,4767.49,5152.059,4542.165,4540.831,4743.813,5330.889,5464.685,5252.221,5189.59,4825.274,5339.989,4501.167,4205.01
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|México<C1>,16416.434,16718.655,16987.351,18315.69,18235.465,18995.512,15869.161,16254.776,16487.491,16227.174,14218.721,14655.259,16338.826,16210.913,16141.824,16073.312,15083.845,13872.691,15758.432,15455.702,14588.947
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,1563.841,1708.799,2107.34,2303.247,2382.728,2345.037,2191.753,2199.695,2263.121,1976.393,1818.037,1974.586,2031.917,2049.035,1880.05,978.706,931.225,908.718,921.679,894.075,1056.315
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Morelos<C1>,6086.766,6680.699,5499.084,6186.59,6545.741,5025.663,4524.74,5910.154,6526.463,6571.977,6269.291,6985.007,7761.914,7777.808,7506.396,7133.759,6948.406,6500.165,6950.364,6703.27,7233.844
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Nayarit<C1>,683.188,622.641,509.057,508.25,498.635,463.918,388.934,322.069,299.566,362.093,285.62,273.185,297.947,213.611,213.414,191.066,181.395,174.092,188.06,220.61,222.738
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Nuevo León<C1>,14321.033,16261.277,16648.24,16744.005,17863.235,17054.351,14465.527,15869.898,15256.234,16683.154,15956.462,16696.675,17989.923,18889.138,17558.944,19529.472,19877.299,18603.791,20526.685,20687.262,20531.006
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Oaxaca<C1>,2576.146,2591.432,2785.975,2734.743,2576.351,2479.497,2371.741,2284.644,2391.661,2372.538,2545.148,2500.625,2631.295,2489.119,2421.264,2470.437,2504.931,2464.514,2540.87,2351.922,2463.801
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Puebla<C1>,8258.793,8258.038,8182.833,9209.476,10183.032,10087.412,10117.932,10793.387,10634.392,9479.681,9105.217,9488.736,9213.327,11058.914,10917.992,10763.567,10267.683,10363.666,12141.413,11954.506,11854.006
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Querétaro<C1>,2139.215,2480.593,2849.815,3197.676,3237.62,3298.776,2726.897,2703.679,3260.67,3553.043,2991.42,3291.042,3559.429,3890.013,4123.92,3895.139,3839.652,3567.549,4216.852,4242.828,3201.7
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Quintana Roo<C1>,798.188,850.532,962.322,1042.239,1004.917,1139.747,862.731,720.373,694.166,472.504,425.963,474.721,522.314,533.94,402.305,540.713,658.539,544.36,406.452,403.896,468.34
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,8549.083,9171.529,9600.172,10541.589,11650.803,10390.773,10071.104,9305.259,10421.76,12037.181,11352.421,12247.812,12000.398,11911.953,11843.167,11264.901,10844.815,10995.208,11916.345,11336.786,11381.812
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Sinaloa<C1>,414.139,455.415,539.483,612.924,637.696,600.798,515.785,457.826,476.899,561.266,543.928,553.119,858.664,861.169,823.258,1067.029,1060.165,981.316,1027.54,1114.998,1023.123
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Sonora<C1>,2344.367,2828.258,3219.263,3788.24,4033.197,3250.426,2581.383,2217.44,2902.653,3461.835,3216.964,3289.446,3641.95,4091.266,4209.598,4071.526,3715.251,3835.736,4135.576,3926.519,3870.917
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Tabasco<C1>,1810.296,1974.914,1988.466,2375.655,2439.558,2845.059,2400.129,2257.536,2307.602,2728.783,2576.623,2947.986,2840.286,2286.128,2344.974,2209.343,2170.853,2098.326,2046.716,2059.705,1916.778
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Tamaulipas<C1>,1636.415,1639.845,1612.449,1703.473,1697.265,1624.384,1354.636,1535.863,1644.025,1860.484,1751.048,1936.331,2183.745,2227.535,2187.895,2470.982,2619.115,2412.745,2589.325,3086.234,2800.465
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Tlaxcala<C1>,2208.988,2308.758,3348.175,3845.607,3837.471,3531.325,3297.225,3586.725,3778.894,3920.603,3827.821,3895.327,4265.666,4530.823,4468.986,4377.018,4338.632,4149.689,4505.647,4221.024,4011.888
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,5799.53,5680.031,5740.592,5994.095,6394.207,6963.671,7581.034,7240.222,7420.03,8669.9,8146.365,8331.944,8988.792,8456.052,9624.526,9144.87,8601.194,9220.68,10304.262,9689.437,10522.796
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Yucatán<C1>,524.383,526.591,564.711,680.345,701.941,846.263,816.264,863.642,780.047,789.54,707.517,743.173,780.864,864.022,924.652,857.858,791.502,754.124,815.881,844.535,894.779
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Zacatecas<C1>,606.763,582.372,646.638,705.055,713.62,757.72,753.67,843.234,843.549,591.53,432.421,525.412,526.935,623.099,685.228,639.516,661.288,654.616,716.421,866.444,793.463
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,NA,7.10022061847,5.866603465637,7.450130968906,2.827332322476,-2.23827740582,-8.36730873272,2.333632016435,5.150247932246,2.725610617542,-4.418896797898,4.508130693024,6.576390914877,2.471492433204,-0.589823806017,0.259638178307,-2.83069129561,-2.662049817756,9.349390571851,-0.399915778789,-2.054048888473
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Aguascalientes<C1>,NA,4.895841944284,17.567841068048,7.655469955653,-5.909593590735,46.251899711763,2.170044445176,2.928931883462,14.848461513075,22.379142464508,-1.457224934444,11.262846165143,9.718714747333,1.053868943051,-1.177358859873,2.892382917723,0.560675754647,3.592525965347,0.944066514066,5.487538800952,-7.603380114459
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Baja California<C1>,NA,32.363169558937,3.013294209542,9.482508900846,1.209130576699,-8.092971829878,0.953908487619,-2.378834280224,2.533826488735,-21.798693928599,-1.499629407191,4.02364709177,12.130836395245,6.279588367321,-13.982283160003,6.896950876499,-17.226772608544,2.010038596343,6.847793006621,-7.785223306283,9.288595612498
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Baja California Sur<C1>,NA,11.9127629719,11.252174556761,18.662735247474,20.096963183196,-23.86831435842,-21.069517486699,-25.06301082475,-6.540814474946,16.577101318633,45.41433287401,-11.020712580394,-29.83001604374,18.394140499604,-9.680090896682,-41.274074739673,-3.539373706814,-7.503596058936,3.809442147069,13.071294213939,-1.619394213081
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Campeche<C1>,NA,-6.933701657459,36.667206346636,17.321684189743,12.565528731667,-20.682643862036,-14.171677379225,-15.727635089877,-2.707632971099,16.664434563669,57.62303268244,8.116847647971,-33.239700374532,-24.829729484295,-44.542879770198,85.804187341159,-35.556568748779,-38.787143723469,-2.390859256324,10.707761012247,77.942120221251
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,NA,1.950910908785,6.225097397328,11.610607148722,-7.127782694533,-9.595157060291,-5.568024784105,7.351098259207,2.895201945998,7.777943399249,-2.554171183032,4.518223069954,1.243041932296,-4.423182265454,17.169351944921,9.471284129793,7.722647270479,-1.866820510689,11.660610117162,4.667027366591,-5.922323556562
