Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022<R>,2023<P>
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,501771.1599999999,519157.19800000003,525660.483,531449.3470000001,539230.926,533169.776,479038.10799999995,481760.16900000005,490379.56899999984,515292.08700000006,517332.61300000007,522227.73099999997,556185.5639999999,565182.2050000001,574054.6840000001,583974.4950000001,588728.8579999998,353162.90100000007,463485.38200000004,562236.2680000002,579697.93
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Aguascalientes<C1>,6553.983,6238.575,5832.166,5354.27,5212.011,5699.773,4787.494,5053.922,5318.405,6167.064,6303.288,6126.322,6646.329,6062.929,5905.784,5593.212,5856.59,3519.767,4630.718,5297.891,5869.865
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California<C1>,28363.92,28854.944,30758.059,30401.361,30534.951,25692.131,23142.962,22655.424,23061.159,23834.501,25305.718,25478.452,20127.534,19500.81,19088.914,22317.99,21403.763,14661.433,20955.837,27299.013,22835.639
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California Sur<C1>,6491.151,8740.581,12054.743,14278.461,16688.47,14844.701,14418.297,15068.367,15468.325,17350.173,16733.39,16254.01,17724.85,19335.084,20757.422,20984.629,21279.064,12495.691,22882.533,24827.43,23961.61
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Campeche<C1>,5265.296,5005.435,5229.599,5268.304,5139.056,5092.549,5405.271,5515.473,5697.429,6143.334,6313.239,6282.917,6730.018,6251.16,5634.066,4398.623,5558.353,4136.179,5055.795,5344.154,5167.513
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,10814.121,11473.59,11501.698,13496.459,13610.407,13980.184,12116.713,11443.847,11876.327,12678.758,12549.269,12134.027,12324.43,12533.57,12250.919,11000.667,11715.176,8691.838,12200.211,13857.754,16810.046
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Colima<C1>,4616.679,4560.87,4796.231,4980.918,4535.88,4076.907,4357.598,4376.975,4513.774,4591.309,4069.085,3915.66,4326.056,4289.715,4349.195,4389.685,4563.487,3487.772,4741.701,5829.695,5907.878
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chiapas<C1>,9360.727,9936.4,9680.769,7716.444,9372.043,9331.081,9228.805,8734.204,8676.333,8985.582,8258.789,8811.366,9334.133,9465.078,9331.397,9619.464,9440.715,7137.801,7600.289,8094.02,8444.658
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chihuahua<C1>,14717.856,16561.426,15927.733,17114.079,14817.045,17337.819,15601.002,15694.273,14961.444,14241.051,14158.508,13952.949,14585.893,14681.396,14309.265,13932.679,13608.866,8359.7,9007.435,14027.086,15548.037
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Ciudad de México<C1>,102290.062,107045.761,107471.743,97865.019,95853.895,96187.829,81690.197,85096.631,89849.192,94454.602,89162.44,86129.99,94516.805,91003.056,93290.264,93587.565,94227.16,49434.868,58903.871,78381.843,98521.739
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Durango<C1>,3781.667,3861.266,3838.916,4364.85,4356.055,4552.781,4484.844,4554.156,4211.316,4418.492,4033.071,3936.704,4215.639,4237.17,4291.451,4083.313,3868.628,2391.504,2916.743,2349.312,2434.453
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guanajuato<C1>,13157.588,13122.16,13483.825,14151.072,13489.918,13013.528,12485.455,13156.936,13216.855,14609.473,14863.638,15868.941,18193.081,19313.554,19146.624,19712.603,19754.488,10690.946,12928.328,14562.515,13467.936
