Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022<R>,2023<P>
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,698633.361,696618.123,702719.6499999999,716332.0489999999,721769.642,736762.783,761073.698,782978.245,792307.8099999997,823076.2490000001,810676.994,825502.2119999998,840153.7660000001,841783.9539999998,834272.5119999999,855373.4079999999,832869.581,835441.4519999999,821487.0469999998,821654.691,823695.0320000001
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Aguascalientes<C1>,8969.88,9146.824,8842.272,8945.137,8731.604,8853.346,9416.848,9722.831,10277.454,10846.199,9913.807,10424.985,10881.84,11213.597,11293.491,12103.955,11617.279,11190.433,10946.568,11094.971,11022.815
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California<C1>,20478.265,19961.474,20555.429,21035.851,21289.597,20810.09,22359.724,23562.62,24063.755,25922.758,26220.162,26176.944,26109.327,27374.356,26910.01,26815.253,26231.245,25968.695,25679.367,25594.815,25554.906
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California Sur<C1>,5784.002,5797.427,5892.227,6017.643,6054.411,5837.95,6513.411,6876.301,7188.886,7481.31,7464.392,7654.986,7874.485,8156.331,7995.462,8209.183,7880.676,8037.48,8050.648,8492.113,8751.951
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Campeche<C1>,6617.375,6603.71,6885.227,6877.207,6702.224,6880.42,7186.774,7740.141,7948.316,8079.827,7594.377,7526.06,7959.001,8183.606,8041.555,8078.831,7702.361,7618.602,7387.606,7116.08,6941.346
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,15252.428,15739.473,16301.669,15800.569,16481.266,15956.23,16117.803,16589.698,17198.447,17274.27,16091.576,17301.624,17259.526,17435.702,17440.793,17784.525,17307.473,16245.724,16018.613,15425.851,15619.077
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Colima<C1>,5577.595,5534.176,5851.835,5931.71,5975.235,6247.094,6432.484,6345.269,6129.791,6425.92,6182.823,6461.605,6822.471,6758.476,6593.582,6789.609,6392.752,6366.162,6176.948,6042.644,6007.339
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chiapas<C1>,19351.429,19790.223,20537.483,20471.671,19589.203,20221.954,21804.271,21491.59,22188.169,20637.476,21465.806,22283.253,19835.112,19624.791,20632.162,19371.683,18346.064,18635.213,18401.691,18801.808,18669.624
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chihuahua<C1>,17434.259,16802.66,18098.708,20034.25,19370.863,19932.099,19178.242,20190.645,21124.981,22304.762,21211.678,21571.065,21753.52,22371.819,21920.669,23183.24,22969.662,23006.998,22611.106,22825.409,22915.756
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Ciudad de México<C1>,189176.593,186490.255,185000.081,191679.822,194793.388,201612.835,205551.765,208713.84,208054.623,215839.047,205566.013,212654.452,219107.714,217271.48,214389.754,222602.648,211727.21,211486.775,205607.746,203878.614,206574.284
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Durango<C1>,11392.081,10872.696,11263.359,11066.741,10710.096,10555.357,10925.738,11435.663,11735.328,12357.569,12358.788,12440.314,12341.399,12222.855,11879.741,12338.266,11833.073,11836.774,11493.625,11557.666,11412.343
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guanajuato<C1>,19649.488,19922.296,20039.342,20969.59,20509.657,21415.206,23452.768,23997.362,24687.958,25217.616,25092.171,25846.502,26222.42,26309.829,26291.654,27736.509,26524.457,27770.746,28203.745,27626.189,28015.294
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guerrero<C1>,17129.361,17041.745,16655.559,17930.237,17925.334,18086.431,18846.602,19062.209,18797.782,19979.122,20215.78,20747.679,20934.941,21194.242,20859.581,20470.105,20308.28,20648.157,20376.303,21230.5,20766.518
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Hidalgo<C1>,12668.756,12470.96,12253.846,11940.618,11925.633,13079.5,12550.156,13363.622,13731.729,13824.738,14786.835,15404.945,15276.462,15535.491,14482.707,14325.083,13665.847,13832.626,13625.944,14187.367,13852.161
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Jalisco<C1>,34479.206,34325.8,34374.839,34251.331,34672.8,34595.434,36554.561,39051.385,39622.214,43307.318,42787.67,42341.502,42309.037,42579.573,42508.939,41856.427,41853.279,41626.181,41170.929,40903.392,41240.195
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|México<C1>,61159.146,61325.799,62243.903,63156.772,65698.324,67399.128,69393.793,72791.624,73368.529,75970.915,77232.227,80414.068,79405.627,80709.572,77925.614,82695.826,81775.796,81627.843,81616.753,81232.866,82409.512
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,19347.895,18995.809,18937.339,19679.007,20062.351,20161.528,21569.727,22329.564,22474.732,22988.241,22342.359,22779.244,24177.526,24680.865,25856.592,25737.342,25709.438,25488.276,25738.009,26611.24,26242.423
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Morelos<C1>,10610.916,10190.024,10604.839,10746.482,10564.812,10391.422,10145.22,10544.658,10758.485,11899.669,12186.212,11930.653,12519.072,12241.727,11975.901,11964.856,11399.904,10998.91,10963.496,11172.992,11544.446
