Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022<R>,2023<P>
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,550966.9169999999,570619.1160000002,590482.0759999998,612133.7100000001,631964.5729999999,645073.2189999998,603960.8840000002,609251.027,642348.6490000001,669080.8069999999,698300.9639999999,696784.3119999998,703461.3019999999,711940.219,761983.1589999998,793516.9810000001,820452.823,791000.6680000001,622591.0539999999,244067.44,234376.45799999998
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Aguascalientes<C1>,5967.871,6171.294,6452.54,6176.923,6293.728,7183.644,6486.556,6643.192,7061.226,7281.921,7083.662,7029.347,7439.491,7791.067,8154.409,8787.209,8742.685,8320.415,6796.893,3128.431,2709.865
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California<C1>,13945.357,13543.792,13151.86,13732.493,13218.063,14410.508,13778.13,15580.448,16262.237,17387.873,17886.94,17909.175,18905.439,19821.695,21511.515,21639.343,21552.218,23663.108,19536.942,6092.667,6213.482
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California Sur<C1>,5380.592,5643.167,5935.676,6090.392,6380.983,6418.443,6036.021,5833.03,6107.165,6336.867,6720.303,6825.847,6757.349,7043.989,7854.122,8308.477,8883.348,8324.18,7403.001,3530.139,3668.782
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Campeche<C1>,7486.28,7868.639,7560.026,7136.911,6803.467,6797.733,7188.234,6614.363,6418.728,6471.717,7358.929,7639.592,7398.203,5631.99,5253.485,5415.802,5949.639,5716.189,5216.888,2797.954,2686.35
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,16790.748,17745.913,20332.571,22118.967,22632.758,22405.037,20365.389,22740.17,25386.368,27251.005,27615.767,28182.835,29080.279,28212.497,29892.288,31724.886,32716.395,30151.109,19339.057,3419.959,3253.545
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Colima<C1>,2529.531,2610.581,2689.264,2530.887,2525.147,2474.557,2419.777,2433.959,2657.614,2747.255,2910.037,2891.986,2845.101,2808.244,3042.03,3181.23,3003.993,3028.797,2614.295,1151.737,1134.587
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chiapas<C1>,3923.855,3920.394,4074.906,4028.237,3888.967,3764.734,3739.086,3856.283,4344.798,4589.591,4932.541,4854.351,4704.647,4699.102,4804.204,5147.013,5202.285,5402.625,4461.339,1866.875,1718.717
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chihuahua<C1>,13202.758,13644.491,14926.04,15841.104,15879.794,15347.173,12708.741,15025.063,16371.617,17788.957,19145.472,18781.807,19487.485,18618.645,18132.761,17779.851,17966.318,17467.594,12936.712,4925.064,4829.011
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Ciudad de México<C1>,196459.696,202990.642,207154.278,206915.14,207638.754,207971.005,196578.607,191016.09,198895.947,206012.442,218017.849,220584.337,223980.216,228076.601,240853.02,248920.424,257506.112,246720.16,205142.855,97515.818,93052.393
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Durango<C1>,6347.989,6498.09,6618.821,6759.853,7069.456,7086.806,6756.873,7151.86,7499.951,8069.754,8654.211,8296.12,8336.722,8949.526,8489.144,8467.016,8478.608,8083.016,7121.858,2911.637,2648.242
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guanajuato<C1>,18905.154,18602.178,20358.284,22377.872,23250.729,22339.212,20961.46,21564.705,22120.632,23654.214,25298.53,26621.944,27967.434,28717.495,32165.003,32813.249,34571.47,32770.686,22120.125,4680.566,4385.829
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guerrero<C1>,4097.249,3996.752,3895.062,3683.227,3561.637,3545.535,3174.612,2899.979,2984.315,3014.257,3128.301,3125.277,3065.021,3088.983,3290.776,3415.08,3392.452,3344.271,2859.823,1342.397,1269.596
