Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022<R>,2023<P>
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,36263.653999999995,36822.36300000001,36010.306000000004,36721.367,37558.519000000015,34912.25299999999,32041.829,33571.895,35035.37399999999,39134.68699999999,37988.085,37031.61799999998,38713.72600000001,38457.92199999999,39257.16200000001,38837.81500000001,38608.02099999999,37692.04599999999,41026.458000000006,39869.324,35600.23099999999
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Aguascalientes<C1>,154.395,161.555,163.809,159.942,131.797,122.176,109.178,114.345,122.127,138.613,159.505,179.903,186.973,211.29,200.341,219.983,232.916,227.452,259.556,267.708,243.188
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California<C1>,2593.199,2475.607,2452.526,2601.277,2125.442,1702.534,1181.472,938.62,777.073,920.274,988.486,974.598,1073.984,1172.948,1193.583,1260.85,1189.124,1157.973,1237.255,1444.103,1268.28
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California Sur<C1>,28.104,31.554,31.606,43.482,77.996,150.89,104.453,79.648,83.351,97.281,101.826,104.943,109.369,114.54,115.495,120.447,102.004,63.729,62.733,60.499,53.374
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Campeche<C1>,92.525,88.528,91.649,83.093,81.563,75.504,83.979,87.22,108.826,123.31,129.092,93.218,127.586,163.25,145.172,160.724,177.513,157.175,217.99,358.761,343.162
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,1067.685,1056.639,1068.425,1133.047,1245.942,1092.724,993.014,1143.589,1165.049,1387.007,1415.119,1378.517,1408.158,1352.545,1418.663,1436.884,1472.999,1617.569,1758.689,1419.485,1381.59
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Colima<C1>,52.491,54.94,44.34,49.228,59.664,62.864,52.574,50.789,42.68,43.128,43.112,52.966,46.756,48.345,42.292,41.685,42.468,43.976,45.458,44.294,37.249
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chiapas<C1>,333.731,361.716,349.497,395.406,338.787,316.174,336.763,349.921,308.945,353.732,353.918,333.319,321.027,294.496,268.629,276.141,262.886,253.001,296.416,325.637,268.362
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chihuahua<C1>,2047.953,2853.917,3839.793,4047.117,4298.359,3849.637,3590.341,3739.553,4626.462,5830.024,6713.997,6676.858,6950.65,6496.387,6376.6,6111.039,5619.305,5473.687,6109.62,4916.018,3828.249
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Ciudad de México<C1>,902.472,981.888,1007.383,1068.354,1095.219,924.02,711.101,780.694,736.408,763.438,831.744,814.938,832.878,877.258,922.665,917.063,983.771,858.632,847.589,830.529,791.837
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Durango<C1>,7909.281,6065.764,5376.451,5618.759,5983.629,5735.184,6022.224,6468.032,7074.367,8952.016,7924.255,7564.423,8075.149,7918.129,8188.723,7655.95,8005.468,8093.302,9004.62,8750.987,7802.504
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guanajuato<C1>,364.848,369.764,372.853,384.242,400.269,390.403,348.21,373.74,375.05,422.32,477.202,537.19,576.779,618.267,650.353,683.277,676.808,726.558,784.702,867.316,821.179
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guerrero<C1>,367.91,326.352,329.619,344.811,453.432,424.618,339.475,319.541,291.612,320.951,324.285,340.277,342.738,362.769,348.235,342.58,343.89,262.134,306.699,367.047,346.267
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Hidalgo<C1>,615.086,632.327,691.506,652.465,638.078,615.142,630.268,725.601,591.953,576.333,637,617.664,649.915,678.887,716.287,807.954,842.305,823.01,891.887,805.801,764.473
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Jalisco<C1>,3402.537,3521.375,2884.111,2946.823,3131.364,3009.867,2721.416,2418.078,2324.01,2674.653,1918.054,2017.743,2160.212,2070.256,2036.982,2132.587,2047,1883.123,1972.536,2060.988,1958.057
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|México<C1>,4682.275,4929.291,4993.188,4556.299,4408.246,4089.855,3573.382,3693.08,3705.726,3506.337,3348.384,3227.974,3375.259,3176.558,3089.195,2853.354,2745.603,2475.529,2662.238,2778.26,2487.809
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,2678.566,3211.086,2895.186,2786.305,3164.556,2813.123,3014.109,3245.136,3379.903,3418.054,3352.896,3182.103,3456.632,3377.093,3405.055,3355.509,3257.944,3181.634,3246.129,3182.533,3020.348
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Morelos<C1>,200.233,205.748,219.953,221.843,250.297,257.982,186.36,235.772,269.081,287.137,368.264,396.792,369.596,371.349,229.586,146.388,147.349,150.594,185.426,188.225,164.345
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Nayarit<C1>,90.8,86.056,97.325,95.106,108.313,108.134,103.714,131.956,161.288,202.615,236.582,211.173,200.936,212.437,186.128,198.761,180.261,178.552,195.099,202.022,187.511
