Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022<R>,2023<P>
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,247191.5459999999,293676.97699999996,255355.602,286834.60900000005,312994.73399999994,369333.52900000016,401821.90700000006,490147.71100000007,509178.273,539125.5430000001,630362.365,645964.7899999999,700176.7860000001,787826.3220000002,855901.7019999999,886660.007,902497.3549999997,846042.5789999997,862019.7319999997,917471.098,988917.7919999999
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Aguascalientes<C1>,2446.264,2196.56,1969.584,2405.308,2903.165,2758.946,2851.566,3399.796,3445.029,3756.141,4338.863,4668.803,4753.741,5781.063,6588.801,7380.816,7691.618,7261.918,8103.458,7800.892,8107.015
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California<C1>,5741.34,6794.692,6084.024,7207.766,8126.639,9272.807,9508.042,10875.23,10856.242,11243.189,12611.487,12910.165,14014.574,16541.741,18118.775,18548.993,18419.427,18547.96,20179.185,22149.162,23103.986
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California Sur<C1>,891.689,1215.601,1071.613,1372.037,1786.113,2161.417,2283.412,2735.525,2674.579,2894.92,3042.96,3278.337,3691.448,4444.438,5073.188,5049.006,5359.57,5007.324,5377.857,6473.824,6643.574
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Campeche<C1>,1072.313,1627.392,1138.922,1328.429,1601.315,2056.283,2208.044,2540.093,2659.853,3184.985,3831.423,4099.816,4257.484,4514.771,4957.647,4547.155,4917.769,4207.98,4324.392,4202.509,4559.805
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,4233.501,4978.381,4071.45,4650.522,5078.391,6396.835,6913.129,9345.62,9868.12,10942.565,12296.352,12265.601,13362.571,14519.679,15794.58,16285.69,17058.663,15895.517,16056.462,17491.205,18433.695
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Colima<C1>,838.503,1020.135,895.69,1091.762,1366.779,1303.038,1416.899,1886.754,1902.55,2268.675,2480.545,2424.685,2737.763,3004.318,3369.821,3393.712,3410.922,3258.835,3485.728,3911.437,4094.146
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chiapas<C1>,2442.674,2687.176,2568.774,3189.525,3298.917,4179.282,4623.551,5451.322,6071.364,7263.659,8379.216,8564.602,8172.753,8698.2,8996.504,8982.142,9293.993,8615.103,9028.762,9521.559,10345.061
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chihuahua<C1>,5011.346,6128.28,4969.802,5834.346,6309.593,7500.872,8010.447,9736.711,10038.529,10702.994,12780.75,13534.206,14523.341,16449.003,18724.626,18563.823,19239.28,18704.27,19384.761,21298.829,22318.909
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Ciudad de México<C1>,115246.459,135408.761,113258.662,125041.305,132483.086,153996.876,171579.073,212711.574,218931.123,224443.043,269334.114,275439.614,301155.706,339081.228,359170.629,368465.8,369023.377,342278.734,338161.989,354219.761,388705.663
