Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022<R>,2023<P>
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,1297706.2150000003,1296192.661,1320908.5610000002,1443757.8059999999,1430853.0940000003,1378134.5090000005,1074713.258,1301105.438,1390762.1249999998,1503256.372,1503566.272,1622472.4640000002,1737527.279,1757526.2200000002,1895307.7610000002,1965246.545,1978539.643,1686676.0080000004,1870434.7230000002,2051336.085,2167603.9729999998
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Aguascalientes<C1>,21829.565000000002,21635.985,23433.178999999996,28052.248,36116.864,31853.578,24643.57,34841.457,37591.987,41105.637,43806.598,60111.589,63229.747,64869.655,67412.093,72005.945,74144.822,68028.61,71773.416,67400.175,76380.315
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California<C1>,173420.01200000002,162320.441,161601.086,188189.932,184384.546,168644.864,117786.089,129638.15099999998,124060.214,128558.136,121529.383,133777.397,145791.182,148236.40399999998,155536.68300000002,154336.602,175444.231,157930.146,167490.65,177295.598,186776.329
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California Sur<C1>,3.909,4.422,5.905,6.852,6.45,7.186,4.562,5.223000000000001,5.567,5.525,7.539999999999999,7.928,8.905,12.329,9.809999999999999,17.41,23.84,18.437,17.797,18.803,21.827
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Campeche<C1>,1.527,2.4749999999999996,2.986,3.334,3.461,42.456999999999994,53.75599999999999,41.98,31.037,12.607,12.008,15.876999999999999,19.922,22.657,26.307000000000002,27.567999999999998,22.301,37.711,45.539,36.158,26.607
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,192842.84499999997,201909.59199999998,193682.11599999998,205350.26400000002,201973.741,189184.21600000001,115591.795,187916.668,201559.63,221047.566,228413.857,240973.187,233591.95299999998,227324.51499999998,245914.09000000003,262456.609,257674.907,215989.843,254674.906,281342.818,281381.065
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Colima<C1>,0.086,259.327,178.635,238.63000000000002,390.97200000000004,412.385,405.817,291.897,188.61,263.166,248.28599999999997,186.531,218.615,326.569,387.27799999999996,437.06800000000004,351.41,331.843,353.276,326.753,378.455
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chiapas<C1>,50.094,42.87,55.104,67.48,81.17699999999999,82.975,100.96799999999999,116.287,112.304,113.433,119.393,107.75099999999999,120.98500000000001,137.88,156.461,206.396,184.809,142.237,145.073,134.029,153.708
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chihuahua<C1>,84430.60500000001,82093.82400000001,80430.401,91600.09099999999,98828.08300000001,121321.632,94539.055,101477.479,105147.748,127704.21800000001,128475.39299999998,134641.87,158752.193,175008.52500000002,179051.082,174239.608,178786.807,169898.965,188246.535,209382.269,209699.046
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Ciudad de México<C1>,68787.51199999999,77534.157,84750.802,86247.775,65899.082,46922.301999999996,36487.442,35693.827,31789.797,30482.540999999997,26120.632,26191.488,26918.172,25621.705,23919.688,26276.065000000002,25847.887,22038.712,25512.117,28645.201,31402.834
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Durango<C1>,3472.893,3415.879,3734.175,3590.861,4496.231,6451.528,5121.823,5773.798000000001,6358.914000000001,7470.279,8350.301,8473.226,8175.415000000001,8203.396,7516.564,8147.998,8063.382,8442.758,9613.714,10545.221,12384.13
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guanajuato<C1>,48361.998999999996,49568.31,46910.083,46663.263999999996,45096.091,42275.795,38468.547999999995,55419.59,58006.978,62648.152,73986.71399999999,105238.262,128214.586,135749.029,145974.03900000002,132981.476,129891.797,122307.67,140288.764,146301.431,157881.663
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guerrero<C1>,2.2289999999999996,2.261,2.593,2.9499999999999997,2.769,2.823,3.123,2.9090000000000003,3.367,3.664,5.7860000000000005,5.133,3.157,2.084,1.8780000000000001,19.602,33.288,15.506,9.947,7.5,9.794
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Hidalgo<C1>,6148.063,7591.666,7437.634,7185.067999999999,7107.852,5542.986,4760.128000000001,3696.041,4933.388000000001,5687.447,6876.643999999999,7841.43,8996.981,8521.803,8554.438999999998,11011.042000000001,11041.42,6691.126,7012.317,10085.17,11252.727
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Jalisco<C1>,89707.79499999998,76505.13799999999,80337.049,92392.023,93513.649,80141.018,76156.633,83749.991,79037.002,88189.125,98624.15,115922.044,123612.843,121814.032,121388.644,120195.19099999999,123334.005,103074.445,109723.399,131847.672,143547.018
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|México<C1>,124518.18400000001,114427.405,110918.644,115409.527,103806.69,102163.96,71862.39600000001,89185.33799999999,105474.149,113589.571,101753.116,108391.064,129949.976,119748.435,145898.684,146708.91499999998,132609.573,94035.741,105803.33,119543.214,136457.06
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,596.0020000000001,602.616,597.843,647.1510000000001,688.8990000000001,759.2239999999999,707.756,723.1410000000001,813.634,774.69,724.7280000000001,726.2879999999999,750.692,791.738,774.34,793.9770000000001,777.731,760.165,781.912,841.385,840.592
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Morelos<C1>,13741.035,15685.241,18279.746,16720.028,20031.915,16735.990999999998,12131.836000000001,15449.834,22828.643,26580.992000000002,29262.933,28290.979,27305.867,29628.382,28531.527000000002,21122.552,17476.651,13453,14532.371,10378.194,12015.481
