Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022<R>,2023<P>
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,781557.673,790877.9149999998,804387.871,803247.2240000002,817257.751,825927.8620000001,827795.8779999998,827571.7130000001,839669.669,850689.8739999998,854720.3189999999,859150.7050000001,857988.6129999999,865926.6739999998,873302.7710000003,877924.1690000001,881177.1530000002,857498.2229999999,858154.919,868383.3559999999,879168.516
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Aguascalientes<C1>,7706.095,7923.075,7695.871,7804.937,8197.924,8095.386,8328.317,8228.443,8348.884,8327.433,8388.904,8282.576,9191.759,9362.634,9573.34,9846.617,9360.649,9429.527,9508.245,9990.465,9976.093
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California<C1>,21892.761,21804.552,23247.406,22116.33,22559.941,24060.833,23398.278,23523.867,24863.865,25840.993,26555.291,25919.78,25614.906,26701.86,27052.451,27033.996,26863.899,26559.871,26633.346,26517.82,26743.519
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California Sur<C1>,4215.336,4327.856,4748.213,4632.1,4640.628,4199.863,4710.505,5213.223,5425.78,5608.954,5772.463,5575.966,5952.563,6342.217,6109.128,6134.383,6143.673,6236.183,6024.819,6371.402,6469.553
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Campeche<C1>,6470.441,6688.5,7065.295,6912.231,6939.723,6856.737,6891.228,7032.212,7424.052,7113.575,7044.474,6888.561,7227.738,7251.976,7465.64,7025.585,6804.352,6887.898,6738.207,6716.274,6678.127
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,18824.383,19625.894,20158.661,20119.105,20517.204,20519.001,20872.575,20637.107,20564.353,20304.547,20301.133,20643.01,20135.853,20369.591,20869.72,21056.062,22024.61,20980.224,20828.15,20874.599,21286.08
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Colima<C1>,5736.978,5635.98,5759.414,5524.015,5659.971,5761.159,5628.961,5721.42,5483.238,5666.759,5839.217,5768.886,5890.744,6128.803,6152.774,6395.144,6106.897,5989.863,5767.154,6147.475,6130.485
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chiapas<C1>,27370.616,28004.013,28534.483,28471.076,30582.74,29100.76,30238.811,30388.102,31274.752,30205.198,31608.824,33309.355,31066.342,32954.245,32604.564,32411.055,32589.238,33704.938,33391.124,32660.509,32846.452
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chihuahua<C1>,19554.952,19995.256,20398.053,22695.557,22862.456,25349.164,23341.196,23504.633,24532.227,25542.2,23161.918,23673.844,23453.117,24038.841,23506.744,24203.91,24324.381,23785.366,23289.069,24037.954,23867.322
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Ciudad de México<C1>,119975.568,118663.331,119360.664,115004.422,119260.076,120382.146,118056.776,112729.079,117040.393,119962.592,116413.168,114645.986,110774.934,112726.801,115813.152,114724.174,114879.031,108829.068,109594.494,108999.839,110349.752
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Durango<C1>,12597.03,12379.748,12754.64,12941.355,12731.043,12963.752,12967.687,12564.724,13017.522,13161.663,13589.78,13557.662,13496.446,12805.527,12566.21,12706.001,12594.821,12399.458,12827.078,13011.714,13182.117
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guanajuato<C1>,26277.529,26289.727,26713.749,26644.873,26543.096,27148.049,28005.249,28460.693,29292.428,29530.228,30349.23,29662.855,29348.648,30316.395,30401.552,30623.137,31434.842,30331.716,30357.384,31418.004,32026.181
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guerrero<C1>,22628.023,23416.805,23067.176,22491.225,21575.611,20571.42,21868.633,21445.196,21531.887,21301.814,20982.196,20807.546,20901.831,22150.321,22449.829,23289.4,22046.074,22245.53,21811.519,22353.796,22308.631
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Hidalgo<C1>,16900.984,17317.532,17731.244,18113.318,17519.864,17447.009,17052.268,17042.272,17232.465,17763.318,18608.139,19448.374,18869.918,19589.637,19329.229,19367.377,19117.745,18861.604,18663.168,19183.906,19253.43
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Jalisco<C1>,48688.906,49540.2,49602.535,49186.938,50325.488,49889.685,50494.079,51447.874,51580.901,52781.478,53697.201,52802.383,52166.641,53169.944,52101.242,51569.956,50783.389,49170.554,48464.012,50045.347,51065.009
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|México<C1>,77516.924,78683.493,82062.168,84782.663,85253.967,86023.507,85554.882,86599.772,88766.445,91887.495,94637.749,98615.273,95513.849,97925.668,96028.059,97361.652,100612.777,96380.354,95542.154,96167.177,98854.54
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,28752.53,30160.155,29264.703,29267.935,30184.16,30507.705,31099.346,32196.139,32473.371,31720.724,32217.423,32605.225,32148.752,32859.253,32153.887,32402.175,33495.922,33032.138,33566.908,32855.093,32574.344
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Morelos<C1>,10648.829,10919.893,10971.228,10893.428,11003.748,11275.408,11519.747,11503.056,11709.912,12395.174,13225.612,12033.674,12800.538,13590.183,13380.792,13233.417,13027.406,12564.881,13155.461,13409.039,13325.578
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Nayarit<C1>,8444.891,8517.738,8285.005,8310.397,8375.582,8245.628,8428.15,8490.64,8212.623,7807.412,7653.959,8274.464,8327.196,8720.695,8750.888,8813.678,9009.049,9160.752,9035.542,9148.88,9069.441
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Nuevo León<C1>,50805.66,51434.637,51906.659,51635.746,52454.326,54446.684,53794.352,54287.925,54235.604,57551.356,55787.97,53838.141,54870.263,53699.513,55081.405,55695.883,56310.22,52413.637,53532.423,56335.686,57872.573
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Oaxaca<C1>,21646.685,23335.656,24741.911,25424.68,25514.192,24721.437,24359.098,23561.99,22754.353,20986.548,20998.178,21408.079,24631.668,22975.705,24844.387,25234.343,25541.234,25369.588,25188.415,24978.557,25385.535
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Puebla<C1>,34094.237,34669.763,34869.066,34644.697,34983.734,34986.528,36511.443,36918.854,37502.823,38814.434,39965.869,39867.805,38820.192,37472.031,39041.808,40167.071,38762.142,37345.413,37299.416,38454.911,39065.661
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Querétaro<C1>,12676.453,12682.017,13071.95,12467.18,12457.68,12447.58,12727.804,12928.961,14019.364,14184.083,14349.173,14921.524,15984.492,15894.759,16178.77,16177.532,16448.991,16117.001,16303.286,17399.13,17298.986
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Quintana Roo<C1>,6431.809,6612.663,6857.127,7265.029,7734.895,8122.289,8350.584,8530.048,8982.436,8693.579,8531.841,8419.584,9199.073,8954.253,9125.433,9092.428,9192.782,9003.282,9152.106,9358.528,9614.983
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,16780.64,16576.17,16359.019,17082.641,17344.767,18264.701,18561.733,18249.554,18182.853,17731.319,17862.661,17952.342,19682.361,19588.953,20560.285,20356.989,19949.866,19785.718,19469.532,19621.058,19686.046
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Sinaloa<C1>,20807.768,20674.083,21198.036,20221.177,20826.961,21187.607,21174.525,21591.587,22091.767,22786.371,22822.822,23882.152,24651.446,23928.787,23728.882,23998.807,24104.347,23470.578,23151.533,23872.66,24129.735
