Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022<R>,2023<P>
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,3833040.936,3929305.5259999996,4016091.4800000004,4220948.197000001,4234785.396,4167885.546,3734717.441000001,4013683.531,4147264.7920000004,4346735.634000001,4326571.776999999,4498392.3889999995,4653000.407,4695293.561,4815818.148,4881116.397,4878930.572999999,4478138.344000001,4870604.099000001,5144481.475,5209578.703000001
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Aguascalientes<C1>,39820.132000000005,41433.221,43980.51499999999,50266.404,59693.379,56531.10400000001,49527.886,61027.17700000001,64860.84799999999,69889.64100000002,73507.29800000001,92108.393,98530.035,102407.81400000001,105269.094,110902.534,113777.391,106988.833,111627.46199999998,108461.91900000001,116771.867
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California<C1>,257178.94800000003,250533.655,252804.919,287099.517,283930.882,264554.13200000004,210395.162,222087.12299999996,219097.63100000002,230798.09900000002,228613.744,248584.559,270807.411,281184.783,293877.346,295941.651,318518.374,302839.417,325326.89099999995,333942.276,342921.35699999996
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California Sur<C1>,3312.995,3244.9230000000002,3361.4870000000005,3587.1469999999995,3895.9620000000004,3712.4919999999997,3354.2339999999995,3137.2829999999994,3141.431,3185.588,3582.905,3839.6949999999997,3701.937000000001,3807.8460000000005,3807.463,3740.858,3815.9739999999997,3819.5869999999995,3838.082,3907.1259999999997,3997.038
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Campeche<C1>,4079.796,3739.1910000000003,3670.097,3743.0609999999997,4022.0409999999993,4354.819999999999,4619.452000000001,4469.786999999999,4714.076000000002,4670.391,4748.6539999999995,4823.9540000000015,4461.331999999999,4186.222,4072.72,4123.037,4388.113000000001,4137.343000000001,4421.476999999999,4912.5,4881.842999999999
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,343187.942,349324.435,344404.63699999993,369217.29500000004,375692.423,353249.17600000004,238792.92799999999,332413.081,355686.75800000003,388537.04500000004,389570.44499999995,411584.87399999995,402335.385,394870.206,413554.391,431985.327,420815.80400000006,360759.65599999996,414478.534,442011.4390000001,425653.52799999993
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Colima<C1>,5539.229,6197.972,7100.362,7065.344000000001,7301.715000000001,7822.864,7578.12,7716.718,7941.892,7216.624000000001,6838.7750000000015,6808.47,8188.893999999999,7965.958000000002,8106.875,8272.608000000002,8104.4980000000005,8471.166000000001,8721.669999999998,9393.039999999999,9194.093
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chiapas<C1>,24242.731,23338.348,23545.301999999996,23875.789000000004,24276.102000000003,24336.699,25492.759000000002,25543.306999999993,25496.096,25412.456000000002,25172.698000000008,25403.411999999997,25825.115999999998,27736.718,27731.483000000004,25894.560999999994,24644.561,23682.773999999998,24853.557,26690.950999999997,26090.970999999998
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chihuahua<C1>,138884.265,140199.557,143624.662,158099.16099999996,165791.437,189712.2,159529.265,168459.274,174326.285,206869.768,208594.14799999996,216985.21099999998,246196.20200000002,265803.444,273597.22699999996,271303.98500000004,273912.049,262759.642,288734.574,318720.456,318060.773
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Ciudad de México<C1>,286932.59299999994,300284.26900000003,308746.661,316316.227,295053.72800000006,273742.19,251012.51699999996,242300.248,231628.29599999994,223396.30299999996,211801.96899999998,205351.16800000003,201388.61599999995,199276.36099999998,193895.22099999996,196719.281,192620.40899999999,177915.063,193737.878,200947.68,198462.765
