Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022<R>,2023<P>
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,72807.933,74780.004,77477.69700000003,88681.796,89428.394,96533.77999999996,89468.65699999999,93956.612,97011.595,106575.33699999998,104718.92599999998,114145.04699999999,119528.47099999999,117769.075,119293.36800000002,126888.45999999999,125131.96800000001,134474.204,149455.4159999999,154561.15100000007,148100.58899999998
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Aguascalientes<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California Sur<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Campeche<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,120.493,118.019,116.47,121.208,122.432,120.573,111.993,123.259,135.283,147.702,142.357,149.117,158.875,172.621,176.957,180.845,186.388,182.511,204.109,230.068,231.304
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Colima<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chiapas<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.246,12.512,12.54,14.014,15.33,15.278
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chihuahua<C1>,352.837,356.626,377.436,396.661,393.45,384.215,327.714,343.983,358.697,382.658,372.411,384.499,414.364,455.328,466.632,477.451,496.841,500.778,563.812,613.916,599.9
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Ciudad de México<C1>,63088.097,64976.671,67278.869,77827.344,78332.766,85043.869,78680.631,82603.375,84968.069,93784.512,92456.593,101528.066,106155.961,103186.067,104120.473,111264.008,108809.694,118304.941,131318.15,134470.319,128048.514
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Durango<C1>,121.889,121.838,123.279,124.073,124.209,124.935,118.809,123.399,129.516,141.064,135.696,140.398,147.224,160.511,164.039,165.767,170.565,168.995,190.565,213.391,207.361
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guanajuato<C1>,21.923,21.098,19.834,21.415,22.148,21.442,22.404,24.562,25.829,27.594,26.803,29.829,32.167,35.373,36.921,36.836,38.569,38.33,41.966,47.306,47.268
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guerrero<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Hidalgo<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Jalisco<C1>,272.029,265.433,253.845,272.517,281,276.651,285.982,304.175,317.247,333.211,318.428,338.783,358.346,391.997,408.085,405.189,420.352,423.668,469.21,527.632,527.68
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|México<C1>,419.453,417.38,424.526,449.586,463.444,474.093,446.494,462.321,489.028,526.842,500.53,505.439,528.575,569.883,588.519,610.728,638.365,634.147,695.691,768.032,766.744
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Morelos<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Nayarit<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Nuevo León<C1>,6986.404,7056.149,7374.509,7886.299,8085.01,8427.916,7895.244,8321.519,8839.367,9351.679,8945.149,9206.578,9763.24,10650.45,11086.448,11416.668,11902.276,11776.428,13273.509,14738.808,14733.993
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Oaxaca<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Puebla<C1>,288.982,285.562,293.202,297.111,295.367,300.537,285.446,299.707,317.139,343.416,328.505,332.609,351.678,382.228,405.505,420.161,439.908,423.277,459.014,504.833,498.763
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Querétaro<C1>,299.24,312.006,332.918,357.195,367.126,383.76,354.917,383.385,425.695,466.987,462.586,476.066,510.935,567.535,609.722,642.942,695.262,692.235,781.397,865.821,870.935
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Quintana Roo<C1>,23.939,26.187,28.387,29.733,31.812,34.177,32.657,33.752,35.227,37.215,36.505,38.363,41.752,46.658,50.898,54.702,57.509,48.594,54.881,66.548,68.128
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,4.401,4.292,4.127,4.523,4.68,4.5,4.645,5.071,5.416,5.826,5.608,6.023,6.342,6.923,7.321,7.306,7.58,7.719,8.462,9.333,9.228
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Sinaloa<C1>,455.713,458.701,473.64,497.601,502.813,524.338,508.836,520.091,539.301,572.872,549.777,568.784,604.09,662.413,683.862,699.778,742.193,753.022,826.308,887.973,884.318
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Sonora<C1>,135.621,141.033,150.841,159.725,162.089,166.078,150.245,158.267,167.686,178.749,174.832,175.294,182.526,195.884,203.493,207.556,216.556,213.708,237.063,258.884,253.185
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Tabasco<C1>,3.798,3.985,4.244,4.538,4.611,4.919,4.797,4.958,5.224,5.703,5.659,5.785,5.864,5.954,5.728,5.601,5.667,5.599,6.306,7.252,7.372
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Tamaulipas<C1>,2.582,2.631,2.77,2.919,2.916,2.942,2.654,2.751,2.828,2.952,2.821,2.867,3.011,3.224,3.344,3.458,3.61,3.558,3.938,4.298,4.106
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Tlaxcala<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,197.132,198.677,204.642,214.774,217.98,224.007,220.914,227.421,234.874,250.194,238.976,240.432,246.658,257.865,256.745,258.018,267.703,264.189,285.289,307.068,302.229
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Yucatán<C1>,13.4,13.716,14.158,14.574,14.541,14.828,14.275,14.616,15.169,16.161,15.69,16.115,16.863,18.161,18.676,19.2,20.418,19.965,21.732,24.339,24.283
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Zacatecas<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,NA,2.708593581416,3.607505824685,14.461063549682,0.841884167524,7.945335572056,-7.318809022085,5.016231550229,3.251482716299,9.858349406584,-1.741876734577,9.001353776298,4.716301006035,-1.471947214986,1.29430667601,6.366734486028,-1.384280335659,7.465906713782,11.140584256591,3.416226147335,-4.179939110314
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Aguascalientes<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Baja California<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Baja California Sur<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Campeche<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,NA,-2.053231308043,-1.312500529576,4.068000343436,1.009834334367,-1.518393883952,-7.116020999726,10.059557293759,9.755068595397,9.180015227338,-3.618772934693,4.748624935901,6.543854825406,8.652084972463,2.511861245156,2.197143938923,3.065055710692,-2.080069532373,11.83380727737,12.718204488778,0.5372324704
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Colima<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Chiapas<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.172137840928,0.22378516624,11.754385964912,9.390609390609,-0.339204174821
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Chihuahua<C1>,NA,1.073866969734,5.835244766226,5.093578778919,-0.80950736271,-2.347185156945,-14.705568496805,4.964389681246,4.277536971304,6.680011262988,-2.677848104574,3.245876195923,7.767250369962,9.885993957004,2.482605945604,2.318529376468,4.061149730548,0.792406423785,12.587214294558,8.886650159982,-2.283048495234
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Ciudad de México<C1>,NA,2.99355043155,3.543114728054,15.678734135676,0.649414426888,8.567427581965,-7.48230069354,4.985653966095,2.86270869683,10.376183787347,-1.41592569144,9.811602077961,4.558242052991,-2.797670495395,0.905554429165,6.860836100889,-2.205847195438,8.726471558683,10.999717247651,2.400406189091,-4.775630077891
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Durango<C1>,NA,-0.041841347455,1.182718035424,0.644067521638,0.109612889186,0.584498707823,-4.903349741866,3.863343686084,4.957090414023,8.916272892924,-3.805364940736,3.465098455371,4.861892619553,9.025023094061,2.197980200734,1.053408031017,2.894424101299,-0.920470201976,12.763691233468,11.978065227088,-2.825798651302
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Guanajuato<C1>,NA,-3.763171098846,-5.991089202768,7.971160633256,3.422834461826,-3.187646740112,4.486521779685,9.63220853419,5.158374725185,6.833404312982,-2.866565195332,11.289780994665,7.838009990278,9.966736095999,4.376219150199,-0.230221283281,4.704636768379,-0.619668645804,9.486042264545,12.724586570081,-0.080328076777
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Guerrero<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Hidalgo<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Jalisco<C1>,NA,-2.424741479769,-4.365696804843,7.355669798499,3.112833327829,-1.54768683274,3.372841594645,6.361589190928,4.297526095175,5.032041280138,-4.436528205852,6.392339869609,5.774492816936,9.390644795812,4.104113041681,-0.709656076553,3.742204255298,0.788862667479,10.749454761747,12.451141280024,0.009097249598
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|México<C1>,NA,-0.494215084884,1.712108869615,5.903054229894,3.082391355603,2.297796497527,-5.821431660033,3.544728484593,5.776722234119,7.732481575697,-4.994286712145,0.980760393982,4.577406967013,7.814974223147,3.270144924485,3.773709939696,4.525255105382,-0.660750511071,9.705005306341,10.398438387158,-0.167701345777
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Morelos<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Nayarit<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Nuevo León<C1>,NA,0.998296119148,4.511809487016,6.939987462216,2.519699037533,4.241256349714,-6.320328774041,5.399136492805,6.22299846939,5.795799631354,-4.347133814153,2.9225784836,6.046350772241,9.087249724477,4.093704960823,2.978591520025,4.253500233168,-1.057343990343,12.712521997332,11.039273789621,-0.03266885626
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Oaxaca<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Puebla<C1>,NA,-1.183464714065,2.675426002059,1.333210551088,-0.586986008596,1.750364800401,-5.021345125559,4.996041282764,5.816347299196,8.285641311854,-4.341964264915,1.249296053333,5.733158152666,8.686923833734,6.089820735268,3.614258763764,4.69986505173,-3.780563208671,8.442934532233,9.982048477824,-1.20237781603
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Querétaro<C1>,NA,4.266140890255,6.702435209579,7.292186063836,2.780274079984,4.53086951074,-7.515895351261,8.021030269049,11.035903856437,9.699902512362,-0.942424521453,2.914052738302,7.324404599362,11.077730043939,7.433374153136,5.448384673671,8.137592504456,-0.435375441201,12.880307987894,10.804239074376,0.590653264358
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Quintana Roo<C1>,NA,9.390534274615,8.401115057089,4.74160707366,6.992230854606,7.434301521438,-4.447435409779,3.35303304039,4.370111400806,5.643398529537,-1.907832863093,5.089713737844,8.834032792013,11.750335313278,9.087401946076,7.473771071555,5.131439435487,-15.501921438384,12.937811252418,21.258723419763,2.374226122498
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,NA,-2.476709838673,-3.844361602982,9.595347710201,3.471147468494,-3.846153846154,3.222222222222,9.171151776103,6.80339183593,7.570162481536,-3.741846893237,7.400142653352,5.296363938237,9.16114790287,5.748952766142,-0.204890042344,3.750342184506,1.833773087071,9.625599170877,10.293074923186,-1.125040180006
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Sinaloa<C1>,NA,0.65567583106,3.256805631555,5.058905497846,1.047425547778,4.280915569009,-2.956489897738,2.211911106919,3.693584391962,6.224909651567,-4.031441578573,3.457219927352,6.207277279248,9.654687215481,3.238010123594,2.327370141929,6.061207983103,1.459054450797,9.732252178555,7.46271366125,-0.411611614317
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Sonora<C1>,NA,3.990532439666,6.954400743089,5.88964538819,1.480043825325,2.460993651636,-9.533472223895,5.339279177344,5.951335401568,6.597449995826,-2.191340930579,0.264253683536,4.125640352779,7.318409432081,3.884441812501,1.996628876669,4.336179151651,-1.315133268069,10.928463136616,9.204726169837,-2.201372043077
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Tabasco<C1>,NA,4.92364402317,6.499372647428,6.927426955702,1.608638166593,6.67967902841,-2.48017889815,3.356264331874,5.365066559096,9.16921898928,-0.771523759425,2.226541791836,1.365600691443,1.534788540246,-3.795767551226,-2.21717877095,1.178361006963,-1.199929415917,12.627254866941,15.00158579131,1.65471594043
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Tamaulipas<C1>,NA,1.897753679318,5.283162295705,5.379061371841,-0.102774922919,0.891632373114,-9.789259007478,3.654860587792,2.798982188295,4.384724186704,-4.437669376694,1.630627437079,5.022671782351,7.074061773497,3.722084367246,3.409090909091,4.395604395604,-1.440443213296,10.680157391793,9.141696292534,-4.467194043741
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Tlaxcala<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,NA,0.783738814601,3.002360615471,4.951085309956,1.492731894922,2.76493256262,-1.380760422665,2.94549010022,3.277181966485,6.522646184763,-4.483720632789,0.609266202464,2.589505556665,4.543538016201,-0.434335795862,0.495822703461,3.75361408894,-1.312648718916,7.986706486644,7.634013228691,-1.575872445191
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Yucatán<C1>,NA,2.358208955224,3.222513852435,2.938268116966,-0.226430629889,1.973729454645,-3.729430806582,2.388791593695,3.783524904215,6.539653240161,-2.9144236124,2.708731676227,4.641638225256,7.697325505545,2.835746930235,2.805739987149,6.34375,-2.218630620041,8.850488354621,11.996134732192,-0.230083405234
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Zacatecas<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Aguascalientes<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Baja California<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Baja California Sur<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Campeche<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,0.165494328757,0.157821601614,0.150327132207,0.136677430394,0.136905063955,0.124902391681,0.125175680239,0.131187148383,0.139450340962,0.138589287313,0.135941997724,0.130638169521,0.132918122913,0.146575830709,0.148337667858,0.142522810979,0.148953143612,0.135721941139,0.136568486752,0.148852411173,0.156180337676
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Colima<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Chiapas<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009650995843,0.00999904357,0.009325208573,0.009376709373,0.009918404399,0.010315961674
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Chihuahua<C1>,0.484613400575,0.476900215197,0.487154387152,0.447285709008,0.439960936792,0.398010934618,0.366289168731,0.366108347968,0.369746523599,0.35904929862,0.355629124768,0.336851234552,0.346665523731,0.386627813796,0.391163404826,0.376276140478,0.39705361303,0.372397073271,0.37724427464,0.39719942303,0.405062534896
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Ciudad de México<C1>,86.650031666192,86.890435309418,86.836433715886,87.760225334183,87.592723626458,88.097522960357,87.942116980699,87.916510867804,87.585477797783,87.998325541302,88.290241823145,88.946536593918,88.812280548623,87.617285777272,87.281023870497,87.686467311527,86.955951975438,87.975937005732,87.864430419838,87.001370092023,86.460502868088
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Durango<C1>,0.167411702239,0.162928581817,0.159115467771,0.13990808215,0.138892128601,0.129421017182,0.132793990637,0.13133615333,0.133505690737,0.13236082941,0.129581160907,0.122999642727,0.123170654463,0.136292995423,0.137508901585,0.130639933687,0.136308093548,0.125670942808,0.127506252433,0.138062507053,0.140013622768
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Guanajuato<C1>,0.030110729829,0.028213424541,0.025599625141,0.024148135205,0.024766183322,0.022211913798,0.025041171681,0.026141853646,0.026624652445,0.025891543744,0.025595182288,0.026132539943,0.02691157992,0.030035898643,0.030949750702,0.029030220715,0.030822659163,0.028503608023,0.028079276833,0.030606656132,0.031916145857
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Guerrero<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Hidalgo<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Jalisco<C1>,0.373625494903,0.354951839799,0.327636222847,0.307297565331,0.314217875812,0.286584654615,0.319644900895,0.323739855584,0.327019672236,0.312653010893,0.30407874886,0.296800438481,0.299799702114,0.332852236464,0.342085236457,0.31932691121,0.335926947141,0.315055220554,0.313946468156,0.341374269398,0.35629838042
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|México<C1>,0.576108924834,0.558143858885,0.547933168432,0.506965375397,0.518229143196,0.491116166797,0.499050745782,0.492057972461,0.504092320098,0.494337634607,0.477974726364,0.442804145501,0.442216817113,0.483898680532,0.493337567601,0.481310908809,0.5101534086,0.471575202631,0.465483967473,0.496911413399,0.517718400161
