Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022<R>,2023<P>
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,101839.98100000004,104386.39900000003,100901.12699999998,99372.96100000001,96253.29200000003,99717.64700000001,98129.82199999999,100017.20000000003,96182.98199999999,98752.91300000002,99046.71399999999,101354.60200000001,104163.63399999999,102480.899,101626.49100000001,102619.767,99864.25800000002,78849.67600000002,87575.18199999997,92535.79799999998,87898.56500000002
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Aguascalientes<C1>,2863.832,2860.64,2919.863,2820.2940000000003,3170.815,3402.62,4010.723,4035.864,4013.0750000000003,3828.2780000000002,3626.2160000000003,3635.576,3796.3700000000003,3912.479,3718.072,3875.5769999999998,3666.273,3180.606,3343.531,3006.338,2967.336
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California<C1>,2304.882,2921.5020000000004,2835.1589999999997,2979.351,3049.264,3276.482,3478.92,3319.176,2708.752,2657.896,2388.256,2567.589,2445.687,2879.107,2864.343,2898.806,2750.096,2003.115,2201.593,2882.194,2905.699
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California Sur<C1>,18.866,19.188,18.865,21.698999999999998,24.724,25.932000000000002,24.552,24.198,24.256,24.083000000000002,25.262999999999998,20.392,19.205,20.148,21.681,21.355,21.146,16.987,17.937,20.268,21.039
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Campeche<C1>,745.714,702.169,682.1999999999999,747.086,845.9929999999999,904.625,1047.6979999999999,1112.879,1146.896,1352.065,1560.786,1677.916,1570.974,1349.519,1331.7579999999998,1384.3539999999998,1442.375,1348.545,1272.682,1206.159,1252.687
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,4825.933999999999,4686.396000000001,4258.006,4647.130999999999,5490.483,7627.534,7374.195000000001,5148.822,4944.329,5687.3150000000005,5540.847,6182.071999999999,6060.851000000001,5689.371,6183.977000000001,6654.486,6196.842,5917.512,5560.981,6009.082,6227.253
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Colima<C1>,49.108999999999995,48.896,50.494,50.301,46.855000000000004,45.165,44.07,48.391999999999996,49.719,57.624,55.175,46.076,45.446,42.792,45.758,46.31399999999999,48.465,42.753,44.631,50.066,50.164
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chiapas<C1>,406.76599999999996,419.18399999999997,418.932,435.01,422.543,422.53200000000004,446.087,485.84000000000003,460.10299999999995,442.76599999999996,462.409,458.136,469.201,498.722,501.281,459.483,441.188,349.228,391.25,410.832,395.961
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chihuahua<C1>,2682.215,2750.7479999999996,2661.199,2688.3419999999996,2757.826,2804.766,2867.4170000000004,3073.576,3077.703,3581.101,3530.126,3715.112,4056.118,4079.209,3859.1710000000003,3445.075,2434.532,1805.559,2184.169,2870.417,2360.155
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Ciudad de México<C1>,6841.411,7018.397,7024.731,7493.8240000000005,6884.6630000000005,7354.672,7058.62,7764.914999999999,7984.531999999999,8242.706,7764.6269999999995,7561.545,7325.803,7008.185,7087.979,7221.351,7047.989,5066.426,6011.006,6165.637,6340.623
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Durango<C1>,4724.821,5537.268,5304.903,4842.009,2810.669,4162.847000000001,4196.14,3093.361,2750.981,3496.919,4262.289,4455.111,4609.024,4761.414,4450.037,4200.856,5106.353,2959.575,3673.94,4505.848,3051.622
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guanajuato<C1>,20223.874,20929.298000000003,20496.679,20530.120000000003,20890.296000000002,20186.45,18974.201,20904.6,21194.557999999997,21552.016,21921.220999999998,22750.025,23995.047000000002,23601.301,23285.583,23408.647,22411.246,18484.745,20344.319,22185.571,21401.959
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guerrero<C1>,269.502,245.276,241.757,253.50900000000001,238.962,270.08299999999997,272.812,296.442,270.33799999999997,255.519,248.146,267.513,279.843,258.251,231.773,240.443,237.348,175.601,183.83,177.588,181.824
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Hidalgo<C1>,3063.4410000000003,2698.202,2550.645,2375.341,2421.82,2468.749,2476.795,2533.383,2592.067,2565.7529999999997,2711.773,2837.288,3103.411,3033.7219999999998,3306.895,3283.189,3194.375,2721.788,3217.771,3479.141,3580.154
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Jalisco<C1>,10185.087,10023.863000000001,9936.708999999999,9785.184000000001,9282.798,8094.984,7716.5,7820.924,7311.448,7046.668,6314.996,6230.002,6059.111,5541.716,4990.891,4829.738,4507.222,3717.039,4066.977,4132.475,4233.337
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|México<C1>,10489.342,9894.139,9071.106,9221.064,9171.628,8597.72,8299.08,9439.589,9276.674,9235.932999999999,10081.449999999999,10050.688,10231.261,10078.304,10476.852,10596.268,10507.116,7837.903,9475.606,9734.709,8954.012
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,1054.4479999999999,973.209,871.807,848.435,838.6510000000001,867.267,807.576,843.3430000000001,858.972,903.06,905.452,994.615,995.855,984.236,893.2919999999999,880.2629999999999,956.735,728.24,703.761,821.596,831.539
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Morelos<C1>,611.802,662.846,616.553,641.303,664.592,592.1370000000001,581.705,715.604,684.116,670.554,693.0690000000001,690.4090000000001,711.45,649.423,646.727,538.1,415.921,324.936,368.554,362.333,379.696
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Nayarit<C1>,94.581,93.517,93.969,91.735,89.38900000000001,88.096,87.292,89.422,84.69800000000001,84.28999999999999,79.48400000000001,79.504,83.824,83.795,87.739,90.23400000000001,96.892,82.397,90.178,93.815,91.599
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Nuevo León<C1>,3733.138,3961.688,3842.649,3605.4970000000003,3572.742,3586.515,3164.5609999999997,3433.331,3368.4759999999997,3477.2960000000003,3603.214,3679.17,3980.3559999999998,3517.1400000000003,3705.4130000000005,3816.652,3852.189,2769.128,3125.507,3532.548,3611.587
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Oaxaca<C1>,868.85,839.5659999999999,859.919,841.079,816.6429999999999,858.269,914.773,929.586,903.375,829.244,842.153,722.147,713.094,745.361,605.414,650.981,643.915,503.24,587.463,630.469,574.106
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Puebla<C1>,8294.732,9348.993,9076.528,8221.762999999999,7802.897,8388.503,8903.244999999999,9249.271999999999,7153.723,7190.1140000000005,7355.053,7335.7080000000005,7975.166,8195.558,8354.621000000001,8847.616,8680.746,6980.476,8756.447,8545.485,7183.793
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Querétaro<C1>,2848.683,2898.147,2336.114,1846.792,1604.183,1750.297,1757.8509999999999,2041.27,2193.7470000000003,2072.909,2158.949,2116.768,2277.479,2232.6169999999997,2042.587,2088.829,2206.781,1779.653,1972.66,1843.853,1848.446
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Quintana Roo<C1>,68.293,73.765,72.13600000000001,64.291,62.39,57.833,57.512,60.47,58.760999999999996,58.30799999999999,58.217999999999996,51.665000000000006,49.900999999999996,59.62,60.432,72.762,71.259,50.414,53.669,54.993,58.873
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,1068.181,1207.819,1156.431,1153.4940000000001,978.2360000000001,952.529,727.256,861.348,898.729,972.8919999999999,967.2059999999999,1088.657,1075.838,1045.981,1052.284,1087.475,1183.504,961.058,948.615,894.09,1015.349
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Sinaloa<C1>,485.418,392.671,359.35900000000004,400.80699999999996,342.66,313.59400000000005,256.39,272.966,270.885,264.06600000000003,268.286,264.705,251.906,257.748,283.602,274.041,262.679,223,234.215,246.491,238.584
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Sonora<C1>,1831.265,2011.891,1810.1689999999999,1774.385,1938.676,2614.293,2943.167,3191.744,3071.311,3374.016,2930.715,3066.073,3260.69,3092.59,2867.964,2655.97,2383.934,1468.657,970.286,1133.129,969.427
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Tabasco<C1>,492.912,513.009,495.178,531.535,531.312,559.0889999999999,548.193,580.206,557.722,519.557,538.891,521.925,473.437,497.613,525.5160000000001,510.515,487.016,426.212,404.542,433.511,408.386
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Tamaulipas<C1>,1991.601,1800.152,1587.413,1632.833,1611.8500000000001,1662.249,1201.749,1374.663,1323.953,1257.545,1258.706,1234.156,1342.4089999999999,1411.631,1421.6229999999998,1509.02,1643.284,1389.353,1501.317,2186.758,1735.9
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Tlaxcala<C1>,1286.312,1386.433,1450.1100000000001,1480.7469999999998,1346.617,1417.218,1562.94,1789.662,1954.119,1916.3970000000002,1687.295,1599.228,1614.5600000000002,1535.5,1540.7440000000001,1571.019,1566.568,1274.327,1319.184,1065.745,983.941
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,2850.96,2991.795,3246.294,3068.103,2671.159,2681.4159999999997,2473.3,1665.615,1649.897,1727.373,1691.6950000000002,1628.301,1686.018,1588.516,1446.7440000000001,1426.543,1491.246,1202.826,1351.143,1344.923,1334.153
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Yucatán<C1>,4178.049999999999,4076.844,4204.4839999999995,4016.316,3703.777,3480.494,3634.5,3545.4030000000002,3091.123,3151.385,3290.199,3570.906,3335.7250000000004,3548.125,3453.6079999999997,3750.328,3639.114,2803.104,2918.381,2310.275,2514.453
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Zacatecas<C1>,385.959,398.88800000000003,350.766,263.581,168.179,202.68699999999998,220.002,271.334,253.944,257.265,224.549,255.62400000000002,268.574,281.205,282.13,283.477,269.909,255.273,279.037,199.459,194.908
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,NA,2.500410914256,-3.338818115567,-1.514518266976,-3.139353973764,3.59920676791,-1.592320966017,1.923348031753,-3.833558627916,2.671918614459,0.297511223795,2.330100522063,2.771489349837,-1.615472632224,-0.833724145999,0.977379018233,-2.685163960663,-21.04314638777,11.066001082871,5.664408439368,-5.0112854703
