Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022<R>,2023<P>
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,796466.3039999999,821247.0449999999,821261.4120000001,835267.5260000001,844639.2229999999,837394.4940000001,817544.4579999998,804820.5270000001,793392.121,813239.312,817776.1070000001,801611.4810000003,779543.0919999998,750375.6619999999,703354.259,672445.9839999999,654885.154,630255.5989999999,692286.7790000001,731121.8769999996,713177.9959999998
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Aguascalientes<C1>,555.8820000000001,605.083,670.3820000000001,697.846,1057.046,1354.6080000000002,1096.596,1455.788,1477.643,1703.9399999999998,2172.6349999999998,2797.915,2802.483,3345.969,4033.3469999999998,3435.925,3554.203,3096.212,3192.371,2917.286,2926.637
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California<C1>,7667.784,8048.929,8645.426,9867.604,9539.524,8195.762999999999,7857.903,8468.464,9061.999,11119.938,11914.360999999999,14833.972000000002,15102.754,13993.871,14677.630000000001,14472.944,15302.082,15438.863,18624.443,17993.212,16519.913
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California Sur<C1>,53.452999999999996,49.769000000000005,49.95,60.675999999999995,63.690999999999995,64.71900000000001,53.492,55.656000000000006,72.699,78.10499999999999,75.13499999999999,69.618,91.722,102.074,115.079,123.36200000000001,114.343,114.044,108.257,106.873,136.779
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Campeche<C1>,887.1179999999999,709.3700000000001,660.439,657.3209999999999,703.289,862.983,945.189,803.229,918.748,900.386,741.1990000000001,606.264,297.053,236.41000000000003,184.571,243.78,305.109,248.82,440.153,880.489,909.441
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,12854.057,11596.503,10021.922,9384.951000000001,9725.891,9365.332,9724.912,11636.499000000002,12329.455000000002,15594.952,19404.476000000002,17411.652000000002,15815.921,15780.121000000001,14738.807,13321.658,11707.548,11040.496,13164.279,13785.541,13539.634
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Colima<C1>,14.006,13.954,13.352,12.979,13.259,32.933,29.055,39.611,51.268,45.456999999999994,40.542,32.009,36.158,37.375,45.633,50.832,52.836,56.336,61.878,63.493,62.734
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chiapas<C1>,7425.338,6798.901,5944.110000000001,6259.6449999999995,6461.073,6136.738,6224.25,6318.853,6610.871000000001,6451.3369999999995,6115.1050000000005,5671.245,5387.551,6359.218,6801.9890000000005,6101.496,4815.184,4244.518,4435.079,5753.677,5725.013
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chihuahua<C1>,4036.768,4291.530000000001,4558.434,5115.43,6040.722,6256.474,6400.152,7214.509,5649.911,6231.969999999999,6709.245,7348.117,7956.54,8335.321,8705.33,9669.788,10153.806,10043.758,10724.514,10941.221,10980.241
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Ciudad de México<C1>,82088.91799999999,84524.372,85285.499,87719.281,90639.921,90860.90699999999,83858.207,75936.474,72113.996,69233.2,66197.643,65622.097,60520.083999999995,60860.202999999994,58255.97,57790.295,56326.908,54150.022,59144.795,59039.728,56953.39
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Durango<C1>,910.9490000000001,996.415,1020.643,1182.824,1276.238,1205.364,1070.938,1173.567,1203.6190000000001,1378.9070000000002,1354.143,1399.53,1437.154,1604.438,1355.676,1356.819,1377.599,1410.756,1474.191,2049.098,2063.838
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guanajuato<C1>,64817.469000000005,69453.784,68134.789,69816.632,65980.083,68829.19499999999,67007.688,68259.89,66831.06700000001,70066.684,73272.25200000001,68470.56,64610.453,71547.653,68071.952,67197.354,54574.267,52818.339,56249.915,63590.696,59313.585
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guerrero<C1>,338.261,347.807,353.591,355.211,322.81100000000004,372.928,398.517,403.836,378.64200000000005,388.93100000000004,716.356,622.044,658.0350000000001,621.531,206.065,193.50900000000001,179.732,219.09,216.116,265.13,226.147
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Hidalgo<C1>,78786.791,88008.24900000001,84065.627,77213.371,81503.864,75584.691,82540.684,74263.00099999999,75862.46500000001,74217.56,66790.279,68223.628,64447.973,54974.35400000001,57355.32399999999,41717.418,36761.056,29433.881,41604.368,50998.607,53881.369
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Jalisco<C1>,38620.747,39418.945,40963.520000000004,42281.924,39424.932,38453.225,33990.712999999996,34659.368,34805.705,37595.436,35585.723,36741.229,39114.461,40920.143,42489.037000000004,44840.957,46095.709,43311.586,48388.944,54641.659,58534.298
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|México<C1>,91551.823,92685.029,96350.424,100695.853,102056.36099999999,98828.83899999999,96891.236,99834.424,99088.697,102267.02799999999,104560.74,98983.037,99980.435,104572.46299999999,107396.065,105789.317,101817.928,99144.548,101271.388,100539.112,97141.125
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,3917.923,4248.579,4346.874,4463.516,4425.071,4789.5560000000005,5737.008,5849.693,5881.326999999999,6399.582,6227.652,6342.1939999999995,6614.795,6826.6810000000005,6841.349,6902.924,6881.035,7257.029,7432.239,7451.703,7474.811
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Morelos<C1>,9391.974,9241.471,8957.912,9307.771,9810.907,8970.376,9405.946,9360.058,9385.100999999999,9638.727,10186.595,10303.471,10708.411,10392.966,11113.859,11600.711,10567.354,9755.597,11301.259,11831.74,11755.269
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Nayarit<C1>,173.01600000000002,182.459,181.865,193.281,188.82600000000002,191.196,184.675,218.507,231.209,203.96699999999998,143.16899999999998,138.95600000000002,133.85899999999998,160.651,130.56900000000002,147.50900000000001,149.885,157.382,158.793,134.476,133.008
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Nuevo León<C1>,88492.872,89215.465,82872.864,86645.07299999999,90009.26000000001,90661.342,92376.731,88837.523,84056.796,92724.76,86140.329,85153.12299999999,82644.01899999999,73225.5,74738.572,72316.666,71941.53,68560.737,74850.405,73876.727,72183.379
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Oaxaca<C1>,81892.06599999999,78436.59500000002,78032.91800000002,76543.24600000001,72641.746,74623.743,74292.061,71262.529,72799.335,65258.309,72935.82600000002,67706.06,59784.393,58422.757,32866.087,40549.061,29870.075,30278.235,40672.238,43488.642,43011.762
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Puebla<C1>,7935.204,8393.471,7989.066000000001,7852.868,8049.861,8050.981,7674.517,8269.456,9100.455000000002,10234.228,10516.469000000001,11234.025,11922.059000000001,11141.301,11609.817000000001,11706.822,10547.928,11217.872,10971.181,11724.589,12068.016
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Querétaro<C1>,14684.911,15133.233999999999,18209.484,18165.75,20140.032,19507.268000000004,19534.988,23520.525999999998,25234.682,25522.257,25006.222,28318.587,32784.216,33919.437999999995,33796.025,35755.445999999996,36151.649,36048.263,35883.351,34079.259,33605.578
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Quintana Roo<C1>,301.112,301.249,329.49199999999996,308.62899999999996,286.42800000000005,304.13800000000003,359.288,334.561,362.112,438.399,362.189,402.08400000000006,411.064,432.764,334.55199999999996,168.877,166.584,243.171,259.639,327.056,340.411
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,7615.081,8042.775,9138.907,8628.604,8595.33,7841.54,7384.564,8286.562,10423.17,11617.491,10271.329,9936.251,10271.934,10752.404999999999,11301.527,12135.776,11854.381,10746.966,11688.737,13183.134,12571.152
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Sinaloa<C1>,674.203,721.722,792.883,792.868,778.296,679.62,671.4590000000001,680.621,698.9000000000001,809.133,801.8309999999999,939.446,1000.4849999999999,1148.473,1091.18,1140.378,1135.725,1175.919,1228.229,1186.6,1180.181
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Sonora<C1>,24662.612,24710.682999999997,24659.482000000004,25991.686,29714.767,29339.382999999998,15732.239,7489.902,10372.708999999999,9228.655,8700.037,8534.708,7514.571,7383.265,6895.494999999999,7224.209000000001,7637.14,7988.709,8321.788,8013.005,9106.553
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Tabasco<C1>,12507.134999999998,13701.069000000001,12927.017,12543.659,11408.484,11053.122000000001,11069.088000000002,11779.154999999999,12086.244999999999,12089.785000000002,12728.541000000001,12459.354,7685.862,8448.069,9797.134,8975.388,8136.883,9434.313,8629.248,8831.747,7020.11
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Tamaulipas<C1>,55210.494000000006,62493.37500000001,65940.011,73708.04,75233.379,77126.774,75828.51400000001,75369.612,67574.858,71788.287,74523.201,69852.17599999999,72875.836,63861.526000000005,52650.851,45095.038,52720.192,57572.669,59585.324,66142.225,56713.74
