Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022<R>,2023<P>
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,147409.08099999998,156906.44599999997,166139.49799999996,174957.95299999998,178954.81699999995,184269.50000000006,185060.97000000003,184723.24600000007,191875.33,195964.28399999999,196722.26,202425.49800000002,210672.44799999997,224099.06399999998,231441.138,240174.36999999997,247999.32600000003,229972.663,248237.66700000002,259991.76399999997,249808.99800000002
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Aguascalientes<C1>,1456.653,1781.567,1754.329,2094.893,2254.321,2295.553,2356.657,2330.566,2606.32,2787.743,3049.709,3287.182,3661.365,3579.679,3582.027,3663.096,3685.678,3535.885,3575.174,3769.657,4061.958
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California<C1>,5557.484,5750.775,6041.008,6477.22,6950.617,6853.92,6376.06,6284.108,6597.932,7537.538,7420.767,7296.621,7713.452,8887.736,9350.222,9551.192,9643.751,8961.164,9492.403,9646.215,9481.924
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California Sur<C1>,445.627,436.928,412.128,389.119,375.98,358.882,347.581,337.343,381.314,450.903,616.784,818.091,971.799,1102.967,1136.259,1144.847,1202.529,1170.686,1186.327,1213.518,1191.458
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Campeche<C1>,653.163,664.859,678.713,624.211,631.63,653.062,641.552,540.988,575.134,458.677,424.381,395.712,439.511,474.955,454.006,412.972,423.949,449.22,445.577,447.729,472.022
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,2443.656,2638.594,2139.728,2454.852,2500.016,2529.987,2478.102,2474.56,5446.922,6216.468,6046.191,6273.989,5924.686,7998.754,9372.919,10135.951,10604.258,11503.336,11437.066,11539.679,10682.693
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Colima<C1>,243.441,278.06,317.75,321.231,342.474,368.196,374.096,355.424,406.449,411.733,421.323,459.034,548.228,592.977,653.533,761.399,791.722,812.408,880.778,1072.9,1178.81
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chiapas<C1>,797.934,871.649,960.547,871.339,702.691,759.277,953.567,976.637,945.085,829.114,885.688,1529.116,2171.164,2315.603,2280.891,2218.179,2225.673,2259.784,2335.399,2386.545,2443.761
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chihuahua<C1>,3413.553,4262.746,4284.409,4120.51,4204.988,3880.722,3808.25,3901.04,3783.687,5138.545,5278.053,5336.564,5051.354,3913.057,4147.681,4167.479,4388.586,4212.589,4362.722,4558.258,4384.924
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Ciudad de México<C1>,6904.924,7181.501,8272.241,8531.273,8025.211,8550.84,8934.03,9393.068,9391.259,9504.505,9329.138,8111.581,7041.768,7088.274,7117.695,7428.196,7423.528,7721.196,7908.156,7029.92,6028.884
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Durango<C1>,405.27,458.821,375.606,360.066,374.354,382.293,367.224,353.467,402.334,457.753,504.881,553.156,720.683,699.083,707.574,735.689,747.124,770.647,787.491,812.346,855.655
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guanajuato<C1>,1046.746,1215.971,1086.168,1095.917,1136.1,1269.157,1328.194,1366.061,1627.545,1096.744,966.328,2214.126,3762.543,3904.72,3934.06,3866.148,3845.308,3848.121,3929.236,4017.186,4044.402
