Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022<R>,2023<P>
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,216956.772,266460.86100000003,284907.36400000006,327420.31899999996,350086.33199999994,360350.768,358037.95599999995,367932.20600000006,390907.8610000001,396321.76399999997,402739.21699999995,427125.966,431924.744,428609.692,448388.402,456907.22300000006,432839.8619999999,413494.31899999996,321356.72099999996,322410.86699999997,314511.8340000001
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Aguascalientes<C1>,1058.925,1193.785,1291.406,1573.675,1724.264,1728.64,1713.552,1775.05,1860.33,1858.74,1923.245,2149.968,2182.468,2163.305,2422.76,2549.841,2711.839,2877.157,2397.347,2252.332,2374.218
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California<C1>,13145.175,17593.696,18755.851,21523.785,23920.452,24200.135,23981.743,23395.283,24093.206,23842.017,24638.965,27399.5,27137.634,26227.315,25748.913,23298.873,22713.293,23971.92,18648.527,18467.782,17361.417
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California Sur<C1>,2363.744,3106.361,3167.609,4141.201,4173.283,4924.729,5048.512,5450.299,6658.486,5983.278,6778.869,7120.376,7311.06,7512.382,8068.918,8571.484,8635.042,9089.788,7034.99,6973.737,6689.96
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Campeche<C1>,1470.819,1812.965,1817.064,1802.168,1746.8,1944.883,1984.831,1850.691,1860.849,1806.122,1902.091,1860.734,1758.623,1994.642,1945.031,1969.157,1860.844,1454.625,1110.674,1196.175,1455.938
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,9868.472,12828.282,13520.551,15822.935,17140.688,17257.44,16595.85,16655.237,18408.39,17771.309,17493.868,19661.449,19222.489,17963.258,17076.72,16874.719,14882.03,12508.655,8735.742,8353.627,7441.728
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Colima<C1>,4791.892,5796.07,6458.507,6289.029,7042.258,7247.427,6392.33,5441.224,6655.969,8154.566,9476.835,11045.301,11898.53,11211.204,12933.902,13572.455,13925.314,11147.838,6238.373,5154.395,7445.092
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chiapas<C1>,3673.557,6286.65,8908.218,13488.499,8925.465,16983.189,11991.158,15265.772,17918.394,15961.04,12451.976,18433.188,12883.836,11901.417,13128.45,13533.324,9712.727,13415.467,11092.143,11721.156,7428.078
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chihuahua<C1>,10132.08,12090.413,12807.727,15456.287,17303.081,17526.795,17326.274,16845.157,18050.909,18366.03,18758.062,19987.171,19778.187,19889.997,19798.577,20999.539,21734.008,19102.117,14033.445,14716.739,14840.488
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Ciudad de México<C1>,8712.224,10174.27,11010.048,12311.17,12635.738,12283.375,13958.08,15529.962,16139.159,17615.735,17048.633,17769.379,18262.972,17845.258,18521.335,18046.025,16985.415,15478.468,13118.299,13099.287,12758.583
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Durango<C1>,3432.655,4601.082,5150.14,5961.58,6599.392,6131.387,6080.196,6560.169,6768.655,6096.602,6576.537,7130.894,6793.682,6292.261,6825.253,7041.499,6306.514,6410.76,4977.277,4850.715,5199.668
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guanajuato<C1>,10802.317,11564.659,11480.985,13551.031,14279.611,13783.983,10587.393,10816.361,11619.95,13401.775,15007.693,16237.281,15687.512,17141.405,20557.99,22035.111,20260.82,20486.826,14278.795,13850.708,13616.579
