Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022<R>,2023<P>
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,70397.581,73721.18800000001,75346.40600000003,81864.69600000001,83667.44699999999,89100.122,85939.32100000003,81954.48800000003,89114.096,99032.04000000001,99672.76999999996,104743.93800000001,110229.19099999996,120757.13699999997,126583.72700000001,132857.27100000004,130006.38100000001,121500.57100000003,136045.8,139549.89899999998,138825.51499999993
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Aguascalientes<C1>,117.42,118.167,126.621,140.09,162.864,164.421,190.955,166.732,247.59,295.115,325.315,427.083,468.347,505.089,527.373,593.352,566.565,523.781,516.22,458.497,486.652
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California<C1>,17723.095,19142.46,19549.452,22373.455,23412.965,24817.829,22545.903,21937.039,25192.294,27263.682,29478.277,31605.629,34270.316,38298.421,42353.216,42988.339,42237.397,41719.982,45426.839,44622.173,45265.022
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California Sur<C1>,43.481,43.457,45.606,53.669,54.446,54.553,49.144,43.478,54.828,55.855,56.766,60.117,64.931,74.933,80.698,81.866,78.671,68.151,70.861,61.859,53.606
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Campeche<C1>,11.265,11.409,11.337,12.762,16.724,13.69,13.607,12.487,17.091,18.029,17.921,19.828,20.153,23.283,18.18,19.977,25.725,24.42,23.396,29.025,28.307
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,1129.54,1227.09,1161.413,1180.526,1188.603,1182.857,1382.734,1813.999,2256.054,2347.673,2244.272,2299.985,2103.017,2837.871,2419.173,2869.193,2605.933,2641.436,3288.102,3160.041,2719.687
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Colima<C1>,21.529,22.344,24.226,28.289,26.743,30.615,30.175,31.4,29.847,26.056,24.296,28.216,23.521,27.394,33.7,48.178,44.625,43.575,49.747,36.59,36.682
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chiapas<C1>,160.571,152.415,160.136,173.075,173.7,207.037,210.412,219.856,217.974,248.544,250.408,254.714,245.37,343.719,343.303,361.741,383.975,321.048,353.438,349.503,352.357
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chihuahua<C1>,7438.679,7806.44,7995.692,9232.618,9033.957,10817.325,10799.323,9463.415,9843.899,12855.242,12497.832,13357.607,14722.513,16935.255,18156.062,19106.957,19373.045,19243.225,21343.353,24932.318,25752.267
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Ciudad de México<C1>,5197.49,5856.73,5670.457,6014.958,5581.601,6042.953,5443.112,4700.916,4587.338,4742.876,3920.077,3782.404,4005.134,3720.528,3473.33,5137.184,5097.168,4116.427,4685.981,4758.867,5403.544
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Durango<C1>,55.357,56.004,58.797,61.896,57.77,221.22,116.279,71.465,67.974,71.489,73.127,68.018,66.073,108.223,119.202,159.261,168.489,146.857,171.696,164.576,158.98
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guanajuato<C1>,1259.134,1430.948,1474.733,1483.17,1865.156,1993.964,1893.094,1953.548,3026.485,2929.403,2980.435,2723.246,2843.575,3088.562,3279.098,3214.679,3216.797,3191.452,3723.151,4133.379,3837.22
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guerrero<C1>,752.654,532.445,522.642,446.233,352.219,316.889,305.607,253.383,265.951,308.195,317.137,347.467,364.073,347.729,382.078,343.255,353.79,305.77,335.652,282.679,251.784
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Hidalgo<C1>,336.26,366.548,407.868,415.958,402.445,402.377,389.218,384.625,378.439,388.885,373.638,385.536,363.174,525.147,587.513,684.106,669.715,542.49,645.766,685.519,722.253
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Jalisco<C1>,3235.048,3227.646,3576.732,3825.516,4046.418,3620.569,3658.349,3653.802,3933.75,4125.419,4334.207,4660.037,4840.026,4846.364,4660.751,4805.244,4637.664,3792.061,4671.501,4502.289,4526.444
