Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022<R>,2023<P>
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,339112.151,347384.9849999999,358787.363,371893.2039999999,386287.30199999997,392629.8229999999,390093.157,394592.03099999984,402182.41200000007,415208.687,424128.038,427875.9110000001,442011.282,451257.253,446874.18899999995,450855.0270000001,458973.552,392708.12799999997,411476.89,421992.646,437026.4159999999
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Aguascalientes<C1>,3469.566,3747.186,3890.062,4093.243,4143.423,4214.313,4252.386,4298.013,4293.249,4439.533,4556.053,4623.083,4772.496,4928.115,4777.76,4956.644,4941.839,4425.796,4807.009,5006.499,5309.16
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California<C1>,12675.073,12367.928,12986.039,13309.429,13714.773,14039.831,13593.413,12642.466,13042.923,13886.52,13959.671,13854.841,13906.018,14492.82,14734.289,15012.111,14859.114,12989.38,13538.238,14458.194,14842.8
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California Sur<C1>,2558.449,2559.006,2696.232,2899.498,3042.702,3109.425,3103.637,3194.503,3242.687,3377.43,3384.479,3409.896,3463.976,3530.169,3584.652,3636.827,3718.881,3108.559,3380.818,3665.749,3791.235
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Campeche<C1>,3494.035,3551.293,3616.308,4047.651,4153.49,4501.314,4109.719,4562.441,4498.343,4315.685,4611.474,4451.357,4695.446,4371.103,4091.533,4423.485,4584.519,3814.051,3858.598,4141.011,4322.062
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,7883.866,8225.16,8213.177,8318.242,8562.619,8748.634,8404.471,8621.3,8507.396,8875.22,8873.07,8557.447,8595.999,9250.993,9292.811,8848.202,8828.638,7849.118,8357.929,8600.361,8947.168
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Colima<C1>,2041.969,2174.767,2259.804,2341.013,2380.899,2406.986,2392.572,2481.245,2519.425,2600.75,2601.807,2706.889,2758.218,2754.52,2688.296,2740.309,2777.648,2452.626,2605.26,2672.905,2732.445
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chiapas<C1>,7738.876,7333.427,7620.378,7752.778,8044.611,8556.084,8164.34,8448.805,8642.15,9062.446,9169.896,9654.472,9618.822,10042.5,9418.044,9339.572,9972.225,9077.595,9053.357,8916.178,9354.225
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chihuahua<C1>,11550.435,11557.577,12184.376,12622.764,13124.252,13477.826,13115.896,12895.791,12786.864,13361.972,13531.646,13035.459,13400.921,13937.02,13576.483,13523.43,13740.756,12106.632,12667.187,13078.772,13085.376
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Ciudad de México<C1>,56580.963,58845.513,60564.886,61737.271,64998.583,65126.691,64526.384,64651.062,66089.83,67725.169,69596.535,70676.235,72967.299,73241.26,72174.283,73140.486,73810.105,58136.427,60991.258,62078.606,62915.9
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Durango<C1>,3441.421,3472.523,3619.831,3709.863,3850.238,3905.953,3758.462,3880.159,4007.201,4016.218,4009.514,4240.468,4419.877,4583.422,4690.583,4596.439,4516.987,3873.103,4078.395,4102.001,4431.948
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guanajuato<C1>,15224.558,15798.56,16001.272,16418.265,16958.642,17445.799,17411.789,17975.542,18216.939,18780.014,19674.671,20503.504,21474.981,21715.97,21107.53,20901.568,21703.872,18203.777,19697.85,19802.576,20889.242
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guerrero<C1>,5438.278,5821.345,5990.35,5913.372,5998.78,5958.969,5942.223,6241.435,6293.753,6376.169,6581.766,6753.314,6824.761,7259.056,7156.608,7409.638,7327.903,6024.084,6486.404,6479.384,6739.797
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Hidalgo<C1>,5810.971,5931.589,6072.898,6275.723,6862.267,7096.713,6652.311,7129.44,7275.303,7162.467,7479.213,7678.278,8031.003,8015.864,7536.042,7160.391,7310.743,5976.358,6726.381,6629.01,6971.52
