Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022<R>,2023<P>
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,204213.67,206493.116,207329.562,214096.783,218313.984,220156.51199999996,224744.542,228008.38800000006,230945.29,234097.702,228484.0849999999,231559.436,235181.281,232400.16499999998,237117.649,242533.09600000002,248050.191,256152.522,260707.41499999998,265220.90800000005,269187.70499999996
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Aguascalientes<C1>,4369.056,4376.795,4948.723,5219.797,5677.078,5983.89,6128.035,5997.963,6868.025,7219.91,6893.131,7746.738,8123.626,8507.647,8908.975,9289.4,9503.949,9639.351,9755.625,9775.437,9851.422
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California<C1>,4107.561,3996.847,4177.387,4326.08,4651.635,4222.435,4051.833,4525.981,4641.034,4539.171,4295.039,4395.967,4420.48,4257.96,4369.161,4595.984,4838.855,5230.539,5340.624,5384.988,5369.447
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California Sur<C1>,531.274,536.237,557.533,617.016,624.507,609.313,627.123,617.54,685.83,721.641,636.168,691.048,726.462,688.23,608.782,549.459,534.187,562.013,556.267,561.953,554.912
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Campeche<C1>,1280.933,1347.438,1285.138,1316.721,1376.428,1422.163,1398.118,1439.873,1404.418,1432.481,1462.715,1409.121,1502.683,1378.061,1382.068,1500.016,1471.607,1468.812,1535.52,1557.43,1484.99
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,10092.281,9756.89,10041.696,10629.423,10734.351,11288.775,11363.881,11062.655,11239.03,11329.17,11339.221,11736.151,11215.276,10369.679,10009.379,10103.425,10368.223,11205.266,11286.362,11337.893,11536.581
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Colima<C1>,1070.385,1197.072,1131.359,1152.377,1097.206,1112.205,1014.442,1092.417,1069.161,1081.864,1041.108,1035.353,1096.623,1095.81,1091.981,1135.665,1174.186,1237.552,1260.822,1328.948,1300.512
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chiapas<C1>,6985.674,6840.947,6839.786,7199.425,7538.619,7575.179,7909.787,8408.326,8593.589,8841.41,8769.469,8441.452,8651.951,8502.566,8259.502,8419.579,8704.661,8964.3,9037.577,9151.373,9339.213
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chihuahua<C1>,8403.552,8792.903,8443.587,8261.101,8265.263,9442.597,9897.588,9902.655,10109.543,10051.458,8809.459,8751.78,9061.199,8736.577,8976.325,9397.287,9558.675,9864.582,10101.7,10260.964,10400.708
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Ciudad de México<C1>,206.943,201.936,167.692,165.847,130.471,157.789,157.953,158.579,154.695,144.774,155.683,158.951,157.929,157.48,161.753,155.136,149.884,147.248,145.75,140.67,138.113
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Durango<C1>,11506.224,11733.47,11499.894,12042.62,12231.809,12498.933,12322.238,12713.91,12759.751,12903.884,12560.876,12804.898,13867.078,13437.232,13851.533,13889.089,14241.459,14474.488,15297.522,15652.234,15838.286
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guanajuato<C1>,10075.424,9925.644,10424.969,10403.504,10682.193,11115.647,11658.738,11881.003,12262.312,12541.369,12238.857,12491.642,12538.664,12640.859,12662.104,12668.585,12646.111,12901.511,13107.474,13334.339,13437.967
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guerrero<C1>,3572.339,3282.298,3338.534,3366.749,3374.338,3291.404,3325.227,3372.011,3316.963,3390.217,3330.14,3470.71,3474.819,3275.774,3189.339,3177.836,3168.455,3197.683,3245.227,3281.127,3295.118
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Hidalgo<C1>,5414.056,5395.597,5567.46,5847.675,5803.402,5784.821,5773.678,5436.584,5360.935,5177.475,5215.582,5144.252,5294.396,5152.971,5142.914,5112.721,5195.787,5247.073,5292.207,5374.043,5447.852
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Jalisco<C1>,32261.345,33320.35,33405.606,35463.778,36710.331,36731.179,37565.783,38774.377,39334.355,39227.886,40706.703,41122.409,41719.558,42974.195,43836.665,45364.49,46550.23,48160.436,49319.488,49939.142,51285.3
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|México<C1>,8020.604,7979.137,7895.786,7905.962,7832.031,7209.999,7162.222,7270.685,7263.878,7329.331,7230.502,7280.749,7217.651,6963.574,6802.607,6643.615,6606.99,6492.12,6605.09,6655.126,6731.865
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,6217.332,6067.583,6036.355,6247.882,6665.073,6874.029,7012.708,7227.213,7231.655,7143.692,6920.251,6798.442,6675.261,6620.608,6649.684,6871.06,7179.425,7492.521,7667.353,7825.46,7928.055
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Morelos<C1>,1011.227,996.139,991.346,1036.638,1076.099,1088.757,1196.098,1230.606,1169.226,1205.99,1323.552,1219.382,1199.828,1218.589,1222.288,1215.942,1208.76,1277.433,1319.601,1354.03,1356.141
