Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022<R>,2023<P>
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,421519.677,426849.47399999993,434533.47299999994,467168.9549999999,474427.7219999999,479663.60500000004,488755.047,491670.81299999997,504119.61199999985,516240.09899999993,521749.722,520292.6720000001,511322.91900000005,525419.6220000001,532366.0589999998,547677.3389999998,557481.194,548519.3879999999,581640.6750000002,576371.3200000001,581714.068
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Aguascalientes<C1>,4931.473,4945.58,4883.825,5264.666,5185.974,5399.117,5659.956,5424.001,5383.081,5765.201,5679.196,5881.08,6277.561,6744.588,6922.474,7364.844,7472.616,7207.832,7873.036,7867.395,7945.07
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California<C1>,11887.129,12491.822,12740.975,13304.384,12774.917,11504.012,12116.877,11981.59,12930.905,13456.265,14196.834,14762.551,14214.126,13776.886,15637.394,16699.997,16721.279,17332.517,20183.901,21075.853,20364.588
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California Sur<C1>,3080.653,3224.234,3270.263,3455.453,3699.933,3681.863,3589.257,3605.463,3763.543,3913.895,4077.17,3938.875,3649.98,3918.646,3934.906,4144.842,4533.522,4493.062,5083.589,5676.414,5605.675
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Campeche<C1>,3232.237,3448.212,3354.714,3833.747,3809.245,3534.144,3681.504,3587.04,3485.769,3549.17,3455.338,3347.714,3620.578,3651.43,3636.574,3753.996,3657.136,4063.967,4001.074,3937.113,4136.977
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,10338.857,10406.922,10410.304,11481.938,11594.18,11567.787,11914.155,11665.352,11514.552,11644.042,11926.886,12130.938,12128.12,12378.88,12971.759,13525.783,13632.276,13455.964,14164.968,13939.494,14065.35
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Colima<C1>,3772.01,3715.709,3613.103,3894.519,4273.9,4658.952,4628.513,4641.699,4411.293,4679.89,4268.526,3932.893,3668.211,4023.89,3835.394,4114.878,3958.991,3789.981,4000.079,3914.783,3913.181
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chiapas<C1>,9148.124,9498.019,10297.629,10113.117,9669.116,10532.159,10025.121,11279.568,10758.526,11448.919,11684.941,12100.932,11660.885,11459.305,11958.125,11083.036,12012.984,14612.14,15216.91,15840.768,16109.28
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chihuahua<C1>,13852.486,14725.557,15357.499,16033.124,17563.194,16336.651,14791.668,15047.601,15904.479,15338.608,15458.932,15021.3,13937.55,14582.689,15971.508,17450.675,19145.493,18660.273,19745.742,19627.179,18665.753
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Ciudad de México<C1>,93041.057,95708.582,98052.099,106336.773,104294.27,105782.042,109007.009,108132.007,110989.004,113053.119,113436.463,113049.976,109728.314,113947.934,113710.844,114257.908,116399.177,113423.129,122152.21,119231.184,125155.829
