Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022<R>,2023<P>
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,678682.6879999998,698070.7309999999,720254.583,732790.798,748035.34,757415.7860000001,755945.1669999999,769648.4380000004,790430.1989999999,810363.5150000001,817512.25,826184.2330000001,845693.7030000001,868766.3310000001,887634.1900000002,911713.7720000001,931707.084,939987.5779999999,963401.239,992128.8490000002,990850.057
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Aguascalientes<C1>,7342.514,8678.461,8551.508,9525.347,10163.262,9495.548,9731.729,9874.995,10199.473,10249.285,10673.398,10869.362,11960.409,13305.009,13592.765,13917.538,14854.216,15014.566,15083.854,16090.837,16258.647
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California<C1>,19724.519,18214.397,18899.156,19997.849,19906.314,17837.813,19103.971,19284.438,18980.863,18718.07,18873.351,19103.542,21726.493,23130.973,23364.758,24497.99,25955.373,28490.461,27581.917,27466.447,28875.753
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California Sur<C1>,1808.389,1695.329,1760.741,1790.095,1877.963,1880.136,1820.706,1799.779,1750.954,1661.662,1682.429,1796.817,1575.303,1465.26,1439.247,1554.973,1537.582,1635.961,1635.877,1693.857,1777.965
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Campeche<C1>,1425.406,1287.183,1224.316,1248.81,1347.249,1418.688,1483.002,1537.578,1580.983,1507.271,1551.694,1645.345,1668.223,1677.029,1736.669,1650.061,1774.167,1668.036,1757.583,1722.211,1582.275
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,14813.696,15569.537,15874.879,16563.41,17684.978,17671.506,16495.708,17849.012,18657.91,20628.721,21157.819,21381.051,20687.926,20656.734,20290.016,21704.477,22138.017,21901.757,23125.463,23035.701,22932.557
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Colima<C1>,2904.711,3041.062,3139.548,3015.176,3030.826,2887.699,3060.921,3333.806,3407.704,3446.598,3728.937,3829.991,4115.812,3960.062,3904.73,3993.804,4076.756,4104.876,4017.626,4434.275,4287.446
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chiapas<C1>,13174.253,12770.233,13690.679,13562.035,14029.831,14369.669,15081.941,14728.876,14476.849,14835.095,14937.578,14939.964,14900.443,15551.273,15323.919,14393.444,14537.027,14391.14,15192.159,15644.888,15041.881
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chihuahua<C1>,16965.84,16914.041,17482.098,18814.261,19093.902,20139.535,18708.373,19757.426,21928.695,23399.59,23200.727,22556.69,23734.975,24815.82,25784.603,26600.374,25960.769,26507.707,27160.272,28407.301,29200.739
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Ciudad de México<C1>,59663.213,59359.263,58436.719,59188.088,58033.065,58230.083,60482.671,58053.634,57633.787,58840.392,58976.172,54112.58,52850.016,53884.404,56687.59,57140.086,56919.602,54714.425,56930.262,58689.177,56279
