Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022<R>,2023<P>
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,107924.943,120325.16399999998,132238.398,145266.137,169939.47499999995,180893.742,184241.282,189944.46599999996,198701.02999999994,217478.70400000003,223933.836,233884.51099999997,282666.867,323599.373,353529.96800000005,371260.67300000007,380173.734,349318.49299999996,374756.32899999985,422565.24899999995,453721.5449999999
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Aguascalientes<C1>,359.945,401.285,451.481,505.44,580.608,620.988,675.578,713.526,755.221,905.096,946.387,1010.963,1261.843,1582.656,1620.925,1850.105,1975.618,1769.533,1767.592,2005.378,2203.497
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California<C1>,1542.137,1689.399,1884.866,2162.474,2526.141,2612.171,2748.278,2786.14,2843.481,3504.367,3717.149,3815.877,4667.767,5655.31,6050.178,6540.998,6799.208,5856.199,5820.202,6719.26,7242.768
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California Sur<C1>,290.01,308.522,336.075,379.908,457.278,526.166,574.044,605.338,611.677,675.401,732.655,782.8,858.434,986.484,1118.788,1133.025,1214.744,984.246,988.97,1129.129,1275.77
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Campeche<C1>,623.724,697.793,773.817,813.601,912.235,996.435,973.23,1062.669,1105.993,1188.067,1205.103,1240.098,1270.869,1225.88,1337.911,1397.279,1442.024,1243.356,1372.523,1518.083,1658.485
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,1529.764,1622.146,1740.454,1876.93,2173.195,2323.872,2324.093,2312.419,2427.45,2719.75,2813.084,2936.534,3256.66,3774.738,3880.582,4094.903,4248.905,3698.816,3860.332,4300.092,4474.421
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Colima<C1>,235.011,250.643,274.286,319.687,376.874,401.495,426.998,452.941,480.482,593.805,644.023,700.92,757.747,904.758,1006.209,1069.773,1136.756,986.925,968.529,1108.728,1170.066
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chiapas<C1>,555.613,604.742,672.687,774.843,922.017,997.76,1048.363,1100.453,1180.717,1433.854,1532.288,1618.589,1795.853,2107.496,2232.106,2483.983,2558.554,2127.246,2162.936,2562.069,2809.829
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chihuahua<C1>,2034.206,2257.78,2516.307,2892.056,3297.898,3532.53,3506.542,3781.164,3907.173,4644.334,4884.11,5098.749,5617.989,6500.507,7367.652,7479.633,7918.086,6999.992,7195.134,8039.503,9005.27
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Ciudad de México<C1>,67944.387,76480.645,84010.649,91539.283,107270.46,113552.13,114521.135,117994.776,123141.325,129423.422,130945.814,135935.971,170617.57,190633.706,210187.506,216922.069,217855.081,207906.275,227897.59,256403.106,273048.646
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Durango<C1>,337.416,366.723,405.975,463.832,582.155,624.127,688.029,664.541,680.562,808.784,902.013,1069.28,1194.79,1531.875,1595.182,1732.795,1817.776,1658.696,1606.949,1812.888,1988.411
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guanajuato<C1>,1298.551,1410.995,1542.324,1759.038,1999.905,2115.774,2460.634,2607.963,2755.922,3484.103,3755.906,4042.772,4472.113,5316.703,6089.72,6372.89,6702.543,5899.497,6056.361,6870.399,7628.671
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guerrero<C1>,463.494,504.638,560.991,636.427,750.347,814.445,851.943,894.591,949.167,1169.019,1260.262,1342.508,1515.098,1854.267,2014.037,2178.062,2329.915,1989.272,1946.953,2141.423,2521.328
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Hidalgo<C1>,440.347,481.23,523.016,588.981,692.596,739.441,749.524,760.006,800.935,930.731,980.595,1006.117,1080.487,1299.629,1319.699,1410.873,1502.604,1249.823,1300.046,1393.381,1563.265
