Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022<R>,2023<P>
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,1650393.5550000004,1703338.8460000006,1763835.5600000005,1848565.7490000005,1883309.1819999996,1875034.3269999998,1649812.7980000004,1832815.14,1959588.9379999998,2010713.4949999996,2045153.8460000004,2089216.1949999998,2102972.9080000003,2100868.131,2152204.36,2241444.476,2225422.0979999998,2038198.415,2218676.102,2359414.531,2469472.848
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Aguascalientes<C1>,16399.738,17254.153,17764.945,18713.038,19361.468,19609.982,16205.332,18030.813,19359.423,19388.433,20121.056,20927.772,20831.337,21551.347,21803.089,22568.197,21980.608,20183.957,20912.443,22360.111,23069.206
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California<C1>,54995.03,56816.722,58670.196,61470.199,61332.835,61058.628,52424.447,58980.239,62877.662,64815.053,64276.655,64783.039,68767.947,72271.469,74653.502,75424.949,73041.126,67516.865,72384.769,74797.564,79066.091
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California Sur<C1>,14228.944,14754.88,15191.281,16480.763,17311.423,17369.922,14147.63,16344.094,17602.057,17551.072,16268.746,16735.787,16721.131,17522.485,18292.223,19614.651,19179.241,17749.228,18613.212,18919.145,19660.982
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Campeche<C1>,9889.573,10335.617,10954.869,11506.253,11768.688,12319.486,10216.974,12188.766,13636.904,14193.797,15264.5,15656.111,16670.661,15360.11,15002.452,15005.223,14240.456,13265.185,13773.121,14548.8,15198.121
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,49150.308,49598.121,50824.739,53182.205,54132.448,53607.376,46230.11,52300.33,54373.29,55465.515,56934.545,55977.217,56349.155,57854.732,58176.2,60441.852,58407.237,53766.552,57039.464,60462.186,61939.812
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Colima<C1>,7042.039,7446.68,8110.109,8992.732,9371.505,9567.099,8653.339,9876.115,10335.653,11043.738,11666.485,12885.669,12360.422,12334.988,13339.72,14127.156,13862.209,12877.866,13328.54,13816.144,14248.76
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chiapas<C1>,38250.421,39946.042,42026.887,42700.973,45244.358,44003.133,38901.195,44995.372,47094.81,49186.213,49921.951,52441.706,51223.851,52971.905,51440.705,51920.954,53425.957,49089.907,54050.672,58236.512,59909.523
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chihuahua<C1>,48837.753,49721.745,52480.288,55386.94,60476.252,61689.632,51731.736,58476.8,60928.387,64818.22,67133.355,65387.188,67877.635,68260.043,70237.859,72603.467,71433.808,66244.384,69050.793,75429.645,78087.6
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Ciudad de México<C1>,209272.92,217235.183,223471.345,232530.321,233642,231731.379,199333.067,222201.222,249743.937,252782.641,261218.184,266159.178,260355.395,245882.296,251791.6,261341.297,257095.503,226721.043,254010.548,275853.815,289299.351
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Durango<C1>,16771.148,18344.177,18766.006,19464.188,19835.928,19843.819,18652.034,19805.129,20964.729,23191.341,26905.688,27329.722,26446.728,28292.071,28003.228,28031.788,27977.462,25099.578,27151.044,28640.812,29808.669
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guanajuato<C1>,75925.306,76149.245,76865.125,76527.138,81331.338,79187.795,71380.799,79542.11,83879.602,86724.66,86012.594,84656.21,83952.272,82259.068,88518.495,91735.379,93434.651,88239.929,95895.746,101148.153,104271.143
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guerrero<C1>,40001.201,41393.695,43480.106,45834.304,45810.636,45916.221,42547.017,44904.428,46618.059,44476.588,46099.436,48832.014,49787.992,46345.724,47332.127,46997.37,49634.817,45836.912,51328.224,51882.185,54131.985
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Hidalgo<C1>,29101.602,29219.871,29716.492,30856.227,30666.116,30638.021,27501.134,30965.715,33327.573,34512.433,34635.04,35927.056,39788.104,40557.197,40587.72,44031.561,43873.821,40338.057,43989.086,48375.114,51013.467
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Jalisco<C1>,116581.324,122485.951,126287.391,130883.854,131543.08,131838.494,118851.425,131480.317,138897.35,140253.88,142034.382,141440.135,139047.5,146472.782,145438.423,153879.946,152111.898,138850.196,147713.655,157827.891,166808.784
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|México<C1>,196909.471,202121.923,208713.754,217942.187,227895.307,222736.185,194666.415,219326.167,238636.81,249703.493,236813.709,248547.265,256438.467,247241.335,270446.189,293396.324,296113.495,273302.72,304151.58,327522.052,343143.384
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,63275.168,64502.022,68335.54,72418.061,68480.829,70417.71,69413.005,68656.791,71749.062,73208.025,79798.114,87217.098,89627.894,88269.996,87661.219,96480.101,97071.832,87953.458,98010.73,107525.037,111508.603
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Morelos<C1>,23330.314,24675.659,25936.688,27251.415,27409.044,27167.564,23837.998,25143.846,26499.325,26495.247,28723.924,30147.034,30040.942,29271.657,29179.824,29049.145,29070.421,26604.257,28082.155,29211.249,31278.925
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Nayarit<C1>,13849.189,13845.516,14253.754,15286.216,16074.907,16814.543,14959.846,16778.483,16804.036,17053.139,17867.295,18280.21,18133.339,18962.041,20449.917,20696.694,19346.837,18075.604,19325.912,20703.755,20943.895
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Nuevo León<C1>,106239.361,111299.532,115009.659,123299.475,128812.138,128932.781,108140.678,124050.645,129812.585,138573.812,133133.34,137215.741,139218.384,140973.945,142583.125,143170.766,141000.929,133159.844,141074.44,150646.325,156699.624
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Oaxaca<C1>,41923.081,43174.929,45423.499,47522.002,45926.443,47393.767,44389.695,45036.094,45137.1,46794.322,48730.536,49322.274,49679.088,50308.76,50010.912,52389.629,54390.902,49575.667,55039.629,57554.787,62429.648
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Puebla<C1>,71583.965,73343.303,75741.516,81909.804,84208.388,79879.786,71374.134,80014.471,85186.707,87525.871,85718.736,85417.195,84805.339,86650.989,87851.986,93915.082,94631.766,85655.879,95301.771,102062.173,107152.949
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Querétaro<C1>,22335.291,23665.882,25018.654,27273.26,29538.145,28632.438,24609.353,27880.367,30984.728,32020.427,35584.31,37579.467,39593.314,38270.411,38417.844,40932.717,38870.581,35822.771,38450.16,40897.817,44560.849
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Quintana Roo<C1>,21220.056,23161.52,24264.064,26100.824,27799.557,27861.407,22298.419,26996.952,29908.624,31718.93,30677.669,30973.1,31191.985,32327.5,35405.054,39392.298,38483.745,34960.023,36701.858,37783.089,39792.287
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,29133.022,30052.681,31202.639,33037.55,32673.047,32450.377,27582.979,30443.238,31176.92,31394.075,33764.735,35059.14,34777.554,35635.033,35424.607,37176.73,37277.825,34467.192,37437.974,38488.174,40205.794
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Sinaloa<C1>,44687.766,45460.027,46480.889,48591.524,47505.171,49191.02,44041.366,48625.104,51046.163,55604.856,54531.456,55236.155,56382.127,58600.427,60849.833,58444.71,55953.885,51524.724,54604.714,58405.683,62371.421
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Sonora<C1>,39670.561,40255.77,41892.461,42988.57,42019.368,42838.407,39961.719,45632.58,47519.957,47602.406,61460.186,60992.321,61294.353,61634.228,62043.136,63720.575,59649.089,55197.521,59075.465,59962.154,62892.023
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Tabasco<C1>,32982.092,35562.506,37778.135,39193.291,40156.419,40503.503,34657.729,37923.297,41794.639,43875.607,48381.213,50121.808,49836.871,47690.119,46219.979,46022.295,45604.329,41603.43,43908.265,46220.668,47215.814
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Tamaulipas<C1>,52694.686,53419.858,55294.418,57771.224,58898.576,59230.236,50074.849,56893.352,62454.723,61552.25,61210.484,60597.557,60413.603,65747.941,65412.581,65956.618,63387.334,59450.637,63338.339,66651.01,68235.812
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Tlaxcala<C1>,11768.658,11625.833,11822.685,12487.901,12751.275,12796.525,11377.743,12372.187,13257.056,13197.223,15889.047,15773.693,15660.242,16236.849,16360.676,17329.11,17922.949,16135.712,18539.434,19185.411,20219.021
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,102261.856,105082.842,108528.168,116125.744,115458.309,114535.933,100043.09,111276.845,119766.807,115877.747,110149.882,111895.404,110462.219,109287.791,112343.89,115071.029,116312.826,105894.353,115510.568,121344.797,126145.079
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Yucatán<C1>,31684.742,32962.003,34676.664,35724.314,35937.467,35500.954,34311.215,36922.111,38182.014,40171.58,44444.725,44553.057,44183.218,45043.808,45846.364,49518.651,49111.088,43187.692,49834.242,51162.787,55205.85
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Zacatecas<C1>,18396.969,18424.958,18852.594,19113.252,19936.717,19770.204,17296.326,18751.16,20032.246,19940.901,19781.868,21148.872,21053.839,20779.084,21079.881,21058.212,21523.471,19847.272,21047.549,21789.486,22958.376
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,NA,3.208040339203,3.551654689381,4.803746501176,1.879480511786,-0.439378466323,-12.011594974922,11.092309516683,6.916889501469,2.608942927193,1.712842286365,2.154476010994,0.65846287392,-0.100085787696,2.44357217107,4.146451780258,-0.714823774203,-8.412951555045,8.854765349231,6.343351734538,4.664645214055
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Aguascalientes<C1>,NA,5.209930792797,2.960400316376,5.336875515235,3.465124155682,1.283549367228,-17.361821137827,11.264693620594,7.368552932139,0.149849507395,3.778660193941,4.009312433701,-0.460799171551,3.456379204081,1.168103320874,3.509172484688,-2.603615166954,-8.173800287963,3.609232817926,6.922519764907,3.171249910164
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Baja California<C1>,NA,3.312466599255,3.262198055002,4.772445280394,-0.223464381496,-0.447080262962,-14.140804146467,12.50521917761,6.608014931916,3.081207122491,-0.830668147413,0.787819465714,6.151159410722,5.094702041927,3.295952099714,1.033370142502,-3.160523184444,-7.563219931741,7.209908220709,3.333291013196,5.706772749979
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Baja California Sur<C1>,NA,3.696240564303,2.957672309094,8.488303257638,5.040179268399,0.337921382893,-18.550987160449,15.525314133887,7.696743545405,-0.28965364673,-7.306254569521,2.870786721976,-0.087572816265,4.79246290218,4.392858661314,7.22945483444,-2.21982027618,-7.456045836225,4.867727204811,1.643633565233,3.921091571527
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Campeche<C1>,NA,4.510245285615,5.991437182705,5.033232254991,2.280803316249,4.680198846295,-17.066556185867,19.299178014939,11.880923794911,4.083720175782,7.543457187671,2.565501654165,6.480217213585,-7.86142193162,-2.328485928812,0.018470314053,-5.096672005474,-6.848593893342,3.829090962546,5.631831739516,4.463055372264
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,NA,0.911109244727,2.473113850422,4.638422245513,1.786768713332,-0.969976454787,-13.761662201112,13.130446801879,3.963569637132,2.008752826985,2.648546578897,-1.681453676323,0.66444532246,2.671871477043,0.555646857028,3.894465434319,-3.366235369492,-7.945393821659,6.087264067073,6.00062090345,2.443884513206
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Colima<C1>,NA,5.746077237005,8.909057459163,10.882997996698,4.21199030506,2.087114076128,-9.551066629498,14.130684120893,4.653023987671,6.850897567865,5.63891501229,10.450311297705,-4.076210556084,-0.20576967356,8.145382873498,5.902942490547,-1.875444710882,-7.100910107473,3.499601564421,3.65834517509,3.13123545904
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Chiapas<C1>,NA,4.432947287038,5.209139368551,1.603939877822,5.956269427397,-2.743380732687,-11.594488056112,15.665783531843,4.665897639428,4.44083541265,1.495821603505,5.047388873083,-2.322302405646,3.412578253829,-2.890588888582,0.933597235885,2.898642809992,-8.115998745703,10.105468319588,7.744288544646,2.872787092743
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Chihuahua<C1>,NA,1.810058706018,5.547960957525,5.53855954449,9.188649887501,2.006374336822,-16.141928030953,13.038541757037,4.192409639378,6.384270438671,3.571734922681,-2.601042358154,3.808769081796,0.563378497203,2.897472537484,3.367995599069,-1.61102361682,-7.264661013172,4.236448179517,9.23791273476,3.523753823845
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Ciudad de México<C1>,NA,3.804726860981,2.870696133968,4.053752842451,0.478079157685,-0.817755797331,-13.980977517939,11.472333890292,12.395393127046,1.216727835919,3.337073687746,1.891519925734,-2.180568426613,-5.558977950121,2.403306011101,3.792698803296,-1.62461656414,-11.81446569293,12.036599972769,8.599354307129,4.874152637693
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Durango<C1>,NA,9.379375818519,2.299525348016,3.720461349101,1.909866468614,0.039781350285,-6.005824786045,6.182140778856,5.855048962317,10.620752598328,16.016094110297,1.576001327303,-3.23089272551,6.977585280115,-1.020932684638,0.101988242213,-0.193801408601,-10.286436989889,8.173308730529,5.486963963522,4.077597380968
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Guanajuato<C1>,NA,0.294946456982,0.940101244602,-0.439714369813,6.277772990805,-2.635568346361,-9.858837463526,11.433482273013,5.453076364205,3.391835359448,-0.82106519645,-1.576959764753,-0.831525531323,-2.01686501111,7.609406661403,3.634137701957,1.852362761809,-5.559738217463,8.676136854099,5.477205422647,3.087540313267
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Guerrero<C1>,NA,3.481130479057,5.04040772393,5.414425622605,-0.051638179125,0.230481410474,-7.337720584627,5.540719811215,3.816173763532,-4.59365114279,3.648769100723,5.927573604154,1.95768702065,-6.913851838009,2.128358163096,-0.707251123534,5.611903389488,-7.65169538149,11.980108956729,1.079252225832,4.33636324299
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Hidalgo<C1>,NA,0.406400307447,1.699600248064,3.835361858997,-0.61611874971,-0.091615775535,-10.238543148724,12.597956869706,7.627332357738,3.55519437314,0.355254583182,3.730372478276,10.746908959086,1.932972227076,0.075259145744,8.484933373937,-0.3582430339,-8.058937925648,9.051077993172,9.970718645984,5.453946837211
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Jalisco<C1>,NA,5.064813811859,3.103572261932,3.639684820158,0.503672515634,0.224575857582,-9.850741316872,10.625780885673,5.641173651871,0.976642102963,1.269485022446,-0.418382501217,-1.691623809607,5.340104640501,-0.706178298709,5.804190409848,-1.148978827949,-8.718385724173,6.383468842925,6.847190938441,5.690307931695
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|México<C1>,NA,2.647131178368,3.261314211819,4.421573961053,4.566862495511,-2.263812303954,-12.602249607535,12.667697198821,8.804532201577,4.637458487649,-5.162035919137,4.954762141747,3.174930128481,-3.58648689005,9.385507484014,8.486026401356,0.926109421875,-7.703389202171,11.287432485121,7.683823966984,4.769551211776
