Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022<R>,2023<P>
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,1084208.998,1129856.3509999998,1158404.9710000004,1206137.017,1248371.7540000004,1246164.48,1147620.9859999998,1246954.4279999998,1298204.702,1351324.3770000003,1384020.4780000001,1439128.681,1499398.8779999996,1546098.7460000005,1604779.0949999997,1653709.88,1656324.7380000004,1356391.219,1569160.158,1754243.0520000004,1817131.5500000003
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Aguascalientes<C1>,7795.377,8272.187,8724.947,9659.215,10969.767,11746.106,9874.011,10502.158,11074.32,11571.092,11969.63,12535.271,13005.321,13486.9,13811.011,14192.216,15892.033,13500.72,14886.736,16224.887,16548.891
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California<C1>,30638.709,33623.122,36170.181,36120.947,37330.009,36990.832,31340.827,32635.935,33780.38,33843.47,34037.698,35006.442,36485.565,39333.292,40748.074,42314.118,42517.699,34551.843,40992.323,45303.339,47096.577
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California Sur<C1>,7467.082,8124.852,8744.719,8904.981,9192.438,9699.735,8764.268,9751.324,10270.434,10663.263,11042.235,11578.024,11711.816,11976.582,12841.811,13433.692,13823.225,10417.233,13613.348,16071.366,16516.09
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Campeche<C1>,12875.887,14338.519,14652.405,15125.611,15548.003,17105.126,14648.028,14449.386,14415.743,14868.644,15271.889,15403.06,13343.335,12308.384,11676.862,11633.615,11239.152,10022.863,12005.492,12561.824,12989.228
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,36930.493,38827.376,40088.568,42948.105,45635.217,45654.588,41425.93,45506.239,47970.945,51093.803,52244.629,55184.596,57474.043,59447.526,65248.569,67949.451,68805.833,56384.894,61550.105,66957.538,69932.833
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Colima<C1>,8316.832,8808.006,9134.659,9994.766,10716.527,10766.556,9521.643,11000.623,12013.741,12739.341,13125.692,13945.636,14667.763,15453.948,16681.698,17870.892,18488.157,17240.324,19196.401,20716.52,22415.333
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chiapas<C1>,17175.348,16830.157,15927.818,16238.527,17219.382,17526.949,15408.922,15768.285,16090.9,16740.323,16613.096,17274.383,17284.985,17437.033,17018.331,16971.567,17399.901,12691.329,14829.621,17283.725,17909.65
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chihuahua<C1>,24850.823,24911.367,25477.309,26576.774,27155.725,26771.952,23823.312,26415.801,27300.551,28631.511,29960.287,31671.963,34442.405,37366.072,40105.672,42061.398,42816.893,37285.051,42671.258,47012.56,48142.64
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Ciudad de México<C1>,261639.239,268327.683,267281.171,271314.157,274372.092,270472.372,254564.656,271779.893,280717.427,292308.735,301099.13,310341.631,326032.556,336821.294,350307.343,358486.668,369457.495,284838.775,332248.901,381560.644,392723.405
