Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022<R>,2023<P>
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,49781.09299999999,53098.867,51204.209999999985,52188.892,51424.770000000004,48043.05600000001,45463.178,47654.401000000005,45859.804,47096.058,46219.16800000001,46875.941,49381.67799999999,50206.848,47898.11099999998,49842.206999999995,48389.49399999999,39822.74999999999,49076.988999999994,48066.11100000001,44801.015
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Aguascalientes<C1>,759.093,700.342,772.9390000000001,686.684,628.774,544.389,475.392,565.304,449.44500000000005,452.70399999999995,506.672,561.8050000000001,621.193,674.484,665.956,690.488,703.236,677.911,807.623,869.507,809.97
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California<C1>,429.345,496.183,531.271,625.046,660.96,1004.211,958.902,975.703,920.524,1114.295,1168.782,1239.756,1381.2689999999998,1521.095,1347.8919999999998,1425.978,1485.087,1277.583,1315.227,1710.443,1678.628
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California Sur<C1>,7.343,7.96,7.022,7.761,9.077,8.346,8.115,8.173,7.718,7.617,7.993,8.058,8.828,9.456,8.01,8.742,9.288,9.181,9.187,8.827,9.697
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Campeche<C1>,20.857,30.21,24.836,36.69,35.233000000000004,30.776,16.842,17.785,17.931,22.285,18.741,19.924,19.287,16.829,15.164,16.755,19.819,15.581,16.901,17.423,17.355
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,2332.636,2492.223,2363.424,2229.337,2180.709,2067.9990000000003,1614.92,1718.092,1772.15,2036.299,1965.16,2167.514,2309.757,2374.223,2261.498,2529.085,2256.698,1954.131,2876.847,2599.832,2338.702
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Colima<C1>,13.239999999999998,14.593,13.823,13.675,14.146,14.460999999999999,14.782,15.746,14.609,13.991999999999999,12.8,13.29,17.072000000000003,17.497,17.14,17.247,17.071,16.796,18.346,17.93,17.871
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chiapas<C1>,212.488,228.364,213.96200000000002,228.245,243.058,231.126,237.688,269.353,232.176,221.154,206.227,202.233,215.20999999999998,238.01,208.701,212.496,221.197,194.865,214.945,208.101,208.012
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chihuahua<C1>,523.966,593.954,729.347,721.851,664.7819999999999,687.229,768.108,739.616,685.642,783.193,800.384,853.164,926.484,929.215,968.432,1026.112,968.036,933.302,978.664,924.7,941.648
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Ciudad de México<C1>,4380.348,5274.346,4952.554,4911.583,4502.409,3500.456,3386.9660000000003,4020.626,3897.915,3809.319,3433.968,3719.7200000000003,3893.702,4086.7670000000003,2216.916,2168.5280000000002,2144.644,1694.453,1907.181,1572.917,1527.275
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Durango<C1>,117.106,141.81900000000002,175.02300000000002,151.221,122.28200000000001,118.198,97.46900000000001,110.371,112.526,118.516,124.91300000000001,120.119,130.216,131.971,120.328,173.39499999999998,177.522,166.432,210.474,208.641,217.999
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guanajuato<C1>,1955.426,1878.019,1883.596,2099.023,2253.5280000000002,1969.763,1998.608,2193.8779999999997,2290.794,2632.132,2614.471,2698.3419999999996,2879.35,3093.563,3350.288,3370.166,3350,3132.683,3294.645,3116.174,3234.864
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guerrero<C1>,105.791,115.75800000000001,113.81,124.703,120.589,98.18799999999999,111.62899999999999,135.519,114.322,121.30099999999999,127.62199999999999,151.667,149.075,170.72699999999998,153.108,156.21800000000002,177.211,159.591,205.507,209.316,194.529
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Hidalgo<C1>,2133.3940000000002,2031.6119999999999,1974.431,2320.9030000000002,2422.612,2430.06,2170.739,2189.321,2335.029,2465.701,2112.066,2205.2529999999997,2545.412,2652.9179999999997,2676.846,2796.4260000000004,2602.708,2004.149,2759.349,2719.813,2394.576
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Jalisco<C1>,2295.554,2410.089,2203.314,2319.917,2049.184,1693.617,1501.674,1520.649,1469.605,1632.101,1605.591,1736.8759999999997,1720.672,1789.363,1579.708,1772.4989999999998,1897.753,1673.425,1866.672,1813.145,1672.226
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|México<C1>,13233.397,15080.071,14351.035,14583.931,14757.771,13848.094,12938.733,12903.622,11193.717,10863.508,10808.468,10132.355,10416.632,10521.884,11409.808,11517.052,10873.92,8225.089,10590.706,10782.847,9696.467
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,831.586,839.192,745.532,830.065,827.165,808.119,966.7149999999999,946.424,1046.198,1047.228,1055.7849999999999,1030.9,1038.297,1164.302,1080.042,1122.473,1140.51,1170.168,1192.546,1109.347,1108.557
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Morelos<C1>,673.395,755.243,873.152,831.591,745.192,1110.349,1722.858,1606.864,1488.077,1745.327,1985.6290000000001,1947.288,1908.058,1772.655,1622.6709999999998,1607.373,1613.084,1428.663,1831.886,1407.454,1320.722
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Nayarit<C1>,28.57,31.558999999999997,29.653000000000002,30.431,32.767,29.895000000000003,30.889,34.949,32.675,32.464999999999996,32.008,33.558,35.263999999999996,34.942,30.375,40.909,46.563,42.238,48.504,45.774,43.283
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Nuevo León<C1>,2166.556,2316.407,2240.049,2358.29,2486.1929999999998,2021.272,1748.546,1791.996,1740.897,1699.482,1604.879,1612.783,1693.092,1587.622,1424.0249999999999,1552.95,1623.649,1489.264,1709.892,1614.5,1613.295
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Oaxaca<C1>,645.548,650.427,621.584,632.439,633.321,562.153,564.753,567.119,524.155,475.405,492.992,474.90599999999995,454.384,492.126,446.13800000000003,425.47,441.856,404.188,472.022,492.048,457.079
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Puebla<C1>,7129.483,7595.254,7263.679,7067.668,6750.179,6382.969999999999,6474.089,6927.318,7199.5960000000005,7360.101000000001,6751.887000000001,7071.027,7740.879,7563.137000000001,7611.2880000000005,7930.021000000001,7499.754,5440.905,7597.933,7819.927,7339.731
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Querétaro<C1>,2079.386,1873.597,1801.682,1825.969,1931.191,1774.424,1489.8780000000002,1497.643,1452.938,1468.971,1607.412,1527.753,1701.8339999999998,1721.723,1606.2440000000001,1819.8020000000001,1683.961,1377.334,1915.575,1623.408,1360.631
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Quintana Roo<C1>,34.444,36.57,33.95,36.904,37.348,36.080999999999996,34.137,40.328,39.349999999999994,38.144999999999996,38.234,41.224000000000004,45.473,49.796,42.259,47.359,46.559,41.123,50.01,44.343,42.402
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,1708.068,1815.859,1818.5569999999998,1979.084,1897.5130000000001,1870.9319999999998,1727.573,1813.091,1869.112,2029.2379999999998,2068.41,1988.4189999999999,1938.52,1814.317,1652.79,1654.973,1613.141,1554.786,1557.272,1567.165,1463.35
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Sinaloa<C1>,133.095,139.341,131.913,138.828,132.652,131.579,194.749,170.853,151.036,158.79000000000002,133.248,131.495,149.95299999999997,161.038,160.93099999999998,165.366,175.314,142.577,158.365,135.689,143.016
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Sonora<C1>,624.809,665.933,720.617,706.5219999999999,716.2370000000001,815.883,578.014,668.101,693.298,676.4259999999999,709.379,742.098,889.4169999999999,773.467,661.683,740.474,735.433,491.077,523.563,951.489,555.671
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Tabasco<C1>,213.70600000000002,247.56,227.432,248.866,270.824,255.73200000000003,252.606,270.099,249.31799999999998,228.415,235.088,231.426,211.551,224.753,207.03199999999998,229.969,233.473,231.009,220.695,219.103,217.276
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Tamaulipas<C1>,449.27099999999996,509.321,484.073,528.9639999999999,562.517,573.619,529.7660000000001,770.5500000000001,689.9490000000001,806.017,776.4780000000001,709.303,701.986,764.77,726.197,759.505,826.503,780.075,947.637,510.869,477.111
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Tlaxcala<C1>,2756.839,2362.911,2062.977,1898.527,1765.9099999999999,1683.5169999999998,1273.49,1520.5320000000002,1592.308,1635.156,2096.228,2192.143,2314.382,2484.7580000000003,2447.931,2611.964,2474.873,2017.084,2508.83,2502.163,2459.219
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,445.615,510.925,487.71000000000004,520.249,598.88,539.41,510.615,530.615,504.943,517.828,531.239,741.327,722.913,751.576,582.6700000000001,639.705,739.817,581.938,708.278,650.34,646.011
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Yucatán<C1>,1303.011,1211.479,1314.098,1453.183,1324.651,1153.855,1013.163,1054.557,1014.723,828.5999999999999,535.7900000000001,516.2909999999999,549.1229999999999,566.244,547.412,557.967,530.598,439.884,502.012,536.881,538.657
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Zacatecas<C1>,37.727000000000004,41.745999999999995,37.165,40.742,47.116,46.353,50.77,59.604,57.128,54.347,50.623999999999995,53.924,52.393,51.62,48.628,54.74,60.216,55.265,59.695,55.995,55.185
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,NA,6.664727108342,-3.568168413085,1.923048905549,-1.464146814997,-6.576041079036,-5.369929007014,4.819775247564,-3.765857848051,2.695724560881,-1.861918039934,1.420997020111,5.345464958239,1.671004375347,-4.598450394655,4.058815597133,-2.914624145757,-17.703727176812,23.238573428505,-2.0597799918,-6.792927349583
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Aguascalientes<C1>,NA,-7.739631375866,10.365935500084,-11.159354101682,-8.433282266661,-13.42056128275,-12.674209067413,18.913233710285,-20.494990306101,0.725116532612,11.921255389835,10.881398616857,10.570927635034,8.578815279631,-1.26437395105,3.683726852825,1.846230492058,-3.601209266875,19.134075121956,7.662486085711,-6.847213420939
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Baja California<C1>,NA,15.567434114756,7.071584475889,17.651066969588,5.745817107861,51.932189542484,-4.511900387468,1.752108140352,-5.655306994034,21.050075826377,4.889818225874,6.072475448801,11.414584805397,10.123010072622,-11.38673126925,5.793194113475,4.145155114595,-13.972514741561,2.946501323202,30.049261458288,-1.860044444626
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Baja California Sur<C1>,NA,8.402560261474,-11.78391959799,10.524067217317,16.956577760598,-8.05332158202,-2.767792954709,0.714725816389,-5.56711121987,-1.308629178544,4.936326637784,0.813211560115,9.555721022586,7.113729043951,-15.291878172589,9.138576779026,6.245710363761,-1.15202411714,0.065352358131,-3.918580603026,9.856123258185
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Campeche<C1>,NA,44.843457831903,-17.788811651771,47.729102915123,-3.971109294086,-12.65007237533,-45.275539381336,5.599097494359,0.820916502671,24.281969773019,-15.903073816469,6.312363267702,-3.197149166834,-12.744335562814,-9.893635985501,10.491954629385,18.287078484035,-21.383520863818,8.471856748604,3.088574640554,-0.390288698846
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,NA,6.841487484545,-5.168036728655,-5.673421273542,-2.181276316681,-5.168502537477,-21.909053147511,6.38867560003,3.146397282567,14.905566684536,-3.493543924542,10.297075047324,6.562495098071,2.791029532544,-4.74786909233,11.832289924643,-10.770179729032,-13.407509555997,47.218738150104,-9.629118267325,-10.044110542527
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Colima<C1>,NA,10.219033232628,-5.276502432673,-1.070679302612,3.444241316271,2.226777887742,2.219763501833,6.521445000677,-7.220881493713,-4.223423916764,-8.519153802173,3.828125,28.457486832205,2.489456419869,-2.040349774247,0.624270711785,-1.020467327651,-1.610919102572,9.22838771136,-2.267524255969,-0.329057445622
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Chiapas<C1>,NA,7.471480742442,-6.306598237901,6.675484431815,6.489955968367,-4.909116342601,2.839144016684,13.322086096059,-13.802333740482,-4.74726069878,-6.749595304629,-1.93670081997,6.416855804938,10.594303238697,-12.314188479476,1.818390903733,4.094665311347,-11.90432058301,10.304569830395,-3.184070343576,-0.042767694533
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Chihuahua<C1>,NA,13.357355248241,22.795199628254,-1.027768675267,-7.905925184006,3.376595635863,11.768857251367,-3.709374202586,-7.297570631246,14.227687335373,2.194988974621,6.594334719335,8.593892850613,0.294770336023,4.220444138332,5.956019627604,-5.659811014782,-3.588089699143,4.860377455529,-5.514047722201,1.832810641289
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Ciudad de México<C1>,NA,20.409291681848,-6.101078692979,-0.827270131734,-8.330796812352,-22.253709069967,-3.24214902287,18.708779479924,-3.052037170331,-2.272907438977,-9.853493498444,8.321335551176,4.677287537772,4.958391782422,-45.753795114818,-2.182671783685,-1.101392280847,-20.991409296834,12.554375954954,-17.526600778846,-2.901742431419
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Durango<C1>,NA,21.103103171486,23.412941848412,-13.599355513275,-19.136892362833,-3.339821069332,-17.537521785479,13.237029209287,1.952505640069,5.323214190498,5.397583448648,-3.837871158326,8.405830884373,1.347760643853,-8.822392798418,44.10195465727,2.380114766862,-6.247113033878,26.462459142473,-0.870891416517,4.485216232668
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Guanajuato<C1>,NA,-3.958574755578,0.296961851824,11.437006661726,7.360805479502,-12.592033469298,1.464389370701,9.77030012889,4.417565607568,14.900423172053,-0.670976987476,3.207952966394,6.708119282137,7.439630472155,8.298683427491,0.593322126337,-0.598368151598,-6.487074626866,5.170073065165,-5.417002438806,3.808837375577
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Guerrero<C1>,NA,9.421406357819,-1.682821057724,9.5712151832,-3.299038515513,-18.576321223329,13.689045504542,21.401248779439,-15.641349183509,6.104686761953,5.211004031294,18.840795474135,-1.709007232951,14.524232768741,-10.319984536717,2.031245917914,13.438272158138,-9.942949365446,28.771045986303,1.85346484548,-7.064438456688
