Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022<R>,2023<P>
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,339625.9219999999,352718.35599999997,364001.13200000004,374753.89099999995,387840.56299999997,400856.25299999997,383739.94899999996,381188.168,398299.26,406018.4980000001,408192.397,411067.479,425986.112,435970.69700000004,431938.25999999995,435679.59900000005,438280.20200000016,432002.79,454238.14099999995,483995.47800000006,511274.51100000006
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Aguascalientes<C1>,3092.56,3082.43,3125.34,3281.606,3646.025,3918.982,3699.718,3811.124,3735.907,3905.72,4130.424,4176.989,4330.351,4514.721,4297.175,4359.738,4646.032,5198.477,5097.871,5445.16,5553.376
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California<C1>,8630.735,8832.757,9225.627,9381.315,9436.579,10182.597,8596.205,9073.092,9667.519,9661.434,10297.382,10332.369,11192.276,11234.091,11780.455,11084.206,11835.042,11614.898,13110.777,14363.853,15245.217
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California Sur<C1>,1458.73,1478.918,1675.059,1653.106,1940.723,2151.008,1809.846,2173.456,2266.849,2421.564,2328.979,2386.406,2270.88,2381.758,2362.634,2296.697,2668.436,2506.858,2915.245,3078.439,3120.755
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Campeche<C1>,2880.022,2838.219,3293.197,3373.305,3319.618,3589.919,3488.976,3409.491,4026.394,4215.153,4085.518,4040.488,3978.876,3682.817,3577.554,3704.451,3878.977,3633.403,4402.464,4742.371,5106.929
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,5849.018,6191.525,5913.131,6850.832,7194.797,7627.127,6743.232,6831.934,7815.992,8515.912,8735.947,8115.864,8709.398,8970.477,8212.635,8041.884,8014.539,8852.774,9788.506,10297.92,10668.126
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Colima<C1>,1143.328,1268.194,1376.418,1519.386,1513.236,1772.642,1638.696,1513.325,1613.514,1719.327,1849.92,1754.351,1811.088,1713.212,1718.553,1835.083,1755.779,1723.476,1911.732,1939.406,2042.843
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chiapas<C1>,2098.768,2302.634,2685.709,2583.633,2614.846,2825.055,2721.031,2750.195,2814.389,2750.242,2610.23,2413.773,2822.94,2497.26,2535.027,2484.954,2716.484,2848.006,2804.617,2923.305,3106.417
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chihuahua<C1>,5587.295,7162.816,7452.528,8518.193,8251.008,8250.605,7258.026,6691.306,7024.109,7241.28,7759.699,7501.81,7573.816,8169.315,7529.994,8169.644,8008.121,8367.869,8939.237,9424.317,9806.491
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Ciudad de México<C1>,164641.5,167701.123,171250.191,176419.178,179809.376,177666.271,175442.101,177436.635,179657.18,178935.312,180152.138,182130.192,191920.6,195927.485,188416.995,189600.069,193165.097,174481.306,179685.489,203447.778,215706.991
