Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022<R>,2023<P>
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,1269484.2780000002,1291603.669,1298595.359,1288184.4760000003,1273162.0670000003,1214802.507,1169413.1379999996,1191734.3800000001,1198964.9049999998,1220716.1149999998,1220760.496,1200782.398,1144886.076,1102587.1530000002,1013837.3710000002,948326.5819999999,897385.9299999999,893556.6929999999,916472.597,954107.17,955407.751
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Aguascalientes<C1>,1111.012,1087.289,942.378,1000.801,1170.899,1326.835,1781.271,1783.775,1842.538,1704.442,6648.776,5661.547,6112.092,6345.599,6390.066,6072.333,5769.976,5265.706,5588.816,6153.519,6841.092
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California<C1>,1381.275,1345.413,1277.993,1196.267,1297.229,1281.807,991.091,1139.572,1178.856,1152.683,1595.405,1712.761,2110.794,2232.455,2163.852,1825.95,1460.015,1568.884,1573.288,1452.138,1816.187
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California Sur<C1>,2286.052,2870.645,3010.529,3143.954,3235.134,3260.182,3332.88,2706.172,2967.3,3360.913,3876.451,3868.596,5015.543,6001.747,5952.089,5811.852,5375.707,5289.987,5264.861,5448.216,5238.063
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Campeche<C1>,862529.479,864124.162,838681.453,800409.809,745871.4480000001,683379.672,611787.413,581957.4210000001,564790.292,541472.868,541344.167,534809.646,535029.6020000001,506378.52,451178.70399999997,424954.549,403372.021,381161.692,361089.045,336253.098,306408.473
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,21008.895,19167.824,23020.457000000002,23481.251,24399.938000000002,26056.905,25811.941,31660.908,33202.603,32672.396999999997,31176.502,31587.083000000002,28359.293999999998,29205.979000000003,30194.557999999997,26973.249,27297.321,20892.601,22562.273999999998,22554.016,13215.582
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Colima<C1>,3843.219,3827.359,3749.185,3688.678,4330.358,4208.654,3905.275,4498.362,3986.019,4630.549,4486.618,4350.362,3821.885,3547.381,4092.824,3990.997,3735.293,4307.697,4592.473,4491.788,4756.876
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chiapas<C1>,20130.131,16909.471,14977.185,14394.077000000001,13726.605,14335.047999999999,15979.025,18378.628,18143.364,18342.096999999998,19147.256,18187.498,14914.274,11041.951,7632.209000000001,6001.67,5152.613,6991.307,8679.865,10304.748000000001,8756.824
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chihuahua<C1>,12012.469,10387.372,13813.02,16536.301,16272.297,16439.203,15793.727,13389.495,12264.051,12852.995,13925.891,14222.542,10950.78,12504.972,11445.395,14321.679,14369.143,13978.685,14309.86,14161.91,16365.428
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Ciudad de México<C1>,219.279,209.31,201.709,230.049,219.036,200.21,193.254,160.978,185.184,221.143,193.751,199.549,187.809,208.498,197.534,179.902,172.448,166.158,192.414,239.529,237.256
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Durango<C1>,10287.095,10710.841,12380.459,12290.07,14741.098,12605.528,11393.738,14693.43,17084.975,20894.576,22557.863,23308.837,23172.695,18863.069,19060.825,21970.16,19332.808,20736.125,22906.438,24188.341,22100.046
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guanajuato<C1>,4736.734,4692.813,6222.054,6107.063,5635.458,6234.963,3968.781,3547.587,2933.562,3642.668,3294.854,3155.949,3606.171,3266.769,3643.437,3488.236,2697.383,2177.75,2286.711,2023.487,1948.099
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guerrero<C1>,2531.988,2600.121,2720.85,2689.007,4100.292,6055.73,5137.708,5176.981,4536.698,5795.835,5353.465,5263.069,5379.154,6900.114,6338.715,6986.04,7628.056,6413.881,7926.845,8147.227,9629.743
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Hidalgo<C1>,3039.709,3245.573,3191.009,2802.41,3662.895,5004.458,4426.548,4597.045,3396.43,4968.453,4116.624,5243.507,4994.404,5259.071,5124.277,4809.217,4557.642,4728.262,4717.957,5499.057,5327.852
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Jalisco<C1>,3508.826,3169.513,3432.646,3179.608,4077.717,4628.086,5258.442,7996.259,9907.924,10699.826,14605.369,13328.427,9191.804,11081.118,12168.435,8001.747,7053.176,10339.979,10127.277,10504.72,4526.642
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|México<C1>,4095.385,3930.254,4027.835,4070.157,4241.874,4097.495,3983.099,4207.457,3985.801,4314.198,5350.982,5455.486,4843.739,5666.36,5562.692,5607.808,4972.811,5055.439,5428.095,4853.067,4692.356
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,10767.023,12135.419,9884.991,10583.368,11784.795,11923.557,10459.743,12195.138,11439.32,13091.648,10624.096,8630.065,7133.24,6205.055,5901.884,5633.913,5350.583,5957.118,6023.01,5737.421,5553.613
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Morelos<C1>,675.989,580.244,707.681,441.686,402.692,361.81,390.45,391.232,331.893,270.43,275.679,318.536,778.029,613.688,596.768,591.311,298.014,324.847,345.941,403.336,381.479
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Nayarit<C1>,1738.085,2795.034,3053.343,2549.405,2641.871,2589.996,2321.804,1964.788,2035.27,2283.946,2272.133,2234.85,2027.879,2075.517,1985.537,1621.055,1606.641,1429.668,1962.13,1933.598,2069.961
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Nuevo León<C1>,11590.216,11820.465,12528.997,11961.228,12573.105,11914.639,13164.975999999999,14077.063999999998,13510.836,12701.054,14300.29,14032.452000000001,14646.654,11645.23,10355.521999999999,11616.583999999999,10483.656,10161.795,10638.821,11527.047,12982.132000000001
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Oaxaca<C1>,513.868,592.078,886.446,1236.833,1234.156,1311.508,1167.602,1217.982,1377.238,1743.032,2216.061,2285.027,2607.694,2515.784,2661.682,2647.346,2455.264,2064.679,2356.655,2598.233,2920.352
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Puebla<C1>,3735.8529999999996,4982.039000000001,5175.5380000000005,6103.098,5162.2,5605.456,6101.892,6829.235,10161.515,12644.037,13313.64,10023.056,9345.761,9079.719000000001,8003.043,6455.004999999999,6280.491,5373.956,5015.436,5004.838,4691.574
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Querétaro<C1>,2957.618,3359.706,3288.636,2753.213,2961.396,2769.085,2793.887,2642.38,2893.967,2929.977,3350.871,3402.516,3222.346,3700.892,3801.527,3940.128,3750.324,3763.073,3440.555,3566.48,3837.712
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Quintana Roo<C1>,3244.423,4521.305,3520.567,4674.903,3125.757,3467.623,3607.482,2750.319,2010.982,1313.625,2722.924,4030.238,4017.844,3685.93,3602.734,4057.41,4167.415,4802.722,4096.616,2105.971,60.856
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,12667.795999999998,13281.29,13311.391,13549.483,13908.961000000001,16843.907,16248.131,15233.63,14389.116,15676.743,17485.124,13876.407,11554.921,13007.375,12709.247,12786.329,12683.628999999999,12427.958,13015.139,13149.377,13210.517
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Sinaloa<C1>,3230.526,3568.138,2756.575,2276.889,3163.044,3576.007,3562.051,3759.771,3612.884,3225.991,3196.584,3063.806,3732.269,4199.621,4140.939,4243.07,3355.477,2868.083,3050.704,3116.611,3115.214
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Sonora<C1>,35269.368,39584.567,43196.281,37934.454,42364.661,34762.491,32401.736,35727.236,51902.345,59638.699,64734.609,62637.251,76020.978,88980.034,87517.259,84590.143,86409.723,81313.889,82985.025,83495.523,79915.457
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Tabasco<C1>,160120.87300000002,169038.47100000002,187628.288,210956.37300000002,228178.826,235995.53399999999,259481.856,276638.31,284261.044,297757.802,294870.234,286695.773,245500.547,235757.937,216298.486,187670.965,165401.061,192042.776,214546.20599999998,276723.031,316810.351
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Tamaulipas<C1>,18933.786,20874.86,23145.865999999998,24683.277,25390.502,23767.285,22872.964,25535.69,23469.305,24434.058,24362.206000000002,22990.036,21574.323,17119.6,14435.934,15371.064,21670.036,20975.743,21056.987999999998,12623.465,17597.755
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Tlaxcala<C1>,356.125,418.423,392.075,405.635,462.367,436.341,403.47,431.679,408.826,600.886,458.53,418.148,218.886,298.848,387.575,417.329,453.859,439.931,457.424,663.128,596.584
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,42529.617999999995,47387.407,47875.693,53700.256,63075.256,61001.084,61801.922999999995,67373.341,66068.43699999999,73581.261,62378.854,63466.404,53349.564,48642.916,42632.49,41533.58500000001,39615.024999999994,37791.56,47199.994,48601.902,47238.926999999996
