Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022<R>,2023<P>
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,355500.33300000004,369183.307,349988.351,378814.687,399360.26,403941.57900000014,381684.33100000006,393368.271,374888.21499999997,409885.01,435956.727,453886.71400000004,461253.37400000007,483714.69700000004,502630.5819999999,516354.555,515043.971,514807.51199999993,528198.9770000001,536517.6790000001,519806.25399999996
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Aguascalientes<C1>,2359.205,2283.482,2158.049,2203.462,2087.767,2408.309,1930.229,2467.069,2122.698,2298.739,2542.346,2419.497,2471.495,2498.213,2818.527,2857.152,2860.816,3024.153,3248.161,3125.004,3092.901
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California<C1>,10709.098,13282.475,13568.364,12563.666,11459.507,11249.034,14133.146,13625.314,12664.103,13207.847,14799.794,13793.459,15040.065,14124.594,15693.776,15989.574,16259.027,13811.829,14555.536,16820.431,17349.114
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California Sur<C1>,2815.762,2586.204,2993.868,2563.529,2896.407,2466.451,2468.989,2924.304,3052.271,3351.023,3649.511,3891.599,4159.296,4259.963,4418.067,4594.255,4873.661,5274.611,6077.517,5901.153,5828.165
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Campeche<C1>,1365.689,2016.742,1984.994,2589.295,1634.354,1874.91,2254.277,2863.379,2389.213,2522.029,2764.487,3361.08,3324.884,3980.593,4120.545,4155.544,4096.36,4321.339,4503.977,3690.154,3998.817
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,4490.088,5232.043,5400.7,5214.123,5704.066,4846.282,5843.836,6036.028,6807.73,5694.668,5093.971,5865.773,5549.141,5499.7,6007.548,6251.057,6569.841,6216.277,6027.559,6181.938,5530.212
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Colima<C1>,5775.549,5946.888,5554.967,6247.05,6421.015,6826.058,5194.195,5374.047,5989.245,5057.295,5053.472,4653.397,4624.536,5301.86,5594.275,6027.418,6075.042,6232.585,6261.069,6888.918,6733.534
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chiapas<C1>,16788.151,14612.449,13667.315,14199.622,14395.785,14230.571,13965.914,14431.552,14236.189,14154.299,14535.69,13163.53,13196.898,13430.097,13622.13,13865.023,14087.235,14237.232,14684.079,14672.87,14225.165
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chihuahua<C1>,19924.246,21199.469,21646.358,24989.34,25348.265,23675.272,25982.994,27366.943,29919.428,25784.695,33957.078,35905.981,38367.102,36464.455,39114.42,40155.687,38272.108,36222.567,36219.771,40985.996,41017.95
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Ciudad de México<C1>,1340.66,1305.954,1360.21,1406.901,1375.827,1283.588,1366.925,1363.045,1406.273,1424.484,1244.268,1234.345,1252.206,1244.647,1137.555,1210.168,1252.675,1232.781,1231.218,1200.489,1120.891
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Durango<C1>,7447.315,7656.905,5098.225,8043.216,6669.959,7079.231,7418.996,6568.561,4820.801,7305.94,8123.699,8727.929,7448.794,7855.238,8620.144,8062.617,7342.259,6971.66,8798.442,8090.308,7033.983
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guanajuato<C1>,20186.083,22094.104,18267.259,17242.53,19397.3,20303.99,19540.457,19846.715,18849.398,18660.609,21745.042,22011.043,21128.161,21952.071,25497.479,27346.372,27285.992,27670.433,30626.548,29576.111,28392.917
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guerrero<C1>,9685.321,9175.044,9598.402,10221.791,10259.199,11000.385,10292.247,11158.952,10703.475,10449.497,9316.919,10573.914,9643.478,11237.876,11607.702,11623.007,11334.026,12606.392,12710.634,12865.058,12247.535
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Hidalgo<C1>,6494.726,6452.894,6185.146,7163.229,6628.238,7024.057,6147.906,6779.935,5384.178,7430.569,7807.122,7308.377,7348.023,7285.546,7045.609,7099.286,6460.671,6441.565,6380.575,6143.4,5801.052
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Jalisco<C1>,29360.455,36003.578,34030.475,35670.423,40532.572,42381.606,31588.64,36073.251,36643.53,41912.273,43048.603,53498.394,49429.445,49911.429,50517.928,52405.082,53583.539,54716.275,52518.098,56215.55,53910.316
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|México<C1>,16854.816,16149.989,14524.101,16235.604,19031.584,17607.312,14049.942,15822.826,12246.316,14793.116,16991.407,18680.719,19082.62,20865.583,20234.297,19089.733,18991.339,20036.57,20120.363,18621.53,18060.366
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,35942.632,34300.427,34193.299,38533.73,40916.236,43737.222,41222.65,39944.864,44348.033,47356.481,48346.021,53979.284,53805.932,63313.078,69086.17,70832.88,70744.534,68467.113,73454.78,74403.272,81638.709
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Morelos<C1>,5425.746,5480.732,6016.696,6073.818,6626.126,5451.216,5822.941,5956.063,5364.37,5445.719,6156.916,5835.715,5383.821,6124.04,6372.458,6871.66,6979.113,7288.132,7458.502,7395.369,6958.148
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Nayarit<C1>,5936.478,7169.882,7124.394,7281.264,8319.011,9443.514,8359.426,8072.502,8918.471,9071.638,8328.751,7435.007,7612.596,8232.101,8290.165,8006.972,9001.681,9071.128,8812.753,8953.391,8083.701
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Nuevo León<C1>,5367.257,4749.109,3687.973,3838.951,4019.389,3933.059,3813.554,4349.895,3343.644,4020.816,4085.87,4045.865,3680.046,3410.563,3593.492,3546.059,3888.387,3582.485,3139.37,3268.166,3099.903
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Oaxaca<C1>,10334.975,9695.374,9036.987,10350.757,10092.753,10453.966,11222.51,11047.784,10351.774,10775.043,11504.313,10806.384,10546.72,11347.877,11053.323,11913.692,11857.256,12623.915,13270.173,12884.757,12432.126
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Puebla<C1>,10721.203,11677.772,11342.431,11931.597,12604.658,12953.174,11058.028,11973.82,10668.067,13000.836,12930.512,12361.554,14682.976,14608.259,14894.994,15674.991,15492.493,16048.969,16813.845,15243.491,15991.974
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Querétaro<C1>,2245.951,2291.183,1544.643,1935.473,2602.951,2551.003,2265.529,2959.505,2279.82,2752.331,2910.548,3237.947,3657.627,3295.496,3501.893,3698.137,3477.131,3707.804,3439.874,3362.298,3504.213
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Quintana Roo<C1>,1364.292,1387.544,1591.4,1955.566,1438.017,1245.558,1426.032,1928.787,2053.667,1987.188,2037.963,1808.861,1815.558,1834.903,2066.988,2610.884,2017.471,1886.569,2845.964,2829.955,2545.251
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,9108.159,8695.378,8658.369,8074.808,8860.625,9698.367,8778.967,9721.891,7958.833,8352.137,10303.804,12017.869,11943.503,12430.37,12769.775,13539.73,12440.892,12851.466,15343.118,14957.054,13965.97
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Sinaloa<C1>,27912.598,34023.909,30904.995,37053.78,39630.933,39209.732,35934.113,30958.6,28253.186,34788.651,35394.418,34702.889,40967.645,44792.851,43470.652,44867.827,47216.385,44051.97,43312.734,43432.816,36525.486
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Sonora<C1>,19859.087,17073.839,21422.162,19275.247,23755.476,24338.423,23265.794,25793.611,24499.65,29277.953,27910.449,27457.4,30574.47,33064.661,36514.956,38332.574,39124.407,39315.046,38072.928,39844.451,37519.038
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Tabasco<C1>,5367.319,6238.689,5089.326,5614.132,4795.169,4647.76,4480.742,4559.659,4033.38,4949.562,4875.466,4825.816,4993.797,5083.496,5440.016,5579.83,5275.977,5332.682,5513.606,5439.389,5153.732
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Tamaulipas<C1>,14767.023,16379.356,14592.422,14689.53,16819.42,15879.321,16507.647,17527.173,14708.535,16303.52,15913.637,18893.336,16756.473,18441.568,16745.219,15232.972,14367.289,13643.043,12308.048,15109.215,13213.745
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Tlaxcala<C1>,2624.628,2016.377,2404.765,2564.296,2259.905,2762.221,2346.003,2759.999,1291.626,2861.894,2479.971,2610.682,2772.257,2737.859,2672.018,2755.815,2932.937,2600.19,2903.614,3038.87,2858.776
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,29952.362,31129.062,27527.343,30236.811,31261.673,31454.514,31396.87,30548.514,29776.268,31807.508,35266.736,32752.829,34094.853,33339.738,34514.426,35938.716,36300.721,37980.319,39632.606,38567.322,37096.014
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Yucatán<C1>,1422.191,1959.429,1872.926,2032.38,2020.902,1877.898,1539.197,2012.761,2055.487,2012.683,1952.945,1869.794,1783.183,1691.366,1840.365,1864.683,2002.859,1963.908,2264.002,2411.632,2530.658
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Zacatecas<C1>,11551.268,8917.025,6939.787,10818.766,9495.171,10047.575,10065.635,10550.922,7748.556,11073.967,14884.998,14156.445,14115.773,14054.606,13753.67,14355.158,12579.847,15376.504,15649.513,14397.321,12345.892
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,NA,3.848934228706,-5.199302253393,8.23637012993,5.423647420513,1.147164467491,-5.510016585839,3.061152646583,-4.697902032876,9.335261445869,6.360739320523,4.11279053391,1.623017324098,4.869627902169,3.910545848062,2.730429363329,-0.253814745568,-0.045910449071,2.601256719813,1.574918233891,-3.114794843508
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Aguascalientes<C1>,NA,-3.209682922849,-5.493058408168,2.104354442369,-5.250601099542,15.353341632472,-19.851273237778,27.812244039438,-13.958709707754,8.293266399648,10.597418845724,-4.832111758195,2.149124384118,1.08104608749,12.821724969008,1.370396664641,0.128239589633,5.709454924749,7.407297183707,-3.791591611376,-1.027294685063
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Baja California<C1>,NA,24.029820251902,2.152377474831,-7.404709956189,-8.788509659521,-1.836667144581,25.638752625337,-3.593198570226,-7.05459705369,4.293584788437,12.053039378788,-6.799655454664,9.037660531706,-6.086881938343,11.109572423816,1.884810895733,1.685179354997,-15.051318876585,5.384565650212,15.560368233777,3.143100197611
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Baja California Sur<C1>,NA,-8.152606647863,15.763025654589,-14.374013817577,12.985146647454,-14.844460740497,0.102900888767,18.441353930698,4.375981430111,9.787859597002,8.907369480902,6.633436643978,6.878843375178,2.420289395128,3.711393737457,3.987897874795,6.081638916429,8.226875032958,15.222089363557,-2.901908789395,-1.236843037284
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Campeche<C1>,NA,47.672127402359,-1.57422218608,30.443467335418,-36.880347739443,14.718720668839,20.233877892806,27.019838289616,-16.559666044907,5.558985322782,9.613608725356,21.580604285714,-1.07691575327,19.72125944845,3.515858064364,0.84937793423,-1.424217864135,5.492168657052,4.226421486488,-18.068986586743,8.364501860898
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,NA,16.524286383697,3.2235400206,-3.454681800507,9.396460344338,-15.038114916623,20.583903289161,3.288798658963,12.784930752475,-16.349972751563,-10.548411250665,15.151283743076,-5.397958632221,-0.890966728003,9.234103678382,4.05338417604,5.099681541858,-5.381621868779,-3.035868575355,2.561219226556,-10.542422133642
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Colima<C1>,NA,2.966627068699,-6.590354484564,12.458813886743,2.784754404079,6.308083690818,-23.906374660163,3.462557720686,11.447573867516,-15.560392002665,-0.075593770978,-7.916834208243,-0.620213577307,14.646312624661,5.515328582799,7.742611866596,0.790122735805,2.593282482656,0.457017433376,10.027824322013,-2.255564661969
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Chiapas<C1>,NA,-12.959747621998,-6.46800546575,3.894744505413,1.38146635171,-1.147655372736,-1.859777798094,3.334103303228,-1.353721346117,-0.575224169895,2.694524115959,-9.439937147807,0.253488236058,1.767074353382,1.429870536304,1.783076508593,1.602680356174,1.064772469544,3.138580589261,-0.076334375482,-3.051243553579
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Chihuahua<C1>,NA,6.400357634613,2.108019781062,15.443623356871,1.436312443626,-6.600029627274,9.747393820861,5.326364621414,9.326891205934,-13.819558983547,31.694704940276,5.739313023341,6.854348304813,-4.959058414159,7.267255194134,2.662105177579,-4.690690511658,-5.355181899048,-0.007718944933,13.159180382449,0.077963214557
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Ciudad de México<C1>,NA,-2.588724956365,4.154510802065,3.432631725984,-2.208684193131,-6.704258602281,6.492503825215,-0.283848784681,3.171428676236,1.294983264274,-12.651317950921,-0.797497002254,1.447002256257,-0.603654670238,-8.604206654578,6.383251798814,3.512487522394,-1.588121420161,-0.126786509526,-2.495821211191,-6.63046475228
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Durango<C1>,NA,2.814302872915,-33.416635050324,57.765026062993,-17.073481552653,6.13604971185,4.79946197546,-11.462939190155,-26.607958729469,51.550333647873,11.193070296225,7.43786789737,-14.65565313375,5.456507456106,9.737528003607,-6.467722580968,-8.93454321345,-5.047479256725,26.202970311232,-8.048402205754,-13.056672255247
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Guanajuato<C1>,NA,9.452160679216,-17.320661657065,-5.609648387862,12.496831961435,4.674310342161,-3.760507171251,1.567302136281,-5.025098612037,-1.001565142823,16.529112206359,1.223271953211,-4.01108661684,3.899582173763,16.150676626365,7.251277665529,-0.220797113416,1.408931733177,10.683298667571,-3.429825000193,-4.000505678383
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Guerrero<C1>,NA,-5.268560536094,4.614234002584,6.494716516353,0.365963264168,7.22459911344,-6.437392873068,8.42095025508,-4.081718426605,-2.372855544578,-10.838588689963,13.491530837609,-8.799352822427,16.533433269615,3.290888776491,0.131852109918,-2.486284315238,11.22607271238,0.826897973663,1.214919727844,-4.800001678966
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Hidalgo<C1>,NA,-0.644091836977,-4.14927007944,15.813418147284,-7.468573181173,5.97170771478,-12.473574744624,10.280394657954,-20.586583794682,38.007491579959,5.067619989802,-6.388333626655,0.542473383625,-0.850255912373,-3.293329010619,0.761850395047,-8.995482080874,-0.295727796695,-0.946819600516,-3.717141480196,-5.572614513136
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Jalisco<C1>,NA,22.62609009295,-5.480296986038,4.819057036377,13.630757897096,4.561847197854,-25.466156237685,14.196910661554,1.580891614122,14.378371843542,2.71121062797,24.274402121713,-7.60574046391,0.975094905476,1.215150541973,3.735612434461,2.248745646462,2.113962648119,-4.017409810884,7.040338741894,-4.100705231915
