Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022<R>,2023<P>
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,1471667.6939999997,1530047.6930000002,1565135.1880000003,1634946.5140000002,1691003.495,1748076.31,1754258.7759999998,1807199.1900000002,1859961.3639999998,1907280.395,1926049.7710000004,1969082.3000000003,2017486.1070000005,2057143.5269999995,2085521.084,2120660.0939999996,2154506.3539999994,2146396.766,2248447.5909999995,2313743.1739999996,2369739.426
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Aguascalientes<C1>,12484.335,13091.782,13605.733,14222.947,14770.946,15344.613,15589.893,16117.695,16607.427,17174.515,17575.773,18034.122,18563.352,18804.489,18874.217,19084.332,19914.751,20552.442,21435.667,22126.75,22755.575
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California<C1>,42295.423,44492.081,46124.761,48836.164,51308.918,53839.772,54123.755,55685.182,57295.652,58691.558,59396.434,60688.113,62168.152,64450.135,66253.768,68628.587,69616.463,69673.325,72438.032,74207.747,76044.435
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California Sur<C1>,8762.519,9314.606,9633.525,10405.171,11090.573,11809.446,11682.837,12004.986,12358.46,12883.307,12947.255,13382.04,13861.867,14208.59,14428.669,14807.251,14991.686,14882.602,16100.435,17051.805,17721.734
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Campeche<C1>,9306.851,9662.004,9987.889,10347.962,10680.127,11003.732,11111.933,11499.155,11849.198,12234.724,12289.548,12705.985,13081.459,12916.323,12536.01,12394.61,12852.336,13117.185,13457.528,13754.686,13880.374
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,33310.299,34451.623,35395.561,36609.781,37674.149,38740.868,39308.889,40574.384,41802.389,42866.763,43311.338,44271.709,45341.457,45837.029,45958.984,46346.095,47821.341,48670.652,50804.825,52472.917,53384.947
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Colima<C1>,8235.033,8567.439,8819.811,9324.97,9787.599,10271.404,10415.703,10771.911,11073.882,11431.315,11516.11,11790.368,12107.824,12309.288,12442.158,12613.017,12846.082,12889.576,13596.421,14148.722,14387.072
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chiapas<C1>,27197.131,28188.496,29126.079,30512.503,31809.772,33210.471,34033.67,35305.842,36422.931,37787.614,38266.786,39301.782,40518.19,41077.64,41223.526,41606.694,42625.469,43236.628,45062.272,46478.507,46800.873
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chihuahua<C1>,42317.478,43660.352,44591.199,45672.783,46534.216,47388.607,47881.748,49220.26,50687.354,52038.491,52627.255,53780.976,55124.68,56299.345,57056.751,58120.833,59007.786,59253.291,61424.983,62896.644,64053.91
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Ciudad de México<C1>,267512.932,281935.27,284608.321,298852.591,306107.684,312772.918,301370.901,306907.686,314881.632,318737.512,321245.312,326990.303,332737.759,339276.963,346844.923,351678.583,355330.381,340812.143,368229.789,381869.374,402051.402
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Durango<C1>,18479.333,18946.376,19326.9,19808.031,20207.256,20613.508,20992.818,21685.99,22350.571,23055.116,23304.856,23886.139,24533.628,24966.043,25192.44,25556.016,25866.723,25880.212,26870.142,27569.39,27818.358
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guanajuato<C1>,58281.922,60543.113,62076.506,65508.21,68495.229,71602.156,72202.232,74534.306,76748.011,78895.054,79673.622,81526.613,83636.181,85017.497,85852.004,87011.1,88719.127,88887.768,92617.689,94998.726,97075.946
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guerrero<C1>,29867.217,30631.761,31240.532,32442.168,33550.84,34723.541,34949.583,36164.241,37215.424,37815.836,38261.948,38969.152,39800.352,40408.641,40767.137,41360.545,41437.846,41116.578,42753.142,44273.146,45047.358
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Hidalgo<C1>,23807.771,24584.23,25272.05,26440.803,27541.892,28708.055,29339.327,30406.935,31376.464,32386.568,32787.714,33600.599,34560.236,35900.81,37008.668,38314.736,38505.702,38343.905,39699.625,40678.375,41278.92
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Jalisco<C1>,108904.256,112442.711,115139.251,119618.101,123665.825,127783.976,129646.222,133863.343,137960.924,142049.649,143402.409,146875.971,150860.501,154339.673,156558.679,159994.438,163124.035,164689.434,169590.368,172642.697,176187.078
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|México<C1>,201998.331,208573.006,214570.803,223498.702,232051.103,240887.966,246381.525,255312.209,262878.967,269277.112,271783.953,277286.059,283712.05,290557.079,295286.129,301712.016,303039.516,301622.239,312587.631,320845.09,322883.15
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,43075.358,43965.081,44641.333,46492.491,48194.723,49964.988,50910.453,52634.311,54228.234,55327.228,55891.482,56911.083,58150.533,58892.47,59133.046,59727.825,60651.154,60971.706,63931.031,66257.802,66904.348
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Morelos<C1>,19454.84,20054.942,20568.658,21521.729,22420.635,23371.206,23847.893,24772.241,25556.457,26308.735,26609.59,27234.543,27985.397,28448.37,28714.864,29113.234,29521.245,29660.318,31011.131,32068.755,32503.352
