Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022<R>,2023<P>
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,88147.096,89249.46299999996,89006.40000000001,93426.609,97726.995,98589.957,95317.63100000001,99473.18500000003,99164.00000000001,102101.526,105629.34300000001,104272.788,107511.55300000003,111636.885,113278.88499999997,115524.743,113884.73400000001,66816.095,86528.41499999998,119866.097,125557.79400000001
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Aguascalientes<C1>,1002.147,1033.547,1050.294,1093.782,1152.156,1174.681,1137.081,1178.1,1199.177,1248.403,1295.004,1296.771,1353.228,1435.806,1483.409,1521.748,1521.882,902.76,1166,1662.373,1749.021
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California<C1>,5808.803,5938.925,6003.927,6278.864,6593.081,6733.8,6516.652,6742.151,6941.481,7191.592,7452.387,7462.971,7767.863,8162.786,8416.964,8653.321,8573.192,5067.366,6614.591,9628.834,10177.621
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California Sur<C1>,1099.447,1107.758,1134.963,1214.904,1370.204,1377.626,1318.39,1348.354,1319.294,1369.6,1400.287,1311.412,1351.868,1406.17,1416.409,1426.801,1473.686,1003.958,1065.045,1708.383,1830.188
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Campeche<C1>,116.375,116.16,114.739,124.505,132.48,132.14,128.469,135.552,131.923,137.174,145.199,141.757,142.406,144.483,145.418,150.039,148.312,81.573,112.608,157.792,166.376
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,1188.107,1203.631,1185.724,1240.409,1397.36,1497.936,1523.097,1518.159,1615.821,1613.456,1639.201,1627.619,1574.446,1488.338,1538.612,1548.527,1432.129,857.551,1073.682,1652.569,1775.998
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Colima<C1>,204.514,204.005,200.401,217.331,233.404,236.359,233.056,243.503,240.08,245.453,255.298,248.807,251.975,257.797,259.5,264.32,260.365,137.627,189.07,266.804,281.307
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chiapas<C1>,269.44,273.033,275.011,294.112,313.27,322.314,311.452,317.236,324.888,332.449,341.157,343.12,356.208,360.176,369.742,375.226,369.615,218.395,281.937,378.58,392.065
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chihuahua<C1>,1305.661,1311.023,1291.28,1381.632,1452.09,1441.126,1395.838,1409.906,1398.213,1418.449,1455.976,1416.938,1444.642,1477.383,1478.672,1498.08,1447.78,735.022,1048.787,1419.305,1502.965
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Ciudad de México<C1>,29449.116,29593.36,29405.086,30488.966,31588.394,31586.263,30137.167,32075.622,31455.082,32165.777,33318.036,32775.427,33472.605,34249.436,34624.621,35424.595,34711.553,20472.984,25587.945,35757.959,37523.415
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Durango<C1>,257.901,257.635,253.963,271.715,288.694,289.875,283.401,290.817,288.286,292.956,303.019,295.339,300.403,307.671,309.638,313.731,307.379,159.339,219.46,307.959,324.335
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guanajuato<C1>,2348.79,2336.802,2353.243,2506.078,2638.775,2622.899,2604.158,2735.865,2723.294,2813.486,2872.195,2825.576,2916.983,3038.725,3068.22,3106.013,3029.117,1716.468,2243.786,3125.188,3235.257
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guerrero<C1>,685.017,688.621,675.456,720.448,773.943,767.098,760.146,784.274,772.731,812.078,799.739,777.372,776.343,792.301,813.158,819.032,800.973,457.615,561.856,833.571,877.327
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Hidalgo<C1>,1172.58,1189.37,1186.057,1249.935,1317.299,1350.485,1313.211,1364.299,1388.122,1437.806,1485.743,1480.809,1530.499,1610.508,1654.452,1692.994,1675.369,982.246,1268.04,1858.549,1946.885
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Jalisco<C1>,7864.724,8016.458,8052.09,8440.958,8926.045,9017.486,8638.801,8932.284,8990.198,9209.439,9464.12,9438.562,9779.31,10228.345,10495.791,10655.052,10568.833,6143.098,7831.652,11232.254,11767.164
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|México<C1>,5213.571,5237.798,5187.427,5549.201,5843.035,5910.805,5742.442,6133.731,6026.37,6136.835,6429.418,6307.567,6439.459,6649.722,6689.885,6843.74,6709.654,3735.489,4946.262,6705.236,7025.26
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,1342.915,1347.306,1330.397,1393.96,1468.316,1488.373,1443.13,1496.603,1507.683,1544.968,1593.102,1572.95,1624.231,1689.514,1720.451,1745.756,1716.042,980.649,1286.853,1831.358,1916.773
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Morelos<C1>,943.278,958.374,922.355,954.286,999.068,988.181,935.595,1021.177,950.125,896.181,895.383,876.491,896.917,922.074,883.59,876.217,892.592,508.974,574.075,821.622,964.9
