Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022<R>,2023<P>
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,400934.24799999996,422530.861,447179.8400000001,472475.4820000001,466732.9899999999,445304.58599999995,363481.1720000001,403732.67699999997,419652.43100000004,434705.8960000001,412624.12,449726.8030000002,453198.96499999997,450970.258,449258.74500000005,427987.15900000004,415687.88599999994,391866.1260000001,433092.91899999994,436684.5640000001,442053.562
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Aguascalientes<C1>,1617.989,1624.659,1751.5639999999999,1849.252,1858.211,1929.994,1493.732,1993.58,1864.623,1983.297,1769.045,2306.29,2732.605,2697.437,2483.1169999999997,2818.8,2702.306,2734.152,3034.448,3152.402,2946.95
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California<C1>,9326.491,9939.259,10587.509,11040.609,11485.764,10886.837,10087.771999999999,9905.098,9636.739000000001,10974.66,11832.636999999999,13427.151,14657.949,15367.112000000001,15617.061000000002,16720.982,17261.945,18505.312,22113.377,20597.331,21268.273
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Baja California Sur<C1>,194.641,186.968,189.338,219.884,252.089,249.923,209.077,199.877,190.692,159.868,131.53,155.452,184.616,156.265,150.765,141.637,196.015,244.168,240.754,207.176,202.726
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Campeche<C1>,98.922,104.695,126.82,141.086,153.453,175.459,171.644,163.877,167.805,116.864,87.539,138.871,136.836,84.629,60.883,74.125,90.028,99.6,115.429,139.36,152.391
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,104883.152,101968.42199999999,107159.577,119055.462,126696.739,115935.54699999999,77006.873,96020.027,100614.906,106154.128,95985.97899999999,105798.645,106367.438,102963.86,102597.029,99676.07699999999,94695.288,76748.692,86193.939,86730.929,72116.767
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Colima<C1>,429.915,467.07,360.421,372.591,383.791,380.349,290.409,331.986,368.629,310.924,196.90300000000002,162.65,137.712,153.452,153.878,164.167,165.399,146.379,141.704,137.17,137.502
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chiapas<C1>,663.801,713.125,721.475,782.07,755.339,781.058,772.931,867.944,923.433,747.53,594.58,674.656,693.93,673.904,621.65,502.671,472.788,393.734,423.1,391.426,372.472
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Chihuahua<C1>,6736.609,7144.2880000000005,8189.317,7761.107999999999,6725.592000000001,6132.772,5108.102,5401.816,5832.686,6579.272,6241.302000000001,7313.3060000000005,8129.146,8805.257,9597.774000000001,10000.006,9516.644,9113.697,10198.035,13111.423,12810.828
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Ciudad de México<C1>,32225.888,32988.549,32639.760000000002,33725.453,32662.875,30477.078999999998,24722.963,25411.262000000002,24070.402000000002,17900.717,17330.462,17629.206000000002,19546.677,17931.001,16022.014,13568.933,12918.265,11533.87,12883.536,15553.415,15075.507
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Durango<C1>,1298.049,1492.536,1873.2440000000001,2348.484,2904.181,3275.1009999999997,2670.02,2669.9970000000003,3478.982,3812.636,3516.174,3284.636,2757.7000000000003,2913.055,2521.819,2202.9539999999997,2120.01,1850.346,1935.332,2050.093,2273.273
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guanajuato<C1>,7715.996999999999,7684.597,11109.179,11666.295,11053.016,13020.577000000001,11893.921999999999,14671.63,15337.357,16571.054,22396.369,21984.127,23142.863,22325.504999999997,20646.318,21170.765,19792.293,17997.732,19920.218,19676.451,20743.933
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Guerrero<C1>,579.664,577.919,646.059,704.7909999999999,729.33,727.149,844.6880000000001,882.5029999999999,576.349,463.44100000000003,389.317,388.344,410.235,397.931,351.74,306.139,314.062,268.847,256.013,319.811,283.449
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Hidalgo<C1>,2536.312,2641.171,3040.3700000000003,3170.525,3222.838,3265.779,3010.638,3061.425,2812.127,2908.416,2415.608,3117.871,3669.3869999999997,4301.049,4470.128000000001,4292.017,3992.599,3685.487,4060.941,3393.665,3803.16
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Jalisco<C1>,22419.619,25113.226000000002,22764.744,22735.585,21743.968,20950.292,18766.488,21944.177,22577.632,22678.768,20118.497,22441.010000000002,23356.934999999998,23035.963,23121.592,21969.214,20715.365,18788.513,20307.696,19722.509,19183.548
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|México<C1>,36470.991,41229.913,38319.287000000004,40045.135,38470.297,36999.725,33136.312,33020.634,35320.123999999996,36600.568,31124.019999999997,32688.490999999998,34167.546,32722.351,31962.511,29656.362999999998,28463.691,27756.644,29426.313,28320.044,28745.058
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,16128.557,17195.868000000002,18856.966,18995.807,20266.962,18941.89,11516.395999999999,14733.563,12731.397,13161.817,13796.060000000001,14151.741999999998,10437.636999999999,10358.783,11722.372,10951.020999999999,11558.922,14543.468,13784.023,17237.377,23358.079
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Morelos<C1>,1325.905,1266.2069999999999,1533.485,1569.6109999999999,1489.261,1416.762,1269.4370000000001,1373.549,1461.6009999999999,1156.922,1116.99,1303.645,1430.0720000000001,1530.0259999999998,1474.218,1151.243,1021.115,1202.292,1575.255,1537.72,1565.626
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Nayarit<C1>,166.513,177.166,181.745,185.737,182.22,194.32,191.715,242.059,252.727,222.339,132.668,145.361,127.696,121.864,124.727,119.238,116.087,115.708,139.866,142.511,132.253
Millones de pesos a precios de 2018|B.1bV---Valor agregado bruto|Nuevo León<C1>,60530.613,65941.726,72986.971,75463.794,73728.921,75555.77900000001,67983.52,78469.577,75875.071,82811.899,81814.535,90658.033,90048.28,89627.024,96742.332,83409.958,79044.25,76257.374,83502.697,84930.422,92565.853
