PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,TEMA,CATEGORIA,DESCRIPCION_CATEGORIA,VALOR,ESTATUS
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2004,01,Egresos,Tema,Total de egresos,7307936583,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2004,01,Egresos,Capítulo,Servicios personales,596861927,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2004,01,Egresos,Concepto,Remuneraciones al personal,513204389,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2004,01,Egresos,Partida Genérica,Despacho del ejecutivo estatal,34988387,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2004,01,Egresos,Partida Genérica,Secretaría general de gobierno,130957846,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2004,01,Egresos,Partida Genérica,Secretaría de finanzas y administración,103245628,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2004,01,Egresos,Partida Genérica,Secretaría de obras públicas y comunicaciones,22106503,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2004,01,Egresos,Partida Genérica,Secretaría de fomento económico,17971844,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2004,01,Egresos,Partida Genérica,Secretaría de desarrollo social,59251329,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2004,01,Egresos,Partida Genérica,Procuraduría general de justicia,62157928,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2004,01,Egresos,Partida Genérica,Contraloría general del estado,14445525,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2004,01,Egresos,Partida Genérica,Representación estatal en el Distrito Federal,3434797,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2004,01,Egresos,Partida Genérica,Dependencias diversas,64644602,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2004,01,Egresos,Concepto,Seguridad social,34687508,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2004,01,Egresos,Partida Genérica,Otras cuotas de seguridad social y seguros,34687508,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2004,01,Egresos,Concepto,Otras prestaciones sociales y económicas,48970030,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2004,01,Egresos,Partida Genérica,Otras prestaciones sociales y económicas,48970030,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2004,01,Egresos,Capítulo,Materiales y suministros,70225602,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2004,01,Egresos,Concepto,"Materiales de administración, emisión de documentos y artículos oficiales",14109591,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2004,01,Egresos,Partida Genérica,"Materiales, útiles y equipos menores de oficina",14109591,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2004,01,Egresos,Concepto,Alimentos y utensilios,7077625,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2004,01,Egresos,Partida Genérica,Otros alimentos y utensilios,7077625,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2004,01,Egresos,Concepto,Materiales y artículos de construcción y de reparación,1964673,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2004,01,Egresos,Partida Genérica,Otros materiales y artículos de construcción y reparación,1964673,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2004,01,Egresos,Concepto,"Productos químicos, farmacéuticos, laboratorio y materias primas de producción y comercialización",6796835,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2004,01,Egresos,Partida Genérica,"Productos químicos, farmacéuticos y de laboratorio",2545898,Cifras Definitivas
