PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,TEMA,CATEGORIA,DESCRIPCION_CATEGORIA,VALOR,ESTATUS
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Tema,Total de egresos,12965369000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Capítulo,Servicios personales,742731351,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Concepto,Remuneraciones al personal,209828310,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Partida Genérica,Despacho del ejecutivo estatal,12064408,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Partida Genérica,Secretaría general de gobierno,19985352,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Partida Genérica,Secretaría de finanzas y administración,23809924,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Partida Genérica,Secretaría de obras públicas y comunicaciones,19594143,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Partida Genérica,Secretaría de fomento económico,5016581,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Partida Genérica,Secretaría de turismo,6548478,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Partida Genérica,Secretaría de planeación,6220617,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Partida Genérica,Secretaría de desarrollo social,7705725,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Partida Genérica,Seguridad pública y tránsito,47571423,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Partida Genérica,Procuraduría general de justicia,32833979,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Partida Genérica,Contraloría general del estado,4962040,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Partida Genérica,Dependencias diversas,23515640,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Concepto,Remuneraciones adicionales y especiales,209922820,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Partida Genérica,Primas por años de servicios efectivos prestados,5028886,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Partida Genérica,"Primas de vacaciones, dominical y gratificación de fin de año",55425868,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Partida Genérica,Compensaciones,149374776,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Partida Genérica,Otras remuneraciones adicionales y especiales,93290,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Concepto,Seguridad social,30774580,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Partida Genérica,Aportaciones de seguridad social,22848306,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Partida Genérica,Aportaciones a fondos de vivienda,3553627,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Partida Genérica,Aportaciones al sistema para el retiro,4061263,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Partida Genérica,Aportaciones para seguros,311384,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Concepto,Otras prestaciones sociales y económicas,292205641,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Partida Genérica,Cuotas para el fondo de ahorro y fondo de trabajo,5076601,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Partida Genérica,Indemnizaciones,134630819,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Partida Genérica,Otras prestaciones sociales y económicas,152498221,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Capítulo,Materiales y suministros,82651834,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Concepto,"Materiales de administración, emisión de documentos y artículos oficiales",15040971,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Partida Genérica,"Materiales, útiles y equipos menores de oficina",6616499,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Partida Genérica,Materiales y útiles de impresión y reproducción,5031122,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Partida Genérica,"Materiales, útiles y equipos menores de tecnologías de la información y comunicaciones",979578,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Partida Genérica,Material de limpieza,1292252,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Partida Genérica,Materiales y útiles de enseñanza,1121520,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Concepto,Alimentos y utensilios,8250558,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Partida Genérica,Otros alimentos y utensilios,8250558,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Concepto,"Herramientas, refacciones y accesorios menores",2018027,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Partida Genérica,Refacciones y accesorios menores otros bienes muebles,2018027,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Concepto,Materiales y artículos de construcción y de reparación,7117042,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Partida Genérica,Otros materiales y artículos de construcción y reparación,7117042,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Concepto,"Productos químicos, farmacéuticos, laboratorio y materias primas de producción y comercialización",3229337,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2008,01,Egresos,Partida Genérica,"Productos químicos, farmacéuticos y de laboratorio",2606230,Cifras Definitivas
