PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,TEMA,CATEGORIA,DESCRIPCION_CATEGORIA,VALOR,ESTATUS
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2009,01,Egresos,Tema,Total de egresos,13861956041,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2009,01,Egresos,Capítulo,Servicios personales,870915314,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2009,01,Egresos,Concepto,Remuneraciones al personal,258254883,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2009,01,Egresos,Partida Genérica,Despacho del ejecutivo estatal,14156769,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2009,01,Egresos,Partida Genérica,Secretaría general de gobierno,23099765,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2009,01,Egresos,Partida Genérica,Secretaría de finanzas y administración,27614428,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2009,01,Egresos,Partida Genérica,Secretaría de obras públicas y comunicaciones,21897048,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2009,01,Egresos,Partida Genérica,Secretaría de fomento económico,6207578,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2009,01,Egresos,Partida Genérica,Secretaría de turismo,8057492,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2009,01,Egresos,Partida Genérica,Secretaría de planeación,7013234,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2009,01,Egresos,Partida Genérica,Secretaría de desarrollo social,9625896,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2009,01,Egresos,Partida Genérica,Seguridad pública y tránsito,59661089,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2009,01,Egresos,Partida Genérica,Procuraduría general de justicia,46073349,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2009,01,Egresos,Partida Genérica,Contraloría general del estado,5548439,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2009,01,Egresos,Partida Genérica,Dependencias diversas,29299796,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2009,01,Egresos,Concepto,Remuneraciones adicionales y especiales,227489887,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2009,01,Egresos,Partida Genérica,Primas por años de servicios efectivos prestados,4956212,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2009,01,Egresos,Partida Genérica,"Primas de vacaciones, dominical y gratificación de fin de año",62651883,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2009,01,Egresos,Partida Genérica,Compensaciones,159809207,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2009,01,Egresos,Partida Genérica,Otras remuneraciones adicionales y especiales,72585,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2009,01,Egresos,Concepto,Seguridad social,34309001,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2009,01,Egresos,Partida Genérica,Aportaciones de seguridad social,25100227,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2009,01,Egresos,Partida Genérica,Aportaciones a fondos de vivienda,4297760,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2009,01,Egresos,Partida Genérica,Aportaciones al sistema para el retiro,4911014,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2009,01,Egresos,Concepto,Otras prestaciones sociales y económicas,350861543,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2009,01,Egresos,Partida Genérica,Cuotas para el fondo de ahorro y fondo de trabajo,6138542,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2009,01,Egresos,Partida Genérica,Indemnizaciones,183293782,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2009,01,Egresos,Partida Genérica,Otras prestaciones sociales y económicas,161429219,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2009,01,Egresos,Capítulo,Materiales y suministros,90991191,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2009,01,Egresos,Concepto,"Materiales de administración, emisión de documentos y artículos oficiales",15841070,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2009,01,Egresos,Partida Genérica,"Materiales, útiles y equipos menores de oficina",6453036,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2009,01,Egresos,Partida Genérica,Materiales y útiles de impresión y reproducción,5508785,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2009,01,Egresos,Partida Genérica,"Materiales, útiles y equipos menores de tecnologías de la información y comunicaciones",841666,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2009,01,Egresos,Partida Genérica,Material de limpieza,1881229,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2009,01,Egresos,Partida Genérica,Materiales y útiles de enseñanza,1156354,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2009,01,Egresos,Concepto,Alimentos y utensilios,9377503,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2009,01,Egresos,Partida Genérica,Otros alimentos y utensilios,9377503,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2009,01,Egresos,Concepto,"Herramientas, refacciones y accesorios menores",3324494,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2009,01,Egresos,Partida Genérica,Refacciones y accesorios menores otros bienes muebles,3324494,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2009,01,Egresos,Concepto,Materiales y artículos de construcción y de reparación,3678662,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2009,01,Egresos,Partida Genérica,Otros materiales y artículos de construcción y reparación,3678662,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2009,01,Egresos,Concepto,"Productos químicos, farmacéuticos, laboratorio y materias primas de producción y comercialización",4826985,Cifras Definitivas
