PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,TEMA,CATEGORIA,DESCRIPCION_CATEGORIA,VALOR,ESTATUS
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1992,01,Egresos,Tema,Total de egresos,487320667,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1992,01,Egresos,Capítulo,Servicios personales,75504305,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1992,01,Egresos,Concepto,Remuneraciones al personal,27841383,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1992,01,Egresos,Partida Genérica,Dependencias diversas,27841383,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1992,01,Egresos,Concepto,Remuneraciones adicionales y especiales,47662922,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1992,01,Egresos,Partida Genérica,Otras remuneraciones adicionales y especiales,47662922,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1992,01,Egresos,Capítulo,Materiales y suministros,25687707,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1992,01,Egresos,Concepto,Materiales y suministros diversos,25687707,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1992,01,Egresos,Capítulo,Servicios generales,9259211,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1992,01,Egresos,Concepto,Servicios de arrendamiento,216269,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1992,01,Egresos,Partida Genérica,Otros arrendamientos,216269,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1992,01,Egresos,Concepto,Servicios de comunicación social y publicidad,5708372,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1992,01,Egresos,Partida Genérica,Otros servicios de información,5708372,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1992,01,Egresos,Concepto,Otros servicios generales,3334570,Cifras Definitivas
