PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,TEMA,CATEGORIA,DESCRIPCION_CATEGORIA,VALOR,ESTATUS
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1997,01,Egresos,Tema,Total de egresos,1987192386,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1997,01,Egresos,Capítulo,Servicios personales,153346754,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1997,01,Egresos,Concepto,Remuneraciones al personal,125783254,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1997,01,Egresos,Partida Genérica,Dependencias diversas,125783254,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1997,01,Egresos,Concepto,Remuneraciones adicionales y especiales,19709409,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1997,01,Egresos,Partida Genérica,Otras remuneraciones adicionales y especiales,19709409,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1997,01,Egresos,Concepto,Seguridad social,7854091,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1997,01,Egresos,Partida Genérica,Otras cuotas de seguridad social y seguros,7854091,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1997,01,Egresos,Capítulo,Materiales y suministros,18266768,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1997,01,Egresos,Concepto,Materiales y suministros diversos,18266768,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1997,01,Egresos,Capítulo,Servicios generales,57144417,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1997,01,Egresos,Concepto,Servicios de arrendamiento,2362912,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1997,01,Egresos,Partida Genérica,Otros arrendamientos,2362912,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1997,01,Egresos,Concepto,"Servicios financieros, bancarios y comerciales",8274332,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1997,01,Egresos,Partida Genérica,"Servicios financieros, bancarios y comerciales integrales",8274332,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1997,01,Egresos,Concepto,"Servicios de instalación, reparación, mantenimiento y conservación",6350292,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1997,01,Egresos,Partida Genérica,Diversos servicios de mantenimiento,6350292,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1997,01,Egresos,Concepto,Servicios de comunicación social y publicidad,14945626,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1997,01,Egresos,Partida Genérica,Otros servicios de información,14945626,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1997,01,Egresos,Concepto,Servicios oficiales,3227759,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1997,01,Egresos,Partida Genérica,Diversos servicios oficiales,3227759,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1997,01,Egresos,Concepto,Otros servicios generales,21983496,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1997,01,Egresos,Partida Genérica,Otros servicios generales,21983496,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1997,01,Egresos,Capítulo,"Transferencias, asignaciones, subsidios y otras ayudas",951088320,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1997,01,Egresos,Concepto,Transferencias internas y asignaciones al sector público,951088320,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1997,01,Egresos,Partida Genérica,A poderes,56167653,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1997,01,Egresos,Subpartida Genérica,Legislativo,24112652,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1997,01,Egresos,Subpartida Genérica,Judicial,32055001,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1997,01,Egresos,Partida Genérica,A instituciones del gobierno según función,839400050,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1997,01,Egresos,Subpartida Genérica,Instituciones y programas de cultura y deporte,839400050,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1997,01,Egresos,Partida Genérica,Diversas transferencias,55520617,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1997,01,Egresos,Subpartida Genérica,Otras transferencias,55520617,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1997,01,Egresos,Capítulo,"Bienes muebles, inmuebles e intangibles",43140139,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1997,01,Egresos,Concepto,Mobiliario y equipo de administración,36528801,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1997,01,Egresos,Partida Genérica,Otros mobiliarios y equipos de administración,36528801,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1997,01,Egresos,Concepto,Bienes inmuebles,6611338,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1997,01,Egresos,Partida Genérica,Edificios no residenciales,6611338,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1997,01,Egresos,Capítulo,Inversión pública,116427237,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1997,01,Egresos,Concepto,Obra pública en bienes de dominio público,116427237,Cifras Definitivas
