PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,TEMA,CATEGORIA,DESCRIPCION_CATEGORIA,VALOR,ESTATUS
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Tema,Total de egresos,8403080000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Capítulo,Servicios personales,563319000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Concepto,Remuneraciones al personal,563319000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Despacho del ejecutivo estatal,40317000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Secretaría general de gobierno,79575000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Secretaría de finanzas y administración,97795000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Secretaría de obras públicas y comunicaciones,46354000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Secretaría de fomento económico,16947000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Secretaría de turismo,16938000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Secretaría de desarrollo social,33902000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Seguridad pública y tránsito,83854000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Procuraduría general de justicia,72836000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Contraloría general del estado,14699000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Representación estatal en el Distrito Federal,3375000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Dependencias diversas,56727000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Capítulo,Materiales y suministros,92470000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Concepto,"Materiales de administración, emisión de documentos y artículos oficiales",17717000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Otros materiales y útiles de administración,17717000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Concepto,Alimentos y utensilios,6386000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Otros alimentos y utensilios,6386000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Concepto,Materiales y artículos de construcción y de reparación,38039000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Otros materiales y artículos de construcción y reparación,38039000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Concepto,"Productos químicos, farmacéuticos, laboratorio y materias primas de producción y comercialización",5911000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,"Productos químicos, farmacéuticos y de laboratorio",2346000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Subpartida Genérica,Productos químicos básicos,2346000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Otros productos adquiridos como materia prima,3565000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Concepto,"Combustibles, lubricantes y aditivos",20805000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,"Combustibles, lubricantes y aditivos",20805000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Concepto,"Vestuario, blancos, prendas de protección y artículos deportivos",2848000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Vestuario y uniformes,2848000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Concepto,Materiales y suministros diversos,764000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Capítulo,Servicios generales,209852000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Concepto,Servicios básicos,20966000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Servicios integrales y otros servicios,20966000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Concepto,Servicios de arrendamiento,10295000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Otros arrendamientos,10295000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Concepto,"Servicios profesionales, científicos, técnicos y otros servicios",45584000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,"Servicios profesionales, científicos y técnicos integrales",45584000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Concepto,"Servicios financieros, bancarios y comerciales",13182000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Servicios financieros y bancarios,13182000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Concepto,"Servicios de instalación, reparación, mantenimiento y conservación",19779000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Diversos servicios de mantenimiento,19779000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Concepto,Servicios de comunicación social y publicidad,53572000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Otros servicios de información,53572000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Concepto,Servicios de traslado y viáticos,6187000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Servicios integrales de traslado y viáticos,6187000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Concepto,Servicios oficiales,40287000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Gastos de ceremonial,35534000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Diversos servicios oficiales,4753000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Capítulo,"Transferencias, asignaciones, subsidios y otras ayudas",5128595000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Concepto,Transferencias internas y asignaciones al sector público,5128413000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,A poderes,227018000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Subpartida Genérica,Legislativo,112425000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Subpartida Genérica,Judicial,114593000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,A instituciones del gobierno según función,4713867000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Subpartida Genérica,Instituciones y programas de educación,3351433000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Subpartida Genérica,Instituciones y programas de salud,731823000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Subpartida Genérica,Instituciones y programas de asistencia social,139264000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Subpartida Genérica,Instituciones y programas de seguridad social,5172000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Subpartida Genérica,Instituciones y programas de cultura y deporte,166765000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Subpartida Genérica,Instituciones y programas de seguridad pública,88552000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Subpartida Genérica,Instituciones y programas de infraestructura,230858000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Órganos autónomos y electorales,97852000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Subpartida Genérica,Partidos políticos,77125000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Subpartida Genérica,Instituto electoral,11443000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Subpartida Genérica,Comisión de derechos humanos,9284000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Diversas transferencias,89676000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Subpartida Genérica,Otras transferencias,89676000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Concepto,Pensiones y jubilaciones,182000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Pensiones,182000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Capítulo,"Bienes muebles, inmuebles e intangibles",25376000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Concepto,Mobiliario y equipo de administración,14222000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Muebles de oficina y estantería,6597000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Equipo de cómputo y de tecnologías de la información,7625000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Concepto,Vehículos y equipo de transporte,2077000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Otros equipos de transporte,2077000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Concepto,Equipo de defensa y seguridad y equipo e instrumental médico y laboratorio,322000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Equipo de defensa y seguridad,137000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Equipo médico y de laboratorio,185000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Concepto,"Maquinaria, otros equipos y herramientas",801000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Maquinaria y equipo agropecuario,736000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Herramientas y máquinas-herramienta,65000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Concepto,Bienes inmuebles,7954000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Edificios no residenciales,7954000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Capítulo,Inversión pública,901530000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Concepto,Obra pública en bienes de dominio público,717909000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Edificación no habitacional,16920000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Subpartida Genérica,Escuelas,233000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Subpartida Genérica,Hospitales,3089000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Subpartida Genérica,Edificios públicos diversos,13598000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,"Construcción de obras para el abastecimiento de agua, petróleo, gas, electricidad y telecomunicaciones",109209000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,División de terrenos y construcción de obras de urbanización,78252000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Construcción de vías de comunicación,10650000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Otras construcciones de ingeniería civil u obra pesada,4614000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Diversas obras públicas en bienes de dominio público,498264000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Concepto,Proyectos productivos y acciones de fomento,183621000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Seguridad pública,11550000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Desarrollo agropecuario y forestal,137070000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Desarrollo industrial y comercial,27168000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Desarrollo administrativo,101000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Desarrollo y fomento turístico,7034000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Diversos proyectos productivos y acciones de fomento,698000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Capítulo,Recursos asignados a municipios,1444616000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Concepto,Participaciones,987391000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Fondo general de participaciones,563936000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Fondo de fomento municipal,351439000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Impuestos sobre tenencia o uso de vehículos,56022000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Impuesto sobre automóviles nuevos,11427000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Impuesto especial sobre producción y servicios,4567000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Concepto,"Aportaciones federales, ramo general 33",357439000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,FA para la infraestructura social municipal,88605000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,FA para el fortalecimiento de los municipios,268834000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Concepto,Recursos reasignados a municipios,99786000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Recursos federales por convenio,95671000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Recursos estatales por convenio,4115000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Capítulo,Deuda pública,37322000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Concepto,Intereses de la deuda pública,37322000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Egresos,Partida Genérica,Diversos intereses,37322000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Ingresos,Tema,Total de ingresos,8403080000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Ingresos,Capítulo,Impuestos,77628000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Ingresos,Concepto,Impuesto sobre los Ingresos,14905000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Ingresos,Partida Genérica,Instrumentos públicos y operaciones contractuales,14905000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Ingresos,Concepto,Impuestos sobre el Patrimonio,51427000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Ingresos,Partida Genérica,Impuesto sobre tenencia o uso de vehículos,29494000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Ingresos,Partida Genérica,Enajenación de bienes muebles y adquisición de vehículos,21933000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Ingresos,Concepto,"Impuesto sobre la producción, el consumo y las transacciones",11296000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Ingresos,Partida Genérica,Impuesto sobre hospedaje,4961000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Ingresos,Partida Genérica,Diversiones y espectáculos públicos,3335000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Ingresos,Partida Genérica,"Loterías, rifas, sorteos y juegos permitidos",3000000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Ingresos,Capítulo,Cuotas y Aportaciones de Seguridad Social,8577000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Ingresos,Concepto,Otras Cuotas y Aportaciones para la Seguridad Social,8577000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Ingresos,Capítulo,Derechos,204715000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2005,01,Ingresos,Concepto,"Derechos por el uso, goce, aprovechamiento o explotación de bienes de dominio público",202459000,Cifras Definitivas
