PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,TEMA,CATEGORIA,DESCRIPCION_CATEGORIA,VALOR,ESTATUS
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Egresos,Tema,Total de egresos,1125908893,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Egresos,Capítulo,Servicios personales,107157929,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Egresos,Concepto,Remuneraciones al personal,91369876,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Egresos,Partida Genérica,Dependencias diversas,91369876,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Egresos,Concepto,Remuneraciones adicionales y especiales,15788053,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Egresos,Partida Genérica,Otras remuneraciones adicionales y especiales,15788053,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Egresos,Capítulo,Materiales y suministros,23631312,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Egresos,Concepto,Materiales y suministros diversos,23631312,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Egresos,Capítulo,Servicios generales,9866867,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Egresos,Concepto,Servicios de arrendamiento,1733936,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Egresos,Partida Genérica,Otros arrendamientos,1733936,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Egresos,Concepto,Otros servicios generales,8132931,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Egresos,Partida Genérica,Otros servicios generales,8132931,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Egresos,Capítulo,"Transferencias, asignaciones, subsidios y otras ayudas",636306088,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Egresos,Concepto,Transferencias internas y asignaciones al sector público,636306088,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Egresos,Partida Genérica,A poderes,28922365,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Egresos,Subpartida Genérica,Legislativo,12322736,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Egresos,Subpartida Genérica,Judicial,16599629,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Egresos,Partida Genérica,A instituciones del gobierno según función,483116110,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Egresos,Subpartida Genérica,Instituciones y programas de cultura y deporte,483116110,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Egresos,Partida Genérica,Diversas transferencias,124267613,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Egresos,Subpartida Genérica,Otras transferencias,124267613,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Egresos,Capítulo,"Bienes muebles, inmuebles e intangibles",19907909,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Egresos,Concepto,Mobiliario y equipo de administración,16657389,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Egresos,Partida Genérica,Otros mobiliarios y equipos de administración,16657389,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Egresos,Concepto,Bienes inmuebles,3250520,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Egresos,Partida Genérica,Edificios no residenciales,3250520,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Egresos,Capítulo,Inversión pública,93656567,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Egresos,Concepto,Obra pública en bienes de dominio público,93656567,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Egresos,Partida Genérica,Diversas obras públicas en bienes de dominio público,93656567,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Egresos,Capítulo,Recursos asignados a municipios,182875748,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Egresos,Concepto,Participaciones,149732194,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Egresos,Partida Genérica,Otras participaciones,149732194,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Egresos,Concepto,Recursos reasignados a municipios,33143554,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Egresos,Partida Genérica,Recursos federales por convenio,33143554,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Egresos,Capítulo,Otros egresos,4342097,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Egresos,Concepto,Egresos diversos,4342097,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Egresos,Capítulo,Deuda pública,48164376,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Egresos,Concepto,Amortización de la deuda pública,48164376,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Egresos,Partida Genérica,Diversas amortizaciones de la deuda pública,48164376,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Ingresos,Tema,Total de ingresos,1125908893,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Ingresos,Capítulo,Impuestos,7691155,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Ingresos,Concepto,Impuesto sobre los Ingresos,4010335,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Ingresos,Partida Genérica,Impuesto sobre nómina,4010335,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Ingresos,Concepto,Impuestos sobre el Patrimonio,3233989,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Ingresos,Partida Genérica,Traslado de dominio de bienes inmuebles,3233989,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Ingresos,Concepto,"Impuesto sobre la producción, el consumo y las transacciones",446831,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Ingresos,Partida Genérica,Diversiones y espectáculos públicos,446831,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Ingresos,Capítulo,Cuotas y Aportaciones de Seguridad Social,1182096,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Ingresos,Concepto,Otras Cuotas y Aportaciones para la Seguridad Social,1182096,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Ingresos,Capítulo,Derechos,18361715,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Ingresos,Concepto,"Derechos por el uso, goce, aprovechamiento o explotación de bienes de dominio público",18209128,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Ingresos,Partida Genérica,Registros,7829048,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Ingresos,Subpartida Genérica,Registro civil,3797941,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Ingresos,Subpartida Genérica,Registro público de la propiedad y del comercio,4031107,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Ingresos,Partida Genérica,Licencias y permisos,992272,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Ingresos,Subpartida Genérica,Comercio ambulante,718799,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Ingresos,Subpartida Genérica,Empresas de transporte,273473,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Ingresos,Partida Genérica,Servicios de vialidad y transporte,9387808,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Ingresos,Subpartida Genérica,Diversos servicios de vialidad y de transporte,9387808,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Ingresos,Concepto,Otros Derechos,152587,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1995,01,Ingresos,Capítulo,Productos,26789140,Cifras Definitivas
