PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,TEMA,CATEGORIA,DESCRIPCION_CATEGORIA,VALOR,ESTATUS
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Tema,Total de egresos,9896909000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Capítulo,Servicios personales,610494119,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Concepto,Remuneraciones al personal,292539725,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Partida Genérica,Despacho del ejecutivo estatal,19922701,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Partida Genérica,Secretaría general de gobierno,29215317,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Partida Genérica,Secretaría de finanzas y administración,48605265,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Partida Genérica,Secretaría de obras públicas y comunicaciones,26849271,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Partida Genérica,Secretaría de fomento económico,8956952,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Partida Genérica,Secretaría de turismo,8878842,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Partida Genérica,Secretaría de desarrollo social,11389210,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Partida Genérica,Seguridad pública y tránsito,58588874,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Partida Genérica,Procuraduría general de justicia,37920372,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Partida Genérica,Contraloría general del estado,8049153,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Partida Genérica,Dependencias diversas,34163768,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Concepto,Remuneraciones adicionales y especiales,144490107,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Partida Genérica,Primas por años de servicios efectivos prestados,3884502,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Partida Genérica,"Primas de vacaciones, dominical y gratificación de fin de año",47264257,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Partida Genérica,Horas extraordinarias,58427,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Partida Genérica,Compensaciones,93173850,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Partida Genérica,Otras remuneraciones adicionales y especiales,109071,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Concepto,Seguridad social,26826258,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Partida Genérica,Aportaciones de seguridad social,23430803,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Partida Genérica,Aportaciones al sistema para el retiro,3395455,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Concepto,Otras prestaciones sociales y económicas,146638029,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Partida Genérica,Cuotas para el fondo de ahorro y fondo de trabajo,4244300,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Partida Genérica,Indemnizaciones,5923901,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Partida Genérica,Otras prestaciones sociales y económicas,136469828,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Capítulo,Materiales y suministros,65949618,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Concepto,"Materiales de administración, emisión de documentos y artículos oficiales",15518046,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Partida Genérica,"Materiales, útiles y equipos menores de oficina",6802909,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Partida Genérica,Materiales y útiles de impresión y reproducción,5456110,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Partida Genérica,Material estadístico y geográfico,77864,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Partida Genérica,"Materiales, útiles y equipos menores de tecnologías de la información y comunicaciones",1080152,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Partida Genérica,Material de limpieza,1043493,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Partida Genérica,Materiales y útiles de enseñanza,1057518,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Concepto,Alimentos y utensilios,6972458,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Partida Genérica,Otros alimentos y utensilios,6972458,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Concepto,"Herramientas, refacciones y accesorios menores",4568120,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Partida Genérica,Refacciones y accesorios menores otros bienes muebles,4568120,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Concepto,Materiales y artículos de construcción y de reparación,3825407,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Partida Genérica,Otros materiales y artículos de construcción y reparación,3825407,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Concepto,"Productos químicos, farmacéuticos, laboratorio y materias primas de producción y comercialización",3009351,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Partida Genérica,"Productos químicos, farmacéuticos y de laboratorio",2048917,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Subpartida Genérica,Productos químicos básicos,122480,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Subpartida Genérica,"Fertilizantes, pesticidas y otros agroquímicos",24892,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Subpartida Genérica,Medicinas y productos farmacéuticos,564308,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Subpartida Genérica,"Materiales, accesorios y suministros médicos",50261,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Subpartida Genérica,"Materiales, accesorios y suministros de laboratorio",1286976,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Partida Genérica,Otros productos adquiridos como materia prima,960434,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Concepto,"Combustibles, lubricantes y aditivos",22316419,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Partida Genérica,"Combustibles, lubricantes y aditivos",22316419,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Concepto,"Vestuario, blancos, prendas de protección y artículos deportivos",2973102,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Partida Genérica,Vestuario y uniformes,2396230,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Partida Genérica,Prendas de seguridad y protección personal,438978,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Partida Genérica,Artículos deportivos,137894,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Concepto,Materiales y suministros diversos,6766715,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Capítulo,Servicios generales,209788137,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,2006,01,Egresos,Concepto,Servicios básicos,23270219,Cifras Definitivas
