PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,TEMA,CATEGORIA,DESCRIPCION_CATEGORIA,VALOR,ESTATUS
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Tema,Total de egresos,2968697297,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Capítulo,Servicios personales,197237817,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Concepto,Remuneraciones al personal,165131840,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Partida Genérica,Dependencias diversas,165131840,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Concepto,Remuneraciones adicionales y especiales,21328492,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Partida Genérica,Otras remuneraciones adicionales y especiales,21328492,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Concepto,Seguridad social,10777485,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Partida Genérica,Otras cuotas de seguridad social y seguros,10777485,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Capítulo,Materiales y suministros,21716456,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Concepto,"Materiales de administración, emisión de documentos y artículos oficiales",3958125,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Partida Genérica,Otros materiales y útiles de administración,3958125,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Concepto,Alimentos y utensilios,3840103,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Partida Genérica,Otros alimentos y utensilios,3840103,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Concepto,Materiales y artículos de construcción y de reparación,702615,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Partida Genérica,Otros materiales y artículos de construcción y reparación,702615,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Concepto,"Productos químicos, farmacéuticos, laboratorio y materias primas de producción y comercialización",2172736,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Partida Genérica,Otros productos adquiridos como materia prima,2172736,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Concepto,"Combustibles, lubricantes y aditivos",6214711,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Partida Genérica,"Combustibles, lubricantes y aditivos",6214711,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Concepto,"Vestuario, blancos, prendas de protección y artículos deportivos",857124,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Partida Genérica,"Otros vestuario, blancos, prendas de protección y artículos deportivos",857124,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Concepto,Materiales y suministros para seguridad,10761,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Partida Genérica,Otros materiales para la seguridad,10761,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Concepto,Materiales y suministros diversos,3960281,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Capítulo,Servicios generales,70178805,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Concepto,Servicios básicos,10071538,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Partida Genérica,Servicios integrales y otros servicios,10071538,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Concepto,Servicios de arrendamiento,3323104,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Partida Genérica,Otros arrendamientos,3323104,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Concepto,"Servicios profesionales, científicos, técnicos y otros servicios",11569507,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Partida Genérica,"Servicios profesionales, científicos y técnicos integrales",11569507,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Concepto,"Servicios financieros, bancarios y comerciales",3674820,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Partida Genérica,"Servicios financieros, bancarios y comerciales integrales",3674820,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Concepto,"Servicios de instalación, reparación, mantenimiento y conservación",8460113,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Partida Genérica,Diversos servicios de mantenimiento,8460113,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Concepto,Servicios de comunicación social y publicidad,18061866,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Partida Genérica,Otros servicios de información,18061866,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Concepto,Servicios oficiales,13682191,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Partida Genérica,Diversos servicios oficiales,13682191,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Concepto,Otros servicios generales,1335666,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Partida Genérica,Otros servicios generales,1335666,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Capítulo,"Transferencias, asignaciones, subsidios y otras ayudas",1690985652,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Concepto,Transferencias internas y asignaciones al sector público,1690985652,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Partida Genérica,A poderes,82903388,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Estatal,1998,01,Egresos,Subpartida Genérica,Legislativo,38000000,Cifras Definitivas
